rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,period
h_D,0.04353785673160454,0.001,4.3537856731604544e-05,2814.738928156225,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
h_A,0.09078822712692702,0.001,9.078822712692702e-05,11716.340750775214,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
p_D,0.09071819385899485,0.001,9.071819385899485e-05,1131.7028646255721,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
p_A,0.1190578957327212,0.001,0.0001190578957327212,14075.113587893875,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
d,0.047263529585617574,3.5940237486504154,0.1698662477757511,494.0,True,-1,crossing_found,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
r,0.07936772957282301,0.001,7.936772957282301e-05,7717.664884630435,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
I0,1224.4545454570703,0.03202050950327488,39.20765840913624,494.0,True,1,crossing_found,Other Civilizations,domestic_PIs,42881.11367380034,494.0,early
alpha,0.06749233188447513,20.0,1.3498466376895026,1997.1444264186002,False,-1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
beta,0.04008744343995653,0.001,4.008744343995653e-05,2925.799821745404,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
h_D,0.09387084393109643,0.001,9.387084393109643e-05,2275.7095958054633,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
h_A,0.1777097331261509,0.001,0.0001777097331261509,3790.7160506641076,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
p_D,0.07540104751485126,0.001,7.540104751485126e-05,2429.0904445314063,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
p_A,0.13642319021666158,0.001,0.00013642319021666159,4179.049582170729,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
d,0.048796434956758644,1.6899084966197118,0.08246151003817755,1601.2173913043478,True,-1,crossing_found,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
r,0.06582423874465348,0.001,6.582423874465348e-05,2226.347731739275,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
I0,133.27272727302298,0.35978620447952636,47.94968870619599,1601.2173913043478,True,1,crossing_found,Other Western,domestic_active,4450.469115736941,1601.2173913043478,early
alpha,0.06749233188447513,20.0,1.3498466376895026,1456.1410867007307,False,-1,no_crossing_in_scanned_range,Other Western,domestic_PIs,4450.469115736941,372.0,early
beta,0.04008744343995653,0.001,4.008744343995653e-05,1169.176411611243,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,4450.469115736941,372.0,early
h_D,0.09387084393109643,0.001,9.387084393109643e-05,565.8864978177259,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,4450.469115736941,372.0,early
h_A,0.1777097331261509,0.001,0.0001777097331261509,1514.949909834744,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,4450.469115736941,372.0,early
p_D,0.07540104751485126,0.07617741285467891,0.005743856726214086,372.0,True,1,crossing_found,Other Western,domestic_PIs,4450.469115736941,372.0,early
p_A,0.13642319021666158,0.001,0.00013642319021666159,1777.7188968444163,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,4450.469115736941,372.0,early
d,0.048796434956758644,1.8467280471461647,0.09011374503538974,372.0,True,-1,crossing_found,Other Western,domestic_PIs,4450.469115736941,372.0,early
r,0.06582423874465348,0.001,6.582423874465348e-05,1012.8442008153351,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,4450.469115736941,372.0,early
I0,133.27272727302298,0.18373314116215525,24.48661681311975,372.0,True,1,crossing_found,Other Western,domestic_PIs,4450.469115736941,372.0,early
alpha,0.020739018239190186,20.0,0.41478036478380376,203314.6087910274,False,-1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
beta,0.06971319458731101,0.001,6.971319458731101e-05,187446.21004559755,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
h_D,0.03341268724785057,0.001,3.341268724785057e-05,155234.9646112056,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
h_A,0.10078332257193155,0.001,0.00010078332257193156,246088.07684654725,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
p_D,0.10948885651078437,0.001,0.00010948885651078437,148436.6020270841,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
p_A,0.14291520099513155,0.001,0.00014291520099513156,269886.57146164577,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
d,0.036620312603315566,20.0,0.7324062520663113,7421.387940440703,False,-1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
r,0.04957627169983425,0.001,4.957627169983425e-05,139149.1573629097,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
I0,5567.727272746829,0.011250490521563397,62.63966290868822,3129.4270557029176,True,1,crossing_found,Sinic,domestic_active,278159.16556748,3129.4270557029176,early
alpha,0.020739018239190186,0.001,2.0739018239190187e-05,105353.19348139598,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
beta,0.06971319458731101,0.001,6.971319458731101e-05,67061.58950236067,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
h_D,0.03341268724785057,0.001,3.341268724785057e-05,21287.964590761152,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
h_A,0.10078332257193155,0.001,0.00010078332257193156,88005.79221769402,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
p_D,0.10948885651078437,0.001,0.00010948885651078437,7555.7613805568735,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
p_A,0.14291520099513155,0.001,0.00014291520099513156,105626.20079149735,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
d,0.036620312603315566,7.358342305984417,0.26946479548735125,658.0,True,-1,crossing_found,Sinic,domestic_PIs,278159.16556748,658.0,early
r,0.04957627169983425,0.001,4.957627169983425e-05,56181.23689009053,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,278159.16556748,658.0,early
I0,5567.727272746829,0.00585897713388294,32.621186778720094,658.0,True,1,crossing_found,Sinic,domestic_PIs,278159.16556748,658.0,early
alpha,0.03701042115977939,20.0,0.7402084231955879,39910.289098651214,False,-1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
beta,0.01957826482106719,0.001,1.9578264821067193e-05,117586.43095596129,False,1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
h_D,0.09103390221896868,0.001,9.103390221896868e-05,62289.859188641705,False,1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
h_A,0.13570501537708393,0.001,0.00013570501537708393,131056.06945250026,False,1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
p_D,0.08869380724929801,0.001,8.869380724929802e-05,72292.47109542794,False,1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
p_A,0.13384332137175317,0.001,0.00013384332137175318,135967.40631259308,False,1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
d,0.05123478565077462,20.0,1.0246957130154923,3983.516315346577,False,-1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
r,0.07082745701768545,0.001,7.082745701768545e-05,69735.38673627988,False,1,no_crossing_in_scanned_range,United States,domestic_active,139401.03808542812,1844.0637813211845,early
I0,4212.909090921046,0.013228479548273525,55.73038174798467,1844.0637813211845,True,1,crossing_found,United States,domestic_active,139401.03808542812,1844.0637813211845,early
alpha,0.03701042115977939,20.0,0.7402084231955879,25257.756443789363,False,-1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
beta,0.01957826482106719,0.001,1.9578264821067193e-05,47695.33977388868,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
h_D,0.09103390221896868,0.001,9.103390221896868e-05,6362.890033895637,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
h_A,0.13570501537708393,0.001,0.00013570501537708393,53162.65820870481,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
p_D,0.08869380724929801,0.001,8.869380724929802e-05,2211.9300551469273,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
p_A,0.13384332137175317,0.001,0.00013384332137175318,56551.09224360563,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
d,0.05123478565077462,7.631013240194389,0.39097332765958265,356.0,True,-1,crossing_found,United States,domestic_PIs,139401.03808542812,356.0,early
r,0.07082745701768545,0.001,7.082745701768545e-05,29755.526858434365,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,139401.03808542812,356.0,early
I0,4212.909090921046,0.005985074482802708,25.214574698439108,356.0,True,1,crossing_found,United States,domestic_PIs,139401.03808542812,356.0,early
alpha,0.05002316348951267,20.0,1.0004632697902534,27790.988711859314,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
beta,0.021893759534902545,0.001,2.1893759534902544e-05,55765.49366006478,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
h_D,0.09508763162984664,0.001,9.508763162984664e-05,34468.45723557023,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
h_A,0.15407547887309211,0.001,0.0001540754788730921,67280.7994747894,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
p_D,0.048274743349444496,0.001,4.82747433494445e-05,39950.933519213424,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
p_A,0.07228538887910171,0.001,7.228538887910172e-05,71687.04544858003,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
d,0.03707489210498354,13.308598341355609,0.4934148475743221,3183.4920212765956,True,-1,crossing_found,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
r,0.050809758736477306,0.001,5.080975873647731e-05,37641.47490702283,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
