rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,period
I0,1696.1666666732197,0.04230817962683535,71.76172401066114,3183.4920212765956,True,1,crossing_found,Anglosphere ex-US,domestic_active,75245.30833884809,3183.4920212765956,late
alpha,0.05002316348951267,20.0,1.0004632697902534,18720.99971025945,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
beta,0.021893759534902545,0.001,2.1893759534902544e-05,22697.873884621524,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
h_D,0.09508763162984664,0.001,9.508763162984664e-05,7400.415693316708,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
h_A,0.15407547887309211,0.001,0.0001540754788730921,27389.277793298807,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
p_D,0.048274743349444496,0.001,4.82747433494445e-05,2065.889304149243,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
p_A,0.07228538887910171,0.001,7.228538887910172e-05,30225.43734128031,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
d,0.03707489210498354,4.902505979141103,0.1817598802206931,614.0,True,-1,crossing_found,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
r,0.050809758736477306,0.001,5.080975873647731e-05,16699.697227999928,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
I0,1696.1666666732197,0.01839276320977749,31.197191864438114,614.0,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,75245.30833884809,614.0,late
alpha,0.02847400428530066,20.0,0.5694800857060132,108678.1734246772,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
beta,0.03369961534352089,0.001,3.3699615343520886e-05,183662.66561027284,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
h_D,0.08693162437087656,0.001,8.693162437087657e-05,114688.36070291224,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
h_A,0.1412368453603277,0.001,0.0001412368453603277,215588.19035739178,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
p_D,0.05019792511762959,0.001,5.019792511762959e-05,120916.91729095425,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
p_A,0.07587080159115409,0.001,7.58708015911541e-05,224151.30587942005,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
d,0.03921465816359618,20.0,0.7842931632719236,6263.918870749878,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
r,0.05292861906832513,0.001,5.292861906832513e-05,116037.18709800689,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
I0,5064.6666666851015,0.016914673280014104,85.66718193915658,3923.499485066941,True,1,crossing_found,Continental Europe,domestic_active,231958.3370080719,3923.499485066941,late
alpha,0.02847400428530066,20.0,0.5694800857060132,67107.79137153551,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
beta,0.03369961534352089,0.001,3.3699615343520886e-05,71070.64365382171,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
h_D,0.08693162437087656,0.001,8.693162437087657e-05,16403.83072760853,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
h_A,0.1412368453603277,0.001,0.0001412368453603277,83426.79275781295,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
p_D,0.05019792511762959,0.001,5.019792511762959e-05,4073.8900556802973,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
p_A,0.07587080159115409,0.001,7.58708015911541e-05,89247.43112868036,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
d,0.03921465816359618,6.556562824030674,0.2571133698725057,781.0,True,-1,crossing_found,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
r,0.05292861906832513,0.001,5.292861906832513e-05,47868.24553516924,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
I0,5064.6666666851015,0.00816188985636022,41.33725149266285,781.0,True,1,crossing_found,Continental Europe,domestic_PIs,231958.3370080719,781.0,late
alpha,0.026344120110846896,20.0,0.5268824022169379,62251.862059468716,False,-1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
beta,0.03648503889539741,0.001,3.6485038895397415e-05,79986.03076522524,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
h_D,0.06793960453622004,0.001,6.793960453622005e-05,57608.85496468828,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
h_A,0.12201904017620953,0.001,0.00012201904017620953,102362.83019827053,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
p_D,0.08088925172279628,0.001,8.088925172279628e-05,58062.326799944094,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
p_A,0.07928299984104617,0.001,7.928299984104617e-05,107936.71288031325,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
d,0.025262573073431802,20.0,0.5052514614686361,2923.673024631513,False,-1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
r,0.023659907746605313,0.001,2.3659907746605312e-05,55215.97093129103,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
I0,1539.3333333467458,0.02037449060995465,31.363132545863465,2248.8695652173915,True,1,crossing_found,Hindu,domestic_active,110376.7258906895,2248.8695652173915,late
alpha,0.026344120110846896,20.0,0.5268824022169379,49181.48316053054,False,-1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
beta,0.03648503889539741,0.001,3.6485038895397415e-05,44440.25642005889,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
h_D,0.06793960453622004,0.001,6.793960453622005e-05,15038.538408571641,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
h_A,0.12201904017620953,0.001,0.00012201904017620953,56870.91317680207,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
p_D,0.08088925172279628,0.001,8.088925172279628e-05,3388.078131280832,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
p_A,0.07928299984104617,0.001,7.928299984104617e-05,62184.334927553784,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
d,0.025262573073431802,7.927972614059584,0.2002809874868464,536.0,True,-1,crossing_found,Hindu,domestic_PIs,110376.7258906895,536.0,late
r,0.023659907746605313,0.001,2.3659907746605312e-05,32546.69040809787,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,110376.7258906895,536.0,late
I0,1539.3333333467458,0.008238443407724741,12.68171055240145,536.0,True,1,crossing_found,Hindu,domestic_PIs,110376.7258906895,536.0,late
alpha,0.026578478677361423,20.0,0.5315695735472284,106874.57552869499,False,-1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
beta,0.04095592796408276,0.001,4.095592796408276e-05,130667.7861996777,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
h_D,0.05934888824867222,0.001,5.934888824867222e-05,98730.39985795438,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
h_A,0.1110114352107629,0.001,0.00011101143521076291,170863.17201738805,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
p_D,0.0837453130027528,0.001,8.37453130027528e-05,98112.76471156806,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
p_A,0.07590736947044102,0.001,7.590736947044102e-05,181933.2551026211,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
d,0.026780975199419344,20.0,0.5356195039883869,4962.705125150978,False,-1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
r,0.026532535515571,0.001,2.6532535515570997e-05,93169.04245732751,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
I0,2766.5833333480173,0.012106198648005564,33.492807409772496,2254.7179487179487,True,1,crossing_found,Islamic,domestic_active,186244.9158712097,2254.7179487179487,late
alpha,0.026578478677361423,20.0,0.5315695735472284,82948.28221069218,False,-1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
beta,0.04095592796408276,0.001,4.095592796408276e-05,68242.21428918217,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
h_D,0.05934888824867222,0.001,5.934888824867222e-05,23824.040918057806,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
h_A,0.1110114352107629,0.001,0.00011101143521076291,89226.63665068307,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
p_D,0.0837453130027528,0.001,8.37453130027528e-05,5587.7609197240945,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
p_A,0.07590736947044102,0.001,7.590736947044102e-05,99443.4859387975,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
d,0.026780975199419344,8.93687938067318,0.23933834505401053,571.0,True,-1,crossing_found,Islamic,domestic_PIs,186244.9158712097,571.0,late
r,0.026532535515571,0.001,2.6532535515570997e-05,52161.75656049534,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,186244.9158712097,571.0,late
I0,2766.5833333480173,0.0054760966701905885,15.150077779551856,571.0,True,1,crossing_found,Islamic,domestic_PIs,186244.9158712097,571.0,late
alpha,0.025539562607202998,20.0,0.51079125214406,9364.872518899007,False,-1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
beta,0.025143162722624974,0.001,2.5143162722624976e-05,19167.400697380373,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
h_D,0.039242974568596885,0.001,3.9242974568596886e-05,12951.836761433884,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
h_A,0.09241446021872922,0.001,9.241446021872921e-05,22013.90473502512,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
p_D,0.036847051910514676,0.001,3.684705191051468e-05,13287.945174617973,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
p_A,0.06601854281397725,0.001,6.601854281397724e-05,23544.543690454193,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
d,0.048250975832396216,7.83099815422063,0.377853302682839,1792.6470588235293,True,-1,crossing_found,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
r,0.12901451363450178,0.001,0.0001290145136345018,12532.217216195435,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
I0,714.2500000002218,0.07155732300991606,51.10981795984842,1792.6470588235293,True,1,crossing_found,Japanese,domestic_active,25051.902215166898,1792.6470588235293,late
alpha,0.025539562607202998,20.0,0.51079125214406,4322.926023959063,False,-1,no_crossing_in_scanned_range,Japanese,domestic_PIs,25051.902215166898,424.0,late
beta,0.025143162722624974,0.001,2.5143162722624976e-05,3723.5466375670685,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,25051.902215166898,424.0,late
h_D,0.039242974568596885,0.001,3.9242974568596886e-05,837.4823566723085,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,25051.902215166898,424.0,late
h_A,0.09241446021872922,0.001,9.241446021872921e-05,4276.680884069208,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,25051.902215166898,424.0,late
p_D,0.036847051910514676,0.018904800309664446,0.0006965861583681197,424.0,True,1,crossing_found,Japanese,domestic_PIs,25051.902215166898,424.0,late
p_A,0.06601854281397725,0.001,6.601854281397724e-05,4869.979045082023,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,25051.902215166898,424.0,late
d,0.048250975832396216,2.312294654999928,0.11157047351578048,424.0,True,-1,crossing_found,Japanese,domestic_PIs,25051.902215166898,424.0,late
r,0.12901451363450178,0.001,0.0001290145136345018,2769.4841592640846,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,25051.902215166898,424.0,late
I0,714.2500000002218,0.07658684463569582,54.70215378106273,424.0,True,1,crossing_found,Japanese,domestic_PIs,25051.902215166898,424.0,late
alpha,0.030489944575906532,20.0,0.6097988915181306,41727.953582302245,False,-1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
beta,0.034606389431491254,0.001,3.460638943149125e-05,63991.46840269135,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
h_D,0.04726540350479085,0.001,4.7265403504790855e-05,47646.56927716797,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
h_A,0.08558934762941846,0.001,8.558934762941847e-05,81251.7826772993,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
p_D,0.060537482957971074,0.001,6.0537482957971073e-05,48771.71909461288,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
p_A,0.07073629460534016,0.001,7.073629460534016e-05,88222.71433687699,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
d,0.036105425047323406,20.0,0.7221085009464681,2592.025757838145,False,-1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
r,0.05333817209771041,0.001,5.3338172097710414e-05,45988.195467989375,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
I0,1941.8333333360858,0.022505826530670688,43.70256415153598,2068.969696969697,True,1,crossing_found,Other Civilizations,domestic_active,91930.40274038052,2068.969696969697,late
alpha,0.030489944575906532,20.0,0.6097988915181306,27476.909183217223,False,-1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
beta,0.034606389431491254,0.001,3.460638943149125e-05,22733.26287369166,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
h_D,0.04726540350479085,0.001,4.7265403504790855e-05,7174.967780145654,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
h_A,0.08558934762941846,0.001,8.558934762941847e-05,28862.749386030988,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
p_D,0.060537482957971074,0.001,6.0537482957971073e-05,2222.861714410407,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
p_A,0.07073629460534016,0.001,7.073629460534016e-05,33469.45109395654,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
d,0.036105425047323406,5.156057065630847,0.1861616319228568,494.0,True,-1,crossing_found,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
r,0.05333817209771041,0.001,5.3338172097710414e-05,18212.142067243607,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
I0,1941.8333333360858,0.013569165058607655,26.349057016343647,494.0,True,1,crossing_found,Other Civilizations,domestic_PIs,91930.40274038052,494.0,late
alpha,0.059267388687978546,20.0,1.185347773759571,3381.4781631708975,False,-1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
beta,0.0448420057578561,0.001,4.48420057578561e-05,3540.761860038313,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
h_D,0.09197919522391995,0.001,9.197919522391995e-05,3200.784907565826,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
h_A,0.18272523920350447,0.001,0.00018272523920350448,4836.982301378342,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
p_D,0.03837140514226634,0.001,3.837140514226634e-05,3129.5654062342564,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
p_A,0.07265344393239699,0.001,7.2653443932397e-05,5301.113410849885,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
d,0.036244832720914506,2.002417278485538,0.0725772792961772,1601.2173913043478,True,-1,crossing_found,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
r,0.05009261217173844,0.001,5.009261217173844e-05,2866.778484085781,False,1,no_crossing_in_scanned_range,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
I0,122.0833333334869,0.2794109153183316,34.11141591182256,1601.2173913043478,True,1,crossing_found,Other Western,domestic_active,5730.69018968027,1601.2173913043478,late
alpha,0.059267388687978546,20.0,1.185347773759571,2235.963586680693,False,-1,no_crossing_in_scanned_range,Other Western,domestic_PIs,5730.69018968027,372.0,late
beta,0.0448420057578561,0.001,4.48420057578561e-05,1306.9360536880329,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,5730.69018968027,372.0,late
h_D,0.09197919522391995,0.001,9.197919522391995e-05,918.0139454179573,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,5730.69018968027,372.0,late
h_A,0.18272523920350447,0.001,0.00018272523920350448,1785.3464155683796,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,5730.69018968027,372.0,late
p_D,0.03837140514226634,0.06064498561119599,0.0023270333127341143,372.0,True,1,crossing_found,Other Western,domestic_PIs,5730.69018968027,372.0,late
p_A,0.07265344393239699,0.001,7.2653443932397e-05,2071.7709608903706,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,5730.69018968027,372.0,late
d,0.036244832720914506,1.9742208418695857,0.07155530416770614,372.0,True,-1,crossing_found,Other Western,domestic_PIs,5730.69018968027,372.0,late
r,0.05009261217173844,0.001,5.009261217173844e-05,1219.1858264182667,False,1,no_crossing_in_scanned_range,Other Western,domestic_PIs,5730.69018968027,372.0,late
I0,122.0833333334869,0.15263714725933222,18.634451727933584,372.0,True,1,crossing_found,Other Western,domestic_PIs,5730.69018968027,372.0,late
alpha,0.025617380437910325,20.0,0.5123476087582065,245062.188171038,False,-1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
beta,0.05629192543739181,0.001,5.629192543739181e-05,249628.286994831,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
h_D,0.060052562317839536,0.001,6.0052562317839536e-05,200193.77238241787,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
h_A,0.1342105107523186,0.001,0.00013421051075231862,329432.59710387397,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
p_D,0.06055431084882512,0.001,6.0554310848825125e-05,189943.26491708207,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
p_A,0.0721040429072237,0.001,7.210404290722371e-05,350128.8729481086,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
d,0.028689516919377094,20.0,0.5737903383875419,9468.556671768763,False,-1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
r,0.03134145800754595,0.001,3.1341458007545955e-05,180585.5821851025,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
I0,5630.083333344164,0.008668999247059547,48.80718817764306,3129.4270557029176,True,1,crossing_found,Sinic,domestic_active,360990.5787873258,3129.4270557029176,late
alpha,0.025617380437910325,20.0,0.5123476087582065,175534.01617145864,False,-1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
beta,0.05629192543739181,0.001,5.629192543739181e-05,114672.76638046396,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
h_D,0.060052562317839536,0.001,6.0052562317839536e-05,44109.77019559756,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
h_A,0.1342105107523186,0.001,0.00013421051075231862,151300.36781316713,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
p_D,0.06055431084882512,0.001,6.0554310848825125e-05,9403.044998971474,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
p_A,0.0721040429072237,0.001,7.210404290722371e-05,168826.87890128576,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
d,0.028689516919377094,9.520664314594931,0.273143259937281,658.0,True,-1,crossing_found,Sinic,domestic_PIs,360990.5787873258,658.0,late
r,0.03134145800754595,0.001,3.1341458007545955e-05,89863.3972591309,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,360990.5787873258,658.0,late
I0,5630.083333344164,0.0036629438940817766,20.622679369044583,658.0,True,1,crossing_found,Sinic,domestic_PIs,360990.5787873258,658.0,late
alpha,0.039882843067571914,20.0,0.7976568613514383,70753.5116610218,False,-1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
beta,0.026511173372317332,0.001,2.6511173372317334e-05,130010.23119482282,False,1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
h_D,0.10015275720659468,0.001,0.00010015275720659468,80005.91104991855,False,1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
h_A,0.14152289295111337,0.001,0.00014152289295111338,155748.23164465348,False,1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
p_D,0.04721664739331095,0.001,4.7216647393310946e-05,89185.49181891773,False,1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
p_A,0.07033224261047769,0.001,7.033224261047769e-05,163177.13879732316,False,1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
d,0.03579667001093551,20.0,0.7159334002187102,4684.6325840006375,False,-1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
r,0.046024994402387165,0.001,4.6024994402387167e-05,84936.22798833172,False,1,no_crossing_in_scanned_range,United States,domestic_active,169787.51974862017,1844.0637813211845,late
I0,3510.250000001136,0.010861009007325294,38.12485686797595,1844.0637813211845,True,1,crossing_found,United States,domestic_active,169787.51974862017,1844.0637813211845,late
alpha,0.039882843067571914,20.0,0.7976568613514383,46625.877436328046,False,-1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
beta,0.026511173372317332,0.001,2.6511173372317334e-05,54486.462255965824,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
h_D,0.10015275720659468,0.001,0.00010015275720659468,15861.498990753344,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
h_A,0.14152289295111337,0.001,0.00014152289295111338,65278.01369554689,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
p_D,0.04721664739331095,0.001,4.7216647393310946e-05,3855.681253077701,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
p_A,0.07033224261047769,0.001,7.033224261047769e-05,70329.59197792127,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
d,0.03579667001093551,8.536126433468938,0.30556490111051143,356.0,True,-1,crossing_found,United States,domestic_PIs,169787.51974862017,356.0,late
r,0.046024994402387165,0.001,4.6024994402387167e-05,38153.247475673175,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,169787.51974862017,356.0,late
I0,3510.250000001136,0.004667729650952252,16.384898007260446,356.0,True,1,crossing_found,United States,domestic_PIs,169787.51974862017,356.0,late
