rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,period
h_D,0.09508763162984664,75554.25212371489,0.4105821235731436,Anglosphere ex-US,domestic_active,3183.4920212765956,late
p_D,0.048274743349444496,75534.21038298379,0.383946920430842,Anglosphere ex-US,domestic_active,3183.4920212765956,late
beta,0.021893759534902545,75380.5718192819,0.17976334128991964,Anglosphere ex-US,domestic_active,3183.4920212765956,late
h_A,0.15407547887309211,75267.61726531872,0.029648262414147274,Anglosphere ex-US,domestic_active,3183.4920212765956,late
p_A,0.07228538887910171,75262.03707638523,0.022232266577743718,Anglosphere ex-US,domestic_active,3183.4920212765956,late
alpha,0.05002316348951267,75059.78153403739,-0.24656262151950092,Anglosphere ex-US,domestic_active,3183.4920212765956,late
d,0.03707489210498354,73211.97482056219,-2.7022728236148637,Anglosphere ex-US,domestic_active,3183.4920212765956,late
r,0.050809758736477306,33719.89369559631,1.010101010093118,Anglosphere ex-US,domestic_PIs,614.0,late
I0,1696.1666666732197,33716.52170622939,1.0000000000000202,Anglosphere ex-US,domestic_PIs,614.0,late
p_D,0.048274743349444496,33639.03841560923,0.7678938408646957,Anglosphere ex-US,domestic_PIs,614.0,late
h_D,0.09508763162984664,33579.548204083774,0.5896871024465615,Anglosphere ex-US,domestic_PIs,614.0,late
beta,0.021893759534902545,33453.05372349568,0.21076478505232263,Anglosphere ex-US,domestic_PIs,614.0,late
h_A,0.15407547887309211,33399.48257326781,0.05028897381182354,Anglosphere ex-US,domestic_PIs,614.0,late
p_A,0.07228538887910171,33397.53821802217,0.044464533155688206,Anglosphere ex-US,domestic_PIs,614.0,late
alpha,0.05002316348951267,33325.373582050044,-0.1717092553712052,Anglosphere ex-US,domestic_PIs,614.0,late
d,0.03707489210498354,32249.982152514043,-3.393113151345111,Anglosphere ex-US,domestic_PIs,614.0,late
r,0.05292861906832513,234301.35051318666,1.0101010100935635,Continental Europe,domestic_active,3923.499485066941,late
I0,5064.6666666851015,234277.9203781526,0.9999999999999972,Continental Europe,domestic_active,3923.499485066941,late
p_D,0.05019792511762959,232893.2329942127,0.40304478735260496,Continental Europe,domestic_active,3923.499485066941,late
h_D,0.08693162437087656,232800.87957733686,0.36323013008825533,Continental Europe,domestic_active,3923.499485066941,late
beta,0.03369961534352089,232220.28182815167,0.11292752977042704,Continental Europe,domestic_active,3923.499485066941,late
h_A,0.1412368453603277,232014.25473239354,0.02410679652342423,Continental Europe,domestic_active,3923.499485066941,late
p_A,0.07587080159115409,231997.81534997287,0.01701958308987298,Continental Europe,domestic_active,3923.499485066941,late
alpha,0.02847400428530066,231651.07043450803,-0.13246627714578152,Continental Europe,domestic_active,3923.499485066941,late
d,0.03921465816359618,225671.49203631445,-2.710333697356463,Continental Europe,domestic_active,3923.499485066941,late
r,0.05292861906832513,96655.17457014964,1.0101010100935572,Continental Europe,domestic_PIs,781.0,late
I0,5064.6666666851015,96645.50905269975,0.9999999999999957,Continental Europe,domestic_PIs,781.0,late
p_D,0.05019792511762959,96459.95883722494,0.8060895747081511,Continental Europe,domestic_PIs,781.0,late
h_D,0.08693162437087656,96258.25551767828,0.5952982459242707,Continental Europe,domestic_PIs,781.0,late
beta,0.03369961534352089,95810.11168884597,0.12696270549701402,Continental Europe,domestic_PIs,781.0,late
h_A,0.1412368453603277,95730.50721608444,0.04377154816626177,Continental Europe,domestic_PIs,781.0,late
p_A,0.07587080159115409,95721.19443379361,0.03403916617983391,Continental Europe,domestic_PIs,781.0,late
alpha,0.02847400428530066,95617.38724287516,-0.07444519471319472,Continental Europe,domestic_PIs,781.0,late
d,0.03921465816359618,92404.70083279314,-3.431883430579367,Continental Europe,domestic_PIs,781.0,late
r,0.023659907746605313,111491.64231380814,1.0101010100832224,Hindu,domestic_active,2248.8695652173915,late
I0,1539.3333333467458,111480.49314959638,0.9999999999999887,Hindu,domestic_active,2248.8695652173915,late
h_D,0.06793960453622004,110724.16156075777,0.3147725820499049,Hindu,domestic_active,2248.8695652173915,late
p_D,0.08088925172279628,110613.10524444902,0.21415688121933896,Hindu,domestic_active,2248.8695652173915,late
beta,0.03648503889539741,110508.86342475709,0.11971503322036278,Hindu,domestic_active,2248.8695652173915,late
h_A,0.12201904017620953,110402.77409495451,0.023599363049423654,Hindu,domestic_active,2248.8695652173915,late
p_A,0.07928299984104617,110387.61537298324,0.009865741356133296,Hindu,domestic_active,2248.8695652173915,late
alpha,0.026344120110846896,110246.91923495181,-0.1176032851945985,Hindu,domestic_active,2248.8695652173915,late
d,0.025262573073431802,107615.41225773131,-2.501717287476737,Hindu,domestic_active,2248.8695652173915,late
r,0.023659907746605313,65718.01426788846,1.0101010100832237,Hindu,domestic_PIs,536.0,late
I0,1539.3333333467458,65711.44246647324,0.9999999999999929,Hindu,domestic_PIs,536.0,late
h_D,0.06793960453622004,65390.192303326025,0.5062311028338286,Hindu,domestic_PIs,536.0,late
p_D,0.08088925172279628,65339.498631739196,0.42831376244243446,Hindu,domestic_PIs,536.0,late
beta,0.03648503889539741,65141.92668633944,0.12464113350027096,Hindu,domestic_PIs,536.0,late
h_A,0.12201904017620953,65087.45447841337,0.04091609575909035,Hindu,domestic_PIs,536.0,late
p_A,0.07928299984104617,65073.67159245902,0.019731482712439394,Hindu,domestic_PIs,536.0,late
alpha,0.026344120110846896,65018.002929869705,-0.06583253339311568,Hindu,domestic_PIs,536.0,late
d,0.025262573073431802,63122.309001889334,-2.9795577468322385,Hindu,domestic_PIs,536.0,late
r,0.026532535515571,188126.17764766642,1.0101010100901964,Islamic,domestic_active,2254.7179487179487,late
