rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,proximity
I,3771.8823529411766,0.1067797883349652,402.7607992714493,3183.492021276596,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,67531.7991356425,3183.492021276596,0.8932202116650348
I,3771.8823529411766,0.0471406368854814,177.80893637475552,3183.492021276596,True,1,crossing_found,Anglosphere ex-US,domestic_active,67531.7991356425,3183.492021276596,0.9528593631145186
I,9935.941176470587,0.046984915621931,466.8393578009406,3923.499485066941,True,1,crossing_found,Continental Europe,domestic_PIs,195095.26841586368,3923.499485066941,0.953015084378069
I,9935.941176470587,0.0201106849844437,199.81858302396375,3923.499485066941,True,1,crossing_found,Continental Europe,domestic_active,195095.26841586368,3923.499485066941,0.9798893150155563
I,1651.1176470588234,0.0743320697319463,122.73099207682368,2248.8695652173915,True,1,crossing_found,Hindu,domestic_PIs,53434.34853852231,2248.8695652173915,0.9256679302680537
I,1651.1176470588234,0.0420865908675974,69.48991288603486,2248.8695652173915,True,1,crossing_found,Hindu,domestic_active,53434.34853852231,2248.8695652173915,0.9579134091324026
I,3002.529411764706,0.0476961548655431,143.20910781187757,2254.7179487179487,True,1,crossing_found,Islamic,domestic_PIs,88522.00518421626,2254.7179487179487,0.9523038451344569
I,3002.529411764706,0.0254707057756523,76.47654322980148,2254.7179487179487,True,1,crossing_found,Islamic,domestic_active,88522.00518421626,2254.7179487179487,0.9745292942243478
I,1882.764705882353,0.2432211098533128,457.928121357352,1792.6470588235293,True,1,crossing_found,Japanese,domestic_PIs,29331.82882692992,1792.6470588235293,0.7567788901466872
I,1882.764705882353,0.0611161025587902,115.06724085877644,1792.6470588235293,True,1,crossing_found,Japanese,domestic_active,29331.82882692992,1792.6470588235293,0.9388838974412098
I,2955.294117647059,0.0926951590712536,273.9414583376342,2068.969696969697,True,1,crossing_found,Other Civilizations,domestic_PIs,59354.848392608685,2068.969696969697,0.9073048409287464
I,2955.294117647059,0.0348576359471813,103.01456646978777,2068.969696969697,True,1,crossing_found,Other Civilizations,domestic_active,59354.848392608685,2068.969696969697,0.9651423640528187
d,0.0442928225810436,1.1791281804587364,0.0522269152973675,1601.2173913043478,True,-1,crossing_found,Other Western,domestic_PIs,4824.24697299595,1601.2173913043478,0.17912818045873635
I,258.6470588235294,0.3319103272007571,85.8476299236311,1601.2173913043478,True,1,crossing_found,Other Western,domestic_active,4824.24697299595,1601.2173913043478,0.6680896727992429
I,11179.470588235294,0.0235096101936627,262.8249957009294,3129.4270557029176,True,1,crossing_found,Sinic,domestic_PIs,303934.77257208456,3129.4270557029176,0.9764903898063373
I,11179.470588235294,0.0102963771773126,115.10804581914374,3129.4270557029176,True,1,crossing_found,Sinic,domestic_active,303934.77257208456,3129.4270557029176,0.9897036228226874
I,7929.823529411765,0.0288458438862576,228.7424515749846,1844.0637813211845,True,1,crossing_found,United States,domestic_PIs,147066.6107041606,1844.0637813211845,0.9711541561137425
I,7929.823529411765,0.012538969739574,99.4318172754563,1844.0637813211845,True,1,crossing_found,United States,domestic_active,147066.6107041606,1844.0637813211845,0.987461030260426
