rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0456012888273175,29300.15612184286,-1.7222456358723504,Anglosphere ex-US,domestic_PIs,3183.492021276596,1.7222456358723504
I,3771.8823529411766,30111.7560881744,0.999999999999984,Anglosphere ex-US,domestic_PIs,3183.492021276596,0.999999999999984
h_D,0.0886244132610387,29918.769685091374,0.3526904689879549,Anglosphere ex-US,domestic_PIs,3183.492021276596,0.3526904689879549
d,0.0458472850546197,82067.4064397354,-1.7221696712954415,Continental Europe,domestic_PIs,3923.499485066941,1.7221696712954415
I,9935.941176470587,84340.56819010091,0.99999999999999,Continental Europe,domestic_PIs,3923.499485066941,0.99999999999999
p_D,0.0733475891758883,83800.75881210278,0.353564383691087,Continental Europe,domestic_PIs,3923.499485066941,0.353564383691087
d,0.0277057844536427,29786.19614927152,-1.5474421699928786,Hindu,domestic_PIs,2248.8695652173915,1.5474421699928786
I,1651.1176470588234,30556.908600291317,0.9999999999999784,Hindu,domestic_PIs,2248.8695652173915,0.9999999999999784
h_D,0.0622966244175946,30337.96511664604,0.2763243122060267,Hindu,domestic_PIs,2248.8695652173915,0.2763243122060267
d,0.0300792155414555,46519.01706770253,-1.593977929008793,Islamic,domestic_PIs,2254.7179487179487,1.593977929008793
I,3002.529411764706,47745.25608248308,1.0000000000000324,Islamic,domestic_PIs,2254.7179487179487,1.0000000000000324
h_D,0.0571401869452409,47417.04548819525,0.3057054722713795,Islamic,domestic_PIs,2254.7179487179487,0.3057054722713795
d,0.0552190245713187,7221.026441304112,-2.027225231567619,Japanese,domestic_PIs,1792.6470588235293,2.027225231567619
I,1882.764705882353,7444.146318153574,0.9999999999999885,Japanese,domestic_PIs,1792.6470588235293,0.9999999999999885
h_D,0.0398996220291603,7407.952677128339,0.5089352643923443,Japanese,domestic_PIs,1792.6470588235293,0.5089352643923443
d,0.0418088008437154,21909.78492094104,-1.8385333802533037,Other Civilizations,domestic_PIs,2068.969696969697,1.8385333802533037
I,2955.294117647059,22543.34978089955,1.0000000000000118,Other Civilizations,domestic_PIs,2068.969696969697,1.0000000000000118
h_D,0.0452822484630843,22411.20840311144,0.4079726710399171,Other Civilizations,domestic_PIs,2068.969696969697,0.4079726710399171
d,0.0442928225810436,2120.5404242199334,-1.7517697889958317,Other Western,domestic_PIs,1601.2173913043478,1.7517697889958317
I,258.6470588235294,2179.933240387519,1.000000000000002,Other Western,domestic_PIs,1601.2173913043478,1.000000000000002
p_D,0.0603470599633108,2165.9147589619083,0.3505000071768265,Other Western,domestic_PIs,1601.2173913043478,0.3505000071768265
d,0.0336695344484046,130828.13712354624,-1.716242258064825,Sinic,domestic_PIs,3129.4270557029176,1.716242258064825
I,11179.470588235294,134443.7998003025,0.9999999999999564,Sinic,domestic_PIs,3129.4270557029176,0.9999999999999564
h_D,0.0420745335283189,133582.43987162455,0.3529091492080509,Sinic,domestic_PIs,3129.4270557029176,0.3529091492080509
d,0.0459350067675392,62833.76228400155,-1.7120277514496556,United States,domestic_PIs,1844.0637813211845,1.7120277514496556
I,7929.823529411765,64567.51365910653,1.000000000000029,United States,domestic_PIs,1844.0637813211845,1.000000000000029
p_D,0.0723249223382045,64155.92296413134,0.356167554910502,United States,domestic_PIs,1844.0637813211845,0.356167554910502
