focal,exogenous_share,host_recruits,gamma,phi,peak_relative_hosted_pool,peak_year,terminal_relative_hosted_pool,peak_relative_focal_hits,peak_year_focal_hits,terminal_relative_focal_hits,share_start,share_terminal,n_viable_start,n_viable_terminal,n_collapsed,first_collapse_year,effective_regions_start,effective_regions_terminal,min_T_over_M_terminal,field_PI_terminal_relative,field_hits_terminal_relative,field_researchers_terminal_relative,peak_relative_field_hits,peak_year_field_hits,year_field_hits_below_baseline,tau_years
Sinic,fitted,False,0.0,4.0,1.7481155804839104,52.5,1.7053382586202546,2.1916264078142955,27.0,1.9618475123946735,0.3064196416961247,0.6025289526237354,9,9,0,,5.245475750396972,3.396121953653584,1.2425133374994597,0.9457356666373185,0.8344515992113682,0.8672597987227855,1.0474129616583832,10.0,24.0,24.313891490486423
Sinic,fitted,False,0.0,8.0,2.00751285636537,45.0,1.9024038762024738,2.6511561650912174,23.5,2.1840854018063425,0.30641964169612457,0.7206267418279872,9,8,1,53.29134216298675,5.245475750396971,2.502583090699397,0.5923499213488707,0.9073117943153322,0.7623722738556983,0.8089262863442646,1.0701302703278601,9.0,22.5,24.313891490486423
Sinic,fitted,False,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.30641964169612457,0.30641964169612457,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
Sinic,fitted,False,1.0,0.5,1.137797176313109,60.0,1.1336767466892352,1.2024073179044785,35.0,1.1856125757381943,0.3064196416961247,0.35674380384481297,9,9,0,,5.245475750396972,5.006688590496609,2.656904928238902,0.9780177164865844,0.9526598786525037,0.9737543267068424,1.0025775626681257,7.0,13.5,24.313891490486423
Sinic,fitted,False,1.0,1.0,1.2685765943767462,58.5,1.2571344090168954,1.3844481462650289,32.0,1.333173031058467,0.30641964169612457,0.40823458710836313,9,9,0,,5.245475750396971,4.722909884932145,2.2898805670883107,0.9484632000854308,0.8978780058204834,0.9436012707874136,1.0047686660014965,6.5,12.5,24.313891490486423
Sinic,fitted,False,1.0,2.0,1.4825567780186375,54.0,1.4476757493458163,1.6694069357805843,28.5,1.5109411462017297,0.3064196416961247,0.4994420773566929,9,9,0,,5.245475750396972,4.146438993426447,1.7018080435717673,0.8859949538129638,0.794790136873139,0.8881836443466199,1.0082609907309237,6.5,12.0,24.313891490486423
Sinic,fitted,False,1.0,4.0,1.7580054848167788,48.0,1.65957163795762,2.0183246332179934,24.0,1.597408864918087,0.3064196416961247,0.6271320778487726,9,9,0,,5.245475750396972,3.2282633225863693,1.035294277386989,0.7809057742183658,0.6445850252573108,0.8108743989247048,1.0128651795837227,5.5,10.5,24.313891490486423
Sinic,fitted,False,1.0,8.0,2.020431337556523,41.5,1.806881789168631,2.331870972976962,20.0,1.5016162407153466,0.30641964169612457,0.751896741411361,9,8,1,43.774570442715145,5.245475750396971,2.290749627604188,0.44819243548751186,0.6560805473118734,0.49386124581402824,0.736356523350586,1.0173972906996844,5.0,9.5,24.313891490486423
Sinic,fitted,False,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.30641964169612457,0.30641964169612457,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
Sinic,fitted,False,2.0,0.5,1.1355396472596664,53.0,1.1261380043605331,1.1844799002337378,31.5,1.1551953537429842,0.30641964169612457,0.3577168357278185,9,9,0,,5.245475750396971,4.998600258628667,2.6168148344892104,0.9561017153313723,0.925682595615084,0.9646479263254549,1.000218105682537,2.5,4.5,24.313891490486423
Sinic,fitted,False,2.0,1.0,1.2666630799770493,52.5,1.2433499568223618,1.3455795284978531,29.5,1.2610492972975746,0.30641964169612457,0.41198582290966623,9,9,0,,5.245475750396971,4.697194202836671,2.205999547154646,0.9011620182051283,0.8401112038123278,0.924757181161394,1.0003915275167765,2.5,4.5,24.313891490486423
Sinic,fitted,False,2.0,2.0,1.485405137818861,50.0,1.4228320780017845,1.5836193665143938,25.5,1.3282371705922145,0.3064196416961247,0.5115172734447875,9,9,0,,5.245475750396972,4.064831396261738,1.549100064297764,0.7870433415871952,0.6779219578427316,0.852334257646763,1.000613808193761,2.5,4.0,24.313891490486423
Sinic,fitted,False,2.0,4.0,1.7687181325813464,45.0,1.606872609518734,1.840273224765932,21.0,1.1660766619828096,0.3064196416961247,0.6510361620180816,9,8,1,74.73576837438543,5.245475750396972,3.0543922012014693,0.7250399151911728,0.6005419360179273,0.44826082491014624,0.7562979723488419,1.0008599492595682,2.0,3.5,24.313891490486423
Sinic,fitted,False,2.0,8.0,2.030583081393996,39.0,1.716412907010789,2.023545412745791,17.0,0.8214497959784476,0.30641964169612457,0.7740725026723119,9,8,1,38.82841094645462,5.245475750396971,2.13208967749427,0.34197876262241517,0.41337422007403424,0.2594341126236018,0.6794487934310425,1.0009714096685978,1.5,2.5,24.313891490486423
Sinic,0.25,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.30641964169612457,0.30641964169612457,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
Sinic,0.25,False,0.0,0.5,1.1381422794883391,65.0,1.1357562171110869,1.2186770423588142,36.5,1.2060290255947352,0.3064196416961247,0.3593903351532059,9,9,0,,5.245475750396972,4.963461056591994,2.638323875336652,0.9875526756076726,0.9608696791567604,0.968356628046125,1.0081730680423844,11.5,26.0,24.313891490486423
Sinic,0.25,False,0.0,1.0,1.2635385311832255,58.0,1.2529952051260973,1.4182541938087523,33.0,1.3719028527997148,0.30641964169612457,0.4121924807069383,9,9,0,,5.245475750396971,4.6278667717744275,2.2516656901596974,0.9680300526457227,0.9152134459037642,0.9314637208888757,1.0155823581452583,11.0,25.0,24.313891490486423
Sinic,0.25,False,0.0,2.0,1.4599385665125633,50.0,1.4169375618185656,1.7418419967940537,29.0,1.5850459607357605,0.3064196416961247,0.5019457263178063,9,9,0,,5.245475750396972,3.972742369495406,1.6566349801840752,0.9267496319070339,0.833206856547778,0.8649889365196555,1.0282106765711463,10.5,24.0,24.313891490486423
Sinic,0.25,False,0.0,4.0,1.704568449747565,42.0,1.5729343990671838,2.172481170455098,25.0,1.757913069866732,0.3064196416961247,0.6219802249703604,9,9,0,,5.245475750396972,3.019660112703337,1.0202762600061526,0.8615358804564125,0.7229947003023396,0.7749088727003234,1.046911578404472,10.0,22.5,24.313891490486423
Sinic,0.25,False,0.0,8.0,1.9397181645138986,35.5,1.6587261038296979,2.6213743115723727,21.5,1.818104528801051,0.30641964169612457,0.7399587829643676,9,8,1,46.95467540449339,5.245475750396971,2.132522542721669,0.3524999701081684,0.787480682877886,0.6171382481830752,0.6868845537197714,1.0695256015708139,9.0,21.0,24.313891490486423
United States,fitted,True,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,fitted,True,0.0,0.5,1.4563741577099791,100.0,1.4563741577099791,1.4655727706091755,100.0,1.4655727706091755,0.16641171655662823,0.2375242067573318,9,9,0,,5.245475750396971,5.185675903654988,2.701708839400301,1.0382703126082642,1.0339024541340878,1.0203495754891108,1.0339024541340878,100.0,,24.313891490486423
United States,fitted,True,0.0,1.0,1.9328767463278005,100.0,1.9328767463278005,1.9364831434742777,100.0,1.9364831434742777,0.16641171655662826,0.3091605181592533,9,9,0,,5.245475750396972,5.039989560842957,2.38574229730965,1.0742201820229578,1.0676434382109106,1.0404088438068646,1.0676434382109106,100.0,,24.313891490486423
United States,fitted,True,0.0,2.0,2.760201985021401,100.0,2.760201985021401,2.7281298284335462,100.0,2.7281298284335462,0.16641171655662823,0.42750843873300015,9,9,0,,5.245475750396971,4.5009994522526515,1.882174564277556,1.1322483640844103,1.125220607041275,1.074434815209105,1.125220607041275,100.0,,24.313891490486423
United States,fitted,True,0.0,4.0,3.865483008324204,100.0,3.865483008324204,3.7451082410673084,100.0,3.7451082410673084,0.16641171655662823,0.5744694335834848,9,9,0,,5.245475750396971,3.3447101620502546,1.291491874864035,1.2048111377100919,1.201945219514206,1.1197491548385894,1.201945219514206,100.0,,24.313891490486423
United States,fitted,True,0.0,8.0,4.922866192052256,100.0,4.922866192052256,4.677460524707105,100.0,4.677460524707105,0.16641171655662823,0.7050376535461947,9,8,1,53.33257989839907,5.245475750396971,2.2215413950152367,0.5099960228147115,1.2690917477778032,1.2737870265738032,1.1619558321140528,1.2737870265738032,100.0,,24.313891490486423
United States,fitted,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,fitted,True,1.0,0.5,1.45461516454512,100.0,1.45461516454512,1.45753671583566,100.0,1.45753671583566,0.16641171655662826,0.23765458359882494,9,9,0,,5.245475750396972,5.184593019762528,2.693550479317601,1.0336921295886854,1.0275007692007878,1.0185581224466336,1.0275007692007878,100.0,,24.313891490486423
United States,fitted,True,1.0,1.0,1.9278027631426509,100.0,1.9278027631426509,1.9027004641027072,100.0,1.9027004641027072,0.16641171655662823,0.3098787488649242,9,9,0,,5.245475750396971,5.037277494672455,2.361504259224614,1.0599520653611563,1.0461061466557413,1.035272564421705,1.0461061466557413,100.0,,24.313891490486423
United States,fitted,True,1.0,2.0,2.7340932433817673,100.0,2.7340932433817673,2.5508121841851636,100.0,2.5508121841851636,0.16641171655662826,0.4309512449463764,9,9,0,,5.245475750396972,4.497535295340439,1.8032495174456897,1.0789128143424307,1.042592669149117,1.0557694291233644,1.055257556932911,55.5,,24.313891490486423
United States,fitted,True,1.0,4.0,3.702577293226001,100.0,3.702577293226001,3.097155818509973,61.5,3.003746759067419,0.16641171655662823,0.5824498284926185,9,9,0,,5.245475750396971,3.352414474054043,1.1132031159263234,1.0360361991669822,0.9502583376296913,1.0578632062506337,1.0877198003628252,14.5,72.5,24.313891490486423
United States,fitted,True,1.0,8.0,4.416207695156927,78.0,4.344966417330742,3.578507038331899,31.0,2.8775162514054404,0.16641171655662823,0.7077196737994343,9,8,1,47.47375944294819,5.245475750396971,2.259975414325674,0.3967566883727594,0.9150068643040351,0.7810069854402513,1.021666270780856,1.127995266652402,12.0,42.0,24.313891490486423
United States,fitted,True,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,fitted,True,2.0,0.5,1.4527950477027736,100.0,1.4527950477027736,1.4492073827422496,100.0,1.4492073827422496,0.16641171655662826,0.237788802663227,9,9,0,,5.245475750396972,5.1834679800711605,2.6851195752887422,1.0289598444666765,1.0208814377796114,1.016709428641968,1.0208814377796114,100.0,,24.313891490486423
United States,fitted,True,2.0,1.0,1.9224983380537208,100.0,1.9224983380537208,1.8678882574738558,100.0,1.8678882574738558,0.16641171655662823,0.3106027424433964,9,9,0,,5.245475750396971,5.034523233892793,2.336795955716463,1.0453509380925716,1.0241272334159526,1.03001746216419,1.029086361191281,61.0,,24.313891490486423
United States,fitted,True,2.0,2.0,2.705542468307649,100.0,2.705542468307649,2.388100080459145,78.5,2.37134365510957,0.16641171655662823,0.43416236189442403,9,9,0,,5.245475750396971,4.496327456280757,1.7266953682685073,1.0255780579549074,0.961448183375965,1.0370174982542986,1.0499021910319766,16.0,73.5,24.313891490486423
United States,fitted,True,2.0,4.0,3.5578260505217068,85.5,3.529595999730254,2.890802793396438,37.5,2.336028966028792,0.16641171655662823,0.5882038224104699,9,8,1,94.24466610862875,5.245475750396971,3.38975968122665,0.8395426543364913,0.8792419836674819,0.7322729976540564,0.9985758451202901,1.0837639619307673,13.5,41.5,24.313891490486423
United States,fitted,True,2.0,8.0,4.2159475300292035,62.5,3.859795875354787,3.4217811845005244,23.5,1.6712641559274057,0.16641171655662823,0.7088270750001446,9,8,1,44.58799951912788,5.245475750396971,2.3815168665392883,0.32794303431393873,0.6405253370919798,0.45266546128016033,0.9061663695279312,1.1237208619285923,11.5,29.5,24.313891490486423
United States,fitted,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,fitted,False,0.0,0.5,1.2799655329290525,83.5,1.2796617233005363,1.2833248373418809,39.5,1.2781242424581105,0.16641171655662823,0.2157180677786519,9,9,0,,5.245475750396971,5.167763071118711,2.6950650473922426,1.0092616300000226,0.9904026006505504,0.9871713861481639,1.0143210712836552,14.5,45.5,24.313891490486423
United States,fitted,False,0.0,1.0,1.5567679521715416,75.0,1.5542325243916983,1.5578703734266477,35.5,1.5343217116328707,0.16641171655662826,0.26712907173437,9,9,0,,5.245475750396972,5.1064916820367126,2.369215597752297,1.0113372509570961,0.9730690307379315,0.9682304536638199,1.0275875683296083,14.0,41.0,24.313891490486423
United States,fitted,False,0.0,2.0,2.0211709573428367,65.5,2.0045586231953307,2.0216456497589994,31.0,1.925039412384053,0.16641171655662823,0.35935724098387817,9,9,0,,5.245475750396971,5.016342271417037,1.8487130457060643,1.0049593038887472,0.9339345692319362,0.9282741611412023,1.050373023193515,13.5,37.5,24.313891490486423
United States,fitted,False,0.0,4.0,2.63331339093076,56.0,2.561110703806193,2.659911623263138,26.5,2.3601165812781386,0.16641171655662823,0.49279487701504693,9,9,0,,5.245475750396971,4.830252635948848,1.2425133374994493,0.9815540159597742,0.8691135077392952,0.8648605096982968,1.0841455900099985,12.0,34.0,24.313891490486423
United States,fitted,False,0.0,8.0,3.239152045250675,48.0,3.042030609548535,3.339264843907865,23.0,2.685874812873106,0.16641171655662823,0.6384328962632764,9,8,1,53.291342162985764,5.245475750396971,4.279344713860718,0.5923499213488763,0.942290265858618,0.793574538656233,0.7929252056335447,1.1247105829818882,11.0,31.0,24.313891490486423
United States,fitted,False,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,fitted,False,1.0,0.5,1.2792153708817782,76.0,1.2781928722733815,1.2795024628100167,37.0,1.2696127384031977,0.16641171655662826,0.21597918531451238,9,9,0,,5.245475750396972,5.1661750933583885,2.6840807023727917,1.003229571872724,0.9823941350720635,0.9848461538352143,1.0130647489753637,13.5,37.0,24.313891490486423
United States,fitted,False,1.0,1.0,1.5570391925452394,72.5,1.5530954365209404,1.551312923579347,34.5,1.518248960516944,0.16641171655662823,0.2680021525936975,9,9,0,,5.245475750396971,5.1035735714596395,2.3505764560571687,1.001049646498104,0.9593936206751931,0.9643701554873015,1.0255521840487174,13.5,36.0,24.313891490486423
United States,fitted,False,1.0,2.0,2.024174820408626,65.0,2.005266317589794,2.011159033827099,30.5,1.8956786791796048,0.16641171655662826,0.36165805154528985,9,9,0,,5.245475750396972,5.011504895510916,1.8220123797272771,0.9893206255015333,0.9132885592264717,0.9226942650315026,1.0475300581406686,13.0,34.0,24.313891490486423
United States,fitted,False,1.0,4.0,2.6399126146266223,56.0,2.5639302694548003,2.6428528609935094,26.0,2.297564565708356,0.16641171655662823,0.4979203194658802,9,9,0,,5.245475750396971,4.820203239784008,1.206896320502025,0.9565285527717408,0.836418222670677,0.8569002320073201,1.0808497354663467,12.0,31.5,24.313891490486423
United States,fitted,False,1.0,8.0,3.249394607802589,48.5,3.040732162404188,3.307752804725232,22.0,2.5036714084224925,0.16641171655662823,0.6492019186184378,9,8,1,51.427424950294174,5.245475750396971,4.2445352575650634,0.5551970070749837,0.8895361954402803,0.7258463302854156,0.7794392533704657,1.1215397442403006,10.5,28.5,24.313891490486423
United States,fitted,False,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,fitted,False,2.0,0.5,1.2786262089187395,72.0,1.2766860666307778,1.27577706276494,35.5,1.2607592160285068,0.16641171655662826,0.21625011346345066,9,9,0,,5.245475750396972,5.164523308621072,2.6727344965582667,0.9969874612847507,0.9740946350527246,0.9824527555120364,1.0118727577093873,13.0,32.0,24.313891490486423
United States,fitted,False,2.0,1.0,1.5574088889086586,70.5,1.5519331639066423,1.5447997400939588,33.0,1.5014336278442333,0.16641171655662823,0.2689068724727705,9,9,0,,5.245475750396971,5.1005418893150285,2.331380988185061,0.990403733644671,0.9452382977283517,0.9604063273355531,1.023584594435132,13.0,32.0,24.313891490486423
United States,fitted,False,2.0,2.0,2.027221541924287,65.0,2.0059417173421705,2.0006561079536875,29.5,1.864628798944681,0.16641171655662823,0.36402766969147315,9,9,0,,5.245475750396971,5.006519054964627,1.7947510130805242,0.9731353526766608,0.8919721488674663,0.9169967897725454,1.0447068898454546,12.5,31.5,24.313891490486423
United States,fitted,False,2.0,4.0,2.646505473666666,56.5,2.566375530990992,2.6259837129940546,25.5,2.2298657704056395,0.16641171655662823,0.5031210563624452,9,9,0,,5.245475750396971,4.81010134230393,1.1711775909436062,0.9304351863218583,0.802587329944655,0.8488512894468826,1.0775302685075674,12.0,29.5,24.313891490486423
United States,fitted,False,2.0,8.0,3.259284314230362,49.0,3.0364138515889456,3.2777550988640884,21.0,2.297367834410713,0.16641171655662823,0.6594883207134244,9,8,1,49.888934543464664,5.245475750396971,4.213141339852855,0.5201085895516145,0.8329747910898304,0.6547481534433374,0.7661922513997204,1.1184624283591242,10.5,27.0,24.313891490486423
United States,0.25,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16641171655662823,0.16641171655662823,9,9,0,,5.245475750396971,5.245475750396971,3.012861963150507,1.0,1.0,1.0,1.0,0.0,,24.313891490486423
United States,0.25,False,0.0,0.5,1.2757320991767982,69.5,1.273397495308204,1.281876766244816,37.5,1.2714755849984767,0.16641171655662823,0.2169259162188458,9,9,0,,5.245475750396971,5.134727964621658,2.6383238753366576,1.0011625001777595,0.9783574388219508,0.9768692775249843,1.0141535864406352,14.0,38.5,24.313891490486423
United States,0.25,False,0.0,1.0,1.5430246494698197,62.0,1.5300211985759007,1.5537611346737277,33.5,1.5090441614757868,0.16641171655662826,0.2698082618852353,9,9,0,,5.245475750396972,5.043747535176242,2.251665690159695,0.9916966717505304,0.9448215588143422,0.9436829407816536,1.027257359524873,13.5,36.0,24.313891490486423
United States,0.25,False,0.0,2.0,1.9824716883880877,53.0,1.9187046287903824,2.011512533242372,29.5,1.8373490926322833,0.16641171655662823,0.3646283911196724,9,9,0,,5.245475750396971,4.9040463448098865,1.6566349801840783,0.9609852392218127,0.8740331703785242,0.8756721599809872,1.0498171522008903,13.0,33.0,24.313891490486423
United States,0.25,False,0.0,4.0,2.549744921442612,44.5,2.3239767392136517,2.640092655357535,25.0,2.124437052122054,0.16641171655662823,0.5007482861960189,9,9,0,,5.245475750396971,4.6107341230507535,1.0202762600061477,0.8984572898093705,0.7642414835511763,0.7723180868937223,1.0833395146204823,12.0,30.5,24.313891490486423
United States,0.25,False,0.0,8.0,3.1018968198053014,38.0,2.569166053383121,3.3086919820482756,21.5,2.2299665156689072,0.16641171655662823,0.645638552004517,9,8,1,46.95467540449059,5.245475750396971,3.8385088580408695,0.3524999701081741,0.8147264448830731,0.6460590039100802,0.662196102966776,1.1236952563318674,10.5,28.0,24.313891490486423
