rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold
alpha,0.0486519990788181,20.0,0.973039981576362,21951.2327774096,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
beta,0.0223066560129662,0.001,2.2306656012966198e-05,51890.50259989232,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
h_D,0.0886244132610387,0.001,8.862441326103871e-05,30802.722226867634,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
h_A,0.1540762693288373,0.001,0.00015407626932883732,60996.0462634944,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
p_D,0.0734687021480323,0.001,7.346870214803231e-05,35716.86862985662,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
p_A,0.1100347161666016,0.001,0.0001100347161666016,64882.00007694212,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
d,0.0456012888273175,12.130431114517744,0.5531632928530026,3183.4920212765956,True,-1,crossing_found,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
r,0.06325770515195472,0.001,6.325770515195473e-05,33782.79096333801,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
I0,1885.9411764725494,0.047140636885481486,88.90446818747021,3183.4920212765956,True,1,crossing_found,Anglosphere ex-US,domestic_active,67531.7991356425,3183.4920212765956
alpha,0.0486519990788181,20.0,0.973039981576362,15048.712503497763,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
beta,0.0223066560129662,0.001,2.2306656012966198e-05,21143.438327678356,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
h_D,0.0886244132610387,0.001,8.862441326103871e-05,5167.526532858003,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
h_A,0.1540762693288373,0.001,0.00015407626932883732,24856.938852207062,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
p_D,0.0734687021480323,0.001,7.346870214803231e-05,1722.6092233513543,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
p_A,0.1100347161666016,0.001,0.0001100347161666016,27473.97832988897,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
d,0.0456012888273175,4.6724543461105865,0.2130699401694438,614.0,True,-1,crossing_found,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
r,0.06325770515195472,0.001,6.325770515195473e-05,14914.267078195382,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
I0,1885.9411764725494,0.020594614215925573,38.84023096338097,614.0,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0
alpha,0.0279291100322499,20.0,0.558582200644998,87500.56911045054,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
beta,0.0359331483658591,0.001,3.59331483658591e-05,158062.40237107445,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
h_D,0.0874078776328974,0.001,8.74078776328974e-05,96041.80974489819,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
h_A,0.1540412584288036,0.001,0.00015404125842880358,182543.30648059957,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
p_D,0.0733475891758883,0.001,7.33475891758883e-05,101482.04443411157,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
p_A,0.1070004287270768,0.001,0.0001070004287270768,189627.41611163947,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
d,0.0458472850546197,20.0,0.916945701092394,5278.930449985852,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
r,0.059492725763902854,0.001,5.949272576390285e-05,97596.43242438158,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
I0,4967.970588247397,0.020110684984443784,99.90929151222528,3923.499485066941,True,1,crossing_found,Continental Europe,domestic_active,195095.26841586374,3923.499485066941
