rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0456012888273175,65721.61554324291,-2.680490695596177,Anglosphere ex-US,domestic_active,3183.492021276596,2.680490695596177
h_D,0.0886244132610387,67846.30936582063,0.4657216810504535,Anglosphere ex-US,domestic_active,3183.492021276596,0.4657216810504535
p_D,0.0734687021480323,67762.14569949711,0.3410934801128817,Anglosphere ex-US,domestic_active,3183.492021276596,0.3410934801128817
d,0.0458472850546197,189864.06956204973,-2.681356086331744,Continental Europe,domestic_active,3923.499485066941,2.681356086331744
h_D,0.0874078776328974,195862.73629385576,0.393381082085544,Continental Europe,domestic_active,3923.499485066941,0.393381082085544
p_D,0.0733475891758883,195787.50329523027,0.3548188969355046,Continental Europe,domestic_active,3923.499485066941,0.3548188969355046
d,0.0277057844536427,52079.67822283608,-2.5352050745217234,Hindu,domestic_active,2248.8695652173915,2.5352050745217234
h_D,0.0622966244175946,53616.553123653415,0.3409877543463289,Hindu,domestic_active,2248.8695652173915,0.3409877543463289
p_D,0.0884481750990975,53547.3634347974,0.2115023376650828,Hindu,domestic_active,2248.8695652173915,0.2115023376650828
d,0.0300792155414555,86239.22395135056,-2.57877262056502,Islamic,domestic_active,2254.7179487179487,2.57877262056502
h_D,0.0571401869452409,88852.21938776437,0.3730306412071333,Islamic,domestic_active,2254.7179487179487,0.3730306412071333
p_D,0.0915865428647781,88716.34650451239,0.2195401243924384,Islamic,domestic_active,2254.7179487179487,0.2195401243924384
d,0.0552190245713187,28664.79880665153,-2.2740826158987355,Japanese,domestic_active,1792.6470588235293,2.2740826158987355
h_D,0.0398996220291603,29447.04338171672,0.3927970378751912,Japanese,domestic_active,1792.6470588235293,0.3927970378751912
p_D,0.0639860385459953,29412.13451657136,0.2737834388550372,Japanese,domestic_active,1792.6470588235293,0.2737834388550372
d,0.0418088008437154,57698.58808369623,-2.790438108706712,Other Civilizations,domestic_active,2068.969696969697,2.790438108706712
h_D,0.0452822484630843,59643.22427335612,0.4858505893906974,Other Civilizations,domestic_active,2068.969696969697,0.4858505893906974
p_D,0.0742625094026513,59541.138380122095,0.3138580799350763,Other Civilizations,domestic_active,2068.969696969697,0.3138580799350763
d,0.0442928225810436,4691.865929953003,-2.744076822433831,Other Western,domestic_active,1601.2173913043478,2.744076822433831
h_D,0.0932204689466296,4842.254616584136,0.3732736671440042,Other Western,domestic_active,1601.2173913043478,0.3732736671440042
p_D,0.0603470599633108,4841.215433437548,0.351732830772969,Other Western,domestic_active,1601.2173913043478,0.351732830772969
d,0.0336695344484046,295773.6565523993,-2.685153775140916,Sinic,domestic_active,3129.4270557029176,2.685153775140916
h_D,0.0420745335283189,305140.4379265638,0.3966855599562144,Sinic,domestic_active,3129.4270557029176,0.3966855599562144
p_D,0.0822633925951051,304716.6426711929,0.2572493079655372,Sinic,domestic_active,3129.4270557029176,0.2572493079655372
d,0.0459350067675392,143147.2176788177,-2.665046135609364,United States,domestic_active,1844.0637813211845,2.665046135609364
h_D,0.0937795038931025,147721.09195295672,0.4450236839364491,United States,domestic_active,1844.0637813211845,0.4450236839364491
p_D,0.0723249223382045,147592.2865423735,0.3574406425061352,United States,domestic_active,1844.0637813211845,0.3574406425061352
