group,I0,r,epsilon,r_obs,r_critical,c_bar,k_groups_observed,k_used,M_threshold,T_equilibrium,D_eq,A_eq,H_D_eq,H_A_eq,P_D_eq,P_A_eq,margin_to_threshold_T,margin_to_threshold_P,P_D_equilibrium
Anglosphere ex-US,1885.9411764725494,0.06325770515195472,0.0,0.08645554123363841,0.12651541030390945,5.184840425531915,614,614,3183.4920212765956,67531.7991356425,21191.686133221472,4644.555010774782,16526.49311313944,4021.6084479316974,29813.61988928158,6516.417852758608,64348.30711436591,29199.61988928158,29813.61988928158
Continental Europe,4967.970588247397,0.059492725763902854,0.0,0.0891387613843736,0.11898545152780571,5.0236869207003085,781,781,3923.499485066941,195095.26841586374,63315.045325131185,7498.601395467257,48274.71003122668,6118.702829691021,83505.51305950587,8005.629203067681,191171.7689307968,82724.51305950587,83505.51305950587
Hindu,825.5588235315529,0.02728726333771192,0.0,0.08606294746201842,0.05457452667542384,4.195652173913044,536,536,2248.8695652173915,53434.34853852232,14730.594825402799,2132.007140878343,8449.388762336032,1660.9033424810034,30254.36495078349,2367.431387316907,51185.478973304926,29718.36495078349,30254.36495078349
Islamic,1501.2647058842704,0.031757654631064725,0.0,0.08444033443289009,0.06351530926212945,3.948717948717949,571,571,2254.7179487179487,88522.00518421628,27389.447999038595,4459.573479760234,13860.026410441964,3028.9315359248376,47272.53077473572,3810.225072485907,86267.28723549833,46701.53077473572,47272.53077473572
Japanese,1134.4064103261521,0.10153506476203165,0.0,0.10153506476203165,0.2554480086323565,4.227941176470588,424,424,1792.6470588235293,29331.82882692992,16247.826649957407,2223.175067406343,5713.560277810555,1123.4310703808535,7370.441899161956,1417.8700768659498,27539.18176810639,6946.441899161956,7370.441899161956
Other Civilizations,1477.6470588236393,0.06620238535606404,0.0,0.09107504445890656,0.13240477071212808,4.188197767145136,494,494,2068.969696969697,59354.84839260868,26049.841003663492,5267.076188161594,10984.859091024846,2718.845159119969,22320.14829792034,3345.1637958306537,57285.87869563898,21826.14829792034,22320.14829792034
Other Western,129.32352941194162,0.0599177820154182,0.0,0.09081708526107071,0.1198355640308364,4.304347826086956,372,372,1601.2173913043478,4824.24697299595,1346.5825006549956,328.4030679298397,1319.3147293830145,301.74785459211904,2158.3497429579397,385.0822674425082,3223.0295816916023,1786.3497429579397,2158.3497429579397
Sinic,5589.7352941290255,0.04199251029376683,0.0,0.07945551622401613,0.08398502058753365,4.755968169761273,658,658,3129.4270557029176,303934.77257208456,122345.87439466931,13024.939249275505,48476.22510780873,7368.654441335758,133112.6730696065,7706.833254742889,300805.34551638167,132454.6730696065,133112.6730696065
United States,3964.9117647116313,0.062021296088460076,0.0,0.08711315657001356,0.12404259217692015,5.17995444191344,356,356,1844.0637813211845,147066.6107041606,45680.37516028245,8433.069680455976,37458.00419822812,6695.7335315197315,63928.23134565001,10435.964360170334,145222.5469228394,63572.23134565001,63928.23134565001
