rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,proximity
I0,1885.9411764725492,0.0205946142159255,38.84023096338097,614.0,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,67531.7991356425,614.0,0.9794053857840745
I0,1885.9411764725492,0.0471406368854814,88.90446818747021,3183.492021276596,True,1,crossing_found,Anglosphere ex-US,domestic_active,67531.7991356425,3183.492021276596,0.9528593631145186
I0,4967.970588247397,0.0093526759058825,46.46381882183452,781.0,True,1,crossing_found,Continental Europe,domestic_PIs,195095.2684158637,781.0,0.9906473240941175
I0,4967.970588247397,0.0201106849844437,99.90929151222528,3923.499485066941,True,1,crossing_found,Continental Europe,domestic_active,195095.2684158637,3923.499485066941,0.9798893150155563
I0,825.5588235315529,0.01771645185321,14.625973149089454,536.0,True,1,crossing_found,Hindu,domestic_PIs,53434.34853852232,536.0,0.98228354814679
I0,825.5588235315529,0.0420865908675974,34.744956443107526,2248.8695652173915,True,1,crossing_found,Hindu,domestic_active,53434.34853852232,2248.8695652173915,0.9579134091324026
I0,1501.2647058842704,0.0120788963620531,18.13362079438428,571.0,True,1,crossing_found,Islamic,domestic_PIs,88522.00518421628,571.0,0.9879211036379469
I0,1501.2647058842704,0.0254707057756523,38.23827161494958,2254.7179487179487,True,1,crossing_found,Islamic,domestic_active,88522.00518421628,2254.7179487179487,0.9745292942243478
I0,1134.406410326152,0.05752707989574,65.25908820107225,424.0,True,1,crossing_found,Japanese,domestic_PIs,29331.82882692992,424.0,0.94247292010426
I0,1134.406410326152,0.0611161025587902,69.33049851684221,1792.6470588235293,True,1,crossing_found,Japanese,domestic_active,29331.82882692992,1792.6470588235293,0.9388838974412098
I0,1477.647058823639,0.0221324694355201,32.7039783659005,494.0,True,1,crossing_found,Other Civilizations,domestic_PIs,59354.84839260868,494.0,0.97786753056448
I0,1477.647058823639,0.0348576359471813,51.5072832348977,2068.969696969697,True,1,crossing_found,Other Civilizations,domestic_active,59354.84839260868,2068.969696969697,0.9651423640528187
I0,129.32352941194162,0.1723539019631672,22.28941490979657,372.0,True,1,crossing_found,Other Western,domestic_PIs,4824.24697299595,372.0,0.8276460980368328
I0,129.32352941194162,0.3319103272007571,42.923814961874285,1601.2173913043478,True,1,crossing_found,Other Western,domestic_active,4824.24697299595,1601.2173913043478,0.6680896727992429
I0,5589.7352941290255,0.004943180726721,27.631071773411072,658.0,True,1,crossing_found,Sinic,domestic_PIs,303934.77257208456,658.0,0.995056819273279
I0,5589.7352941290255,0.0102963771773126,57.55402290968903,3129.4270557029176,True,1,crossing_found,Sinic,domestic_active,303934.77257208456,3129.4270557029176,0.9897036228226874
I0,3964.9117647116313,0.005568744708033,22.079581407555807,356.0,True,1,crossing_found,United States,domestic_PIs,147066.6107041606,356.0,0.994431255291967
I0,3964.9117647116313,0.012538969739574,49.71590863780023,1844.0637813211845,True,1,crossing_found,United States,domestic_active,147066.6107041606,1844.0637813211845,0.987461030260426
