origin_group,year,alpha,beta,h_D,h_A,p_D,p_A,d,I_total,correction_smoothed,correction_capped
Anglosphere ex-US,2021,0.010134392445432766,0.04798718015262615,0.04063296600729149,0.044738999221644704,0.004755150232561789,0.0,0.0456012888273175,2725.3592029000497,True,False
Anglosphere ex-US,2022,0.01001972075277252,0.04905446031840999,0.04020764674513411,0.04186468854652059,0.0,0.0,0.0456012888273175,2661.6764729592605,True,False
Anglosphere ex-US,2023,0.009905049060112275,0.05012174048419382,0.03978232748297661,0.038990377871396475,0.0,0.0,0.0456012888273175,2599.4812543076473,True,False
Anglosphere ex-US,2024,0.009790377367452058,0.0511890206499781,0.03935700822081922,0.03611606719627236,0.0,0.0,0.0456012888273175,2538.7388014210273,True,False
Anglosphere ex-US,2025,0.009675705674791812,0.052256300815761936,0.038931688958661836,0.033241756521149135,0.0,0.0,0.0456012888273175,2479.4151803666205,True,False
Anglosphere ex-US,2026,0.009561033982131595,0.053323580981546215,0.03850636969650434,0.03036744584602502,0.0,0.0,0.0456012888273175,2421.4772498458196,True,False
Continental Europe,2017,0.004379972732666548,0.05005228082298707,0.04747559283702296,0.05119646434735259,0.040486609820927555,0.07060035061743974,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2018,0.004115304023030952,0.05163592173831466,0.0470902806609631,0.0486483592295377,0.03451553774200278,0.06309418496487851,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2019,0.0038506353133953564,0.05321956265364225,0.04670496848490324,0.04610025411172192,0.028544465663079777,0.05558801931231727,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2020,0.0035859666037596494,0.05480320356897028,0.04631965630884338,0.04355214899390614,0.022573393584156776,0.048081853659756035,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2021,0.0033212978941240534,0.05638684448429787,0.04593434413278352,0.041004043876091245,0.016602321505233775,0.0405756880071948,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2022,0.0030566291844884574,0.057970485399625904,0.04554903195672377,0.038455938758275465,0.010631249426308997,0.03306952235463534,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2023,0.0027919604748527505,0.05955412631495349,0.04516371978066391,0.035907833640460574,0.004660177347385996,0.025563356702074103,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2024,0.0025272917652171545,0.061137767230281526,0.044778407604604054,0.033359728522644794,0.0,0.018057191049512866,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2025,0.0022626230555814475,0.06272140814560911,0.044393095428544194,0.030811623404829902,0.0,0.01055102539695163,0.0458472850546197,9935.941176470587,True,False
Continental Europe,2026,0.0019979543459458515,0.06430504906093715,0.044007783252484334,0.028263518287014122,0.0,0.0030448597443903935,0.0458472850546197,9935.941176470587,True,False
Sinic,2017,0.0029179876974693153,0.03273806322767503,0.025975223591737005,0.03907420709140319,0.04456000149068551,0.051151427829513096,0.0336695344484046,15791.980309220084,True,False
Sinic,2018,0.002470394470532322,0.033350295215092585,0.025975223591737005,0.03851636193921504,0.039416311592539444,0.04177161334092361,0.0336695344484046,16543.94141936757,True,False
Sinic,2019,0.002022801243595218,0.03396252720250992,0.025975223591737005,0.037958516787026886,0.0342726216943916,0.03239179885233767,0.0336695344484046,17331.706127069356,True,False
Sinic,2020,0.001575208016658225,0.03457475918992747,0.025975223591737005,0.037400671634838734,0.02912893179624554,0.023011984363748184,0.0336695344484046,18156.97917154736,True,False
Sinic,2021,0.0011276147897211208,0.03518699117734503,0.025975223591737005,0.03684282648265058,0.023985241898099474,0.013632169875158695,0.0336695344484046,19021.54646084489,True,False
Sinic,2022,0.0006800215627841277,0.03579922316476236,0.025975223591737005,0.03628498133046243,0.01884155199995341,0.004252355386572759,0.0336695344484046,19927.278936568815,True,False
Sinic,2023,0.0002324283358470236,0.03641145515217992,0.025975223591737005,0.03572713617827428,0.013697862101805569,0.0,0.0336695344484046,20876.136622646125,True,False
Sinic,2024,0.0,0.03702368713959747,0.025975223591737005,0.035169291026086125,0.008554172203659505,0.0,0.0336695344484046,21870.172866856512,True,False
Sinic,2025,0.0,0.03763591912701503,0.025975223591737005,0.03461144587389775,0.0034104823055134403,0.0,0.0336695344484046,22911.5387843197,True,False
Sinic,2026,0.0,0.03824815111443236,0.025975223591737005,0.0340536007217096,0.0,0.0,0.0336695344484046,24002.487912553323,True,False
Japanese,2017,0.004329553214215576,0.0376020857391151,0.017216718599523118,0.02220110373627726,0.03508831543095248,0.08147345230541703,0.0552190245713187,1166.4854645601904,True,False
Japanese,2018,0.0040419836076965865,0.0376020857391151,0.016498699191817012,0.01983716540209013,0.031253162915145793,0.07695912314908249,0.0552190245713187,1111.7896416123176,True,False
Japanese,2019,0.0037544140011774862,0.0376020857391151,0.015780679784110907,0.017473227067902997,0.027418010399339998,0.07244479399274972,0.0552190245713187,1059.6562771607246,True,False
Japanese,2020,0.003466844394658497,0.0376020857391151,0.015062660376405024,0.015109288733715864,0.023582857883533315,0.06793046483641518,0.0552190245713187,1009.9653219367234,True,False
Japanese,2021,0.003179274788139508,0.0376020857391151,0.014344640968698918,0.012745350399528732,0.01974770536772663,0.06341613568008242,0.0552190245713187,962.6023508902953,True,False
Japanese,2022,0.0028917051816204076,0.0376020857391151,0.013626621560992813,0.0103814120653416,0.015912552851920836,0.05890180652374788,0.0552190245713187,917.4582996996415,True,False
Japanese,2023,0.0026041355751014184,0.0376020857391151,0.012908602153286708,0.008017473731154467,0.012077400336114152,0.05438747736741334,0.0552190245713187,874.4292136250664,True,False
Japanese,2024,0.002316565968582429,0.0376020857391151,0.012190582745580603,0.005653535396967335,0.008242247820307469,0.049873148211080576,0.0552190245713187,833.4160081288678,True,False
Japanese,2025,0.002028996362063329,0.0376020857391151,0.011472563337874497,0.003289597062780203,0.0044070953045007855,0.045358819054746036,0.0552190245713187,794.3242407100074,True,False
Japanese,2026,0.0017414267555443397,0.0376020857391151,0.010754543930168392,0.0009256587285930706,0.000571942788694102,0.040844489898411496,0.0552190245713187,757.0638934281565,True,False
Hindu,2017,0.006098667795835011,0.03299680283228208,0.03160272633170824,0.06322981824261079,0.07122755459478824,0.06278447768716333,0.0277057844536427,4716.583789761407,True,False
Hindu,2018,0.0058173639292020685,0.03299680283228208,0.03212366136121858,0.06322981824261079,0.06998441154633905,0.0541892843946421,0.0277057844536427,5454.988933756154,True,False
Hindu,2019,0.005536060062569126,0.03299680283228208,0.0326445963907287,0.06322981824261079,0.06874126849788986,0.04559409110211732,0.0277057844536427,6308.970648507576,True,False
Hindu,2020,0.005254756195936072,0.03299680283228208,0.033165531420239036,0.06322981824261079,0.06749812544944067,0.03699889780959609,0.0277057844536427,7296.619197628419,True,False
Hindu,2021,0.00497345232930313,0.03299680283228208,0.033686466449749375,0.06322981824261079,0.06625498240099148,0.028403704517071304,0.0277057844536427,8438.856367032498,True,False
Hindu,2022,0.004692148462670187,0.03299680283228208,0.03420740147925949,0.06322981824261079,0.06501183935254229,0.019808511224550074,0.0277057844536427,9759.878660164635,True,False
Hindu,2023,0.0044108445960372444,0.03299680283228208,0.03472833650876983,0.06322981824261079,0.0637686963040931,0.01121331793202529,0.0277057844536427,11287.669862986839,True,False
Hindu,2024,0.004129540729404302,0.03299680283228208,0.03524927153828017,0.06322981824261079,0.06252555325564346,0.0026181246395040603,0.0277057844536427,13054.593836606295,True,False
Hindu,2025,0.003848236862771248,0.03299680283228208,0.035770206567790286,0.06322981824261079,0.06128241020719427,0.0,0.0277057844536427,15098.080094928333,True,False
Hindu,2026,0.0035669329961383056,0.03299680283228208,0.036291141597300625,0.06322981824261079,0.06003926715874508,0.0,0.0277057844536427,17461.416690217007,True,False
Islamic,2017,0.006463338234809379,0.049225327067285995,0.03302539818276151,0.04596342922340844,0.06929502281903677,0.06581516464632742,0.0300792155414555,9764.323274646109,True,False
Islamic,2018,0.005774148380080613,0.05042796531467353,0.0338676516805152,0.04596342922340844,0.0664402576246248,0.05796169381353167,0.0300792155414555,11502.811900541234,True,False
Islamic,2019,0.005084958525351846,0.05163060356206106,0.034709905178268885,0.04596342922340844,0.06358549243021194,0.05010822298073769,0.0300792155414555,13550.79798160061,True,False
Islamic,2020,0.004395768670623079,0.05283324180944904,0.03555215867602235,0.04596342922340844,0.060730727235799975,0.04225475214794194,0.0300792155414555,15963.38033948329,True,False
Islamic,2021,0.0037065788158945345,0.05403588005683657,0.036394412173776036,0.04596342922340844,0.05787596204138801,0.03440128131514619,0.0300792155414555,18805.46685921105,True,False
Islamic,2022,0.003017388961165768,0.055238518304224105,0.03723666567152972,0.04596342922340844,0.05502119684697604,0.02654781048235222,0.0300792155414555,22153.520764695768,True,False
Islamic,2023,0.002328199106437001,0.05644115655161208,0.03807891916928319,0.04596342922340844,0.05216643165256407,0.01869433964955647,0.0300792155414555,26097.61777800865,True,False
Islamic,2024,0.0016390092517082344,0.057643794798999615,0.038921172667036874,0.04596342922340844,0.049311666458152104,0.010840868816760718,0.0300792155414555,30743.86950799007,True,False
Islamic,2025,0.0009498193969794677,0.05884643304638715,0.03976342616479056,0.04596342922340844,0.046456901263740136,0.002987397983966744,0.0300792155414555,36217.27826681967,True,False
Islamic,2026,0.000260629542250701,0.06004907129377468,0.04060567966254425,0.04596342922340844,0.04360213606932817,0.0,0.0300792155414555,42665.10012027784,True,False
Other Western,2017,0.006928484202105789,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.020445423487101877,0.050631966034277553,0.0442928225810436,214.37456455441804,True,False
Other Western,2018,0.006053384636593551,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.015162990724729042,0.041389514551795514,0.0442928225810436,210.37579261970222,True,False
Other Western,2019,0.005178285071081312,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.009880557962356207,0.032147063069313475,0.0442928225810436,206.45126425696506,True,False
Other Western,2020,0.004303185505569074,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.004598125199985148,0.022904611586827883,0.0442928225810436,202.5996010160063,True,False
Other Western,2021,0.0034280859400568353,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.013662160104345844,0.0442928225810436,198.81945003974542,True,False
Other Western,2022,0.002552986374544597,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.004419708621863805,0.0442928225810436,195.10948358905344,True,False
Other Western,2023,0.0016778868090323584,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.0,0.0442928225810436,191.46839857639364,True,False
Other Western,2024,0.00080278724352012,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.0,0.0442928225810436,187.8949161081214,True,False
Other Western,2025,0.0,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.0,0.0442928225810436,184.38778103529432,True,False
Other Western,2026,0.0,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.0,0.0442928225810436,180.94576151280987,True,False
Other Civilizations,2017,0.004328826523065654,0.052174605250543404,0.025794413969593092,0.025989718016729668,0.05946741468687122,0.0620077392894256,0.0418088008437154,4501.022521984269,True,False
Other Civilizations,2018,0.003790371918094282,0.05410052763402717,0.025794413969593092,0.02536868863042785,0.05742883075774241,0.05693036189306255,0.0418088008437154,4735.930377615773,True,False
Other Civilizations,2019,0.0032519173131231316,0.05602645001751139,0.025794413969593092,0.024747659244125808,0.05539024682861449,0.05185298449669773,0.0418088008437154,4983.095324447423,True,False
Other Civilizations,2020,0.0027134627081519813,0.057952372400995156,0.025794413969593092,0.02412662985782399,0.05335166289948656,0.04677560710033468,0.0418088008437154,5243.156916589996,True,False
Other Civilizations,2021,0.002175008103180831,0.05987829478447937,0.025794413969593092,0.023505600471521948,0.05131307897035775,0.04169822970396986,0.0418088008437154,5516.788078996524,True,False
Other Civilizations,2022,0.0016365534982096808,0.06180421716796314,0.025794413969593092,0.02288457108522013,0.04927449504122983,0.03662085230760681,0.0418088008437154,5804.696848696517,True,False
Other Civilizations,2023,0.0010980988932383084,0.06373013955144735,0.025794413969593092,0.022263541698918088,0.047235911112101014,0.03154347491124199,0.0418088008437154,6107.628206883591,True,False
Other Civilizations,2024,0.0005596442882671582,0.06565606193493112,0.025794413969593092,0.02164251231261627,0.04519732718297309,0.02646609751487894,0.0418088008437154,6426.3660065995,True,False
Other Civilizations,2025,2.11896832960079e-05,0.06758198431841489,0.025794413969593092,0.021021482926314228,0.043158743253845167,0.021388720118514115,0.0418088008437154,6761.735001000632,True,False
Other Civilizations,2026,0.0,0.0695079067018991,0.025794413969593092,0.02040045354001241,0.041120159324716354,0.016311342722151068,0.0418088008437154,7114.60297745592,True,False
