origin_group,year,compartment,count
Other Civilizations,2017,H_D,3916.5654586418077
Other Civilizations,2017,H_A,629.0684252226444
Other Civilizations,2017,P_D,16226.713229664918
Other Civilizations,2017,P_A,3101.0570905718314
United States,2018,D,19232.258159953442
United States,2018,A,1627.788144339563
United States,2018,H_D,16139.21695410308
United States,2018,H_A,1908.2201189132188
United States,2018,P_D,38795.94787414312
United States,2018,P_A,9967.84786042047
Anglosphere ex-US,2018,D,9245.60132418646
Anglosphere ex-US,2018,A,725.2416480461361
Anglosphere ex-US,2018,H_D,7258.460569947297
Anglosphere ex-US,2018,H_A,1155.59864029193
Anglosphere ex-US,2018,P_D,17902.565869319253
Anglosphere ex-US,2018,P_A,5892.304203370134
Continental Europe,2018,D,29443.660864346315
Continental Europe,2018,A,1365.1253117652095
Continental Europe,2018,H_D,20623.3209041408
Continental Europe,2018,H_A,1837.0613864408715
Continental Europe,2018,P_D,54863.397521560735
Continental Europe,2018,P_A,9246.348269384067
Sinic,2018,D,43899.04158136002
Sinic,2018,A,2023.6819472490884
Sinic,2018,H_D,15025.737242470448
Sinic,2018,H_A,1875.69016749947
Sinic,2018,P_D,81071.31073028911
Sinic,2018,P_A,9627.93966406087
Japanese,2018,D,6761.93143897989
Japanese,2018,A,334.17857674514636
Japanese,2018,H_D,1920.3669229222055
Japanese,2018,H_A,215.74735906042383
Japanese,2018,P_D,7354.774100756088
Japanese,2018,P_A,1567.1133907570493
Hindu,2018,D,12431.716894910733
Hindu,2018,A,404.62678603837145
Hindu,2018,H_D,3871.4386875375885
Hindu,2018,H_A,336.0021811353909
Hindu,2018,P_D,13219.230625392462
Hindu,2018,P_A,1274.3319242655266
Islamic,2018,D,22710.095475535156
Islamic,2018,A,1207.5105679345234
Islamic,2018,H_D,6709.124050698353
Islamic,2018,H_A,698.5721194129619
Islamic,2018,P_D,25747.17082587665
Islamic,2018,P_A,2413.2321321032446
Other Western,2018,D,600.405039933151
Other Western,2018,A,58.98324895942815
Other Western,2018,H_D,556.1403355512467
Other Western,2018,H_A,124.68787281118674
Other Western,2018,P_D,1097.3858242545712
Other Western,2018,P_A,535.1061662271433
Other Civilizations,2018,D,14663.541112363118
Other Civilizations,2018,A,1134.653395684618
Other Civilizations,2018,H_D,4342.768214131868
Other Civilizations,2018,H_A,603.1258229669713
Other Civilizations,2018,P_D,17502.127788641792
Other Civilizations,2018,P_A,2944.46234950963
United States,2019,D,19841.95462301108
United States,2019,A,1657.9940915772083
United States,2019,H_D,17056.965649539692
United States,2019,H_A,1795.3778716948884
United States,2019,P_D,39807.68173081641
United States,2019,P_A,9268.565707270833
Anglosphere ex-US,2019,D,9578.665406082264
Anglosphere ex-US,2019,A,763.9718162951341
Anglosphere ex-US,2019,H_D,7775.229957786656
Anglosphere ex-US,2019,H_A,1116.9654085010063
Anglosphere ex-US,2019,P_D,18466.344973286454
Anglosphere ex-US,2019,P_A,5412.473069563316
Continental Europe,2019,D,31213.56415303022
Continental Europe,2019,A,1409.0367092679821
Continental Europe,2019,H_D,22329.754695125528
Continental Europe,2019,H_A,1692.2364669554079
Continental Europe,2019,P_D,56734.35739453633
Continental Europe,2019,P_A,8554.40147382142
Sinic,2019,D,48492.5722376312
Sinic,2019,A,2123.868563062341
Sinic,2019,H_D,16643.435829390794
Sinic,2019,H_A,1847.6062507353633
Sinic,2019,P_D,87343.6778566134
Sinic,2019,P_A,9234.885272749974
Japanese,2019,D,6909.768224734418
Japanese,2019,A,337.3078564036362
Japanese,2019,H_D,1977.3709990900238
Japanese,2019,H_A,190.99622834169202
Japanese,2019,P_D,7346.969891234069
Japanese,2019,P_A,1448.9025216182395
Hindu,2019,D,14934.099925781755
Hindu,2019,A,480.8433683256146
Hindu,2019,H_D,4642.534346465709
Hindu,2019,H_A,346.9987936831513
Hindu,2019,P_D,15301.83402115232
Hindu,2019,P_A,1266.240351406734
Islamic,2019,D,28009.707183761955
Islamic,2019,A,1435.3636640266423
Islamic,2019,H_D,8293.764738196523
Islamic,2019,H_A,734.4645545837932
Islamic,2019,P_D,30362.784800133995
Islamic,2019,P_A,2411.1348649677307
Other Western,2019,D,618.8002829897148
Other Western,2019,A,59.024203525910345
Other Western,2019,H_D,607.2506343790493
Other Western,2019,H_A,119.71580914274806
Other Western,2019,P_D,1137.4513256709508
Other Western,2019,P_A,505.2478466528332
Other Civilizations,2019,D,16253.764036879991
Other Civilizations,2019,A,1196.2926155910136
Other Civilizations,2019,H_D,4798.658684835756
Other Civilizations,2019,H_A,586.2529156874316
Other Civilizations,2019,P_D,18818.515864780995
Other Civilizations,2019,P_A,2798.1570082827543
United States,2020,D,20360.37100445815
United States,2020,A,1683.3981577354928
United States,2020,H_D,17980.194777247307
United States,2020,H_A,1705.0274305531416
United States,2020,P_D,40622.86977280832
United States,2020,P_A,8601.88345823036
Anglosphere ex-US,2020,D,9858.978644558676
Anglosphere ex-US,2020,A,799.8670530233518
Anglosphere ex-US,2020,H_D,8305.382256499903
Anglosphere ex-US,2020,H_A,1079.721567779499
Anglosphere ex-US,2020,P_D,18924.859973314182
Anglosphere ex-US,2020,P_A,4969.368122147857
Continental Europe,2020,D,32837.70022532322
Continental Europe,2020,A,1446.486580281679
Continental Europe,2020,H_D,24108.18515072836
Continental Europe,2020,H_A,1578.2656914042288
Continental Europe,2020,P_D,58411.637497194344
Continental Europe,2020,P_A,7896.703828231376
Sinic,2020,D,53173.59806900887
Sinic,2020,A,2211.6647441331443
Sinic,2020,H_D,18424.638436522106
Sinic,2020,H_A,1845.0871172493464
Sinic,2020,P_D,93755.54770212386
Sinic,2020,P_A,8853.917078933304
Japanese,2020,D,7023.572518323876
Japanese,2020,A,338.7727166680161
Japanese,2020,H_D,2028.9583940815623
Japanese,2020,H_A,170.21760618858863
Japanese,2020,P_D,7315.6848400662275
Japanese,2020,P_A,1338.463877733284
Hindu,2020,D,17788.42028795191
Hindu,2020,A,566.2743009002434
Hindu,2020,H_D,5548.7618170911865
Hindu,2020,H_A,367.93571177418227
Hindu,2020,P_D,17708.820797846347
Hindu,2020,P_A,1264.6035655248572
Islamic,2020,D,34163.18098394756
Islamic,2020,A,1687.498839378967
Islamic,2020,H_D,10211.18080441591
Islamic,2020,H_A,793.8869616693773
Islamic,2020,P_D,35780.9512141115
Islamic,2020,P_A,2430.8408603663916
Other Western,2020,D,634.2236646667964
Other Western,2020,A,58.49411389044144
Other Western,2020,H_D,658.9400226305052
Other Western,2020,H_A,116.32692321196483
Other Western,2020,P_D,1170.8240910264924
Other Western,2020,P_A,476.29894952964133
Other Civilizations,2020,D,17879.718369273425
Other Civilizations,2020,A,1253.221408408403
Other Civilizations,2020,H_D,5285.540778996934
Other Civilizations,2020,H_A,576.9013353889234
Other Civilizations,2020,P_D,20178.25493075841
Other Civilizations,2020,P_A,2662.691408806178
United States,2021,D,20798.16034533621
United States,2021,A,1703.9294959272163
United States,2021,H_D,18916.434881920566
United States,2021,H_A,1632.9007037891715
United States,2021,P_D,41241.81237270017
United States,2021,P_A,7968.274221558457
Anglosphere ex-US,2021,D,10092.586281425185
Anglosphere ex-US,2021,A,832.8735229028932
Anglosphere ex-US,2021,H_D,8852.657915053825
Anglosphere ex-US,2021,H_A,1043.4866863234838
Anglosphere ex-US,2021,P_D,19277.68621896376
Anglosphere ex-US,2021,P_A,4560.608667480822
Continental Europe,2021,D,34332.00751147316
Continental Europe,2021,A,1477.0641516119929
Continental Europe,2021,H_D,25967.716000321507
Continental Europe,2021,H_A,1488.5385963560198
Continental Europe,2021,P_D,59884.673965599206
Continental Europe,2021,P_A,7275.3715788829695
Sinic,2021,D,57956.99673475145
Sinic,2021,A,2284.866122745289
Sinic,2021,H_D,20382.950506327
Sinic,2021,H_A,1865.1507574101258
Sinic,2021,P_D,100307.94742340698
Sinic,2021,P_A,8486.006917983063
Japanese,2021,D,7107.462369748676
Japanese,2021,A,338.6025093896386
Japanese,2021,H_D,2075.6429280517914
Japanese,2021,H_A,152.54248908440482
Japanese,2021,P_D,7262.593528295492
Japanese,2021,P_A,1235.5769526607094
Hindu,2021,D,21051.48481149245
Hindu,2021,A,661.5300179179671
Hindu,2021,H_D,6611.959472906883
Hindu,2021,H_A,399.21654967772696
Hindu,2021,P_D,20490.905594079864
Hindu,2021,P_A,1270.4448378839518
Islamic,2021,D,41327.126607474966
Islamic,2021,A,1964.5177109699375
Islamic,2021,H_D,12526.527862247514
Islamic,2021,H_A,877.9413441164796
Islamic,2021,P_D,42142.28728003755
Islamic,2021,P_A,2475.840857122854
Other Western,2021,D,647.0334979111966
Other Western,2021,A,57.443863516094645
Other Western,2021,H_D,711.1644736399401
Other Western,2021,H_A,114.23933391056471
Other Western,2021,P_D,1197.7640943090237
Other Western,2021,P_A,448.3050361547471
Other Civilizations,2021,D,19547.565279536873
Other Civilizations,2021,A,1304.650566926532
Other Civilizations,2021,H_D,5804.9631895684815
Other Civilizations,2021,H_A,573.8224381797921
Other Civilizations,2021,P_D,21583.8226295693
Other Civilizations,2021,P_A,2538.3126867169
United States,2022,D,21164.716088175017
United States,2022,A,1719.6214746896815
United States,2022,H_D,19873.35316171905
United States,2022,H_A,1575.6832474064709
United States,2022,P_D,41664.812294107505
United States,2022,P_A,7367.4987620095035
Anglosphere ex-US,2022,D,10284.841769832494
Anglosphere ex-US,2022,A,863.0075059554583
Anglosphere ex-US,2022,H_D,9407.055620947753
Anglosphere ex-US,2022,H_A,1007.9336973913556
Anglosphere ex-US,2022,P_D,19538.26719021949
Anglosphere ex-US,2022,P_A,4183.921014142437
Continental Europe,2022,D,35710.58026138536
Continental Europe,2022,A,1500.5628544918961
Continental Europe,2022,H_D,27918.884351404733
Continental Europe,2022,H_A,1417.931407392218
Continental Europe,2022,P_D,61142.479747381585
Continental Europe,2022,P_A,6691.2251591956765
Sinic,2022,D,62857.54489931854
Sinic,2022,A,2341.420399351173
Sinic,2022,H_D,22534.2676008153
Sinic,2022,H_A,1905.6571019730834
Sinic,2022,P_D,107000.54075724262
Sinic,2022,P_A,8131.326158388869
Japanese,2022,D,7165.092897560936
Japanese,2022,A,336.8515190840306
Japanese,2022,H_D,2117.925914958831
Japanese,2022,H_A,137.29910801280158
Japanese,2022,P_D,7189.310761832124
Japanese,2022,P_A,1139.9355260633874
Hindu,2022,D,24788.7712791741
Hindu,2022,A,767.3355243976762
Hindu,2022,H_D,7857.7418035576065
Hindu,2022,H_A,441.5883718522449
Hindu,2022,P_D,23706.557548545043
Hindu,2022,P_A,1284.6838917579619
Islamic,2022,D,49685.37416342041
Islamic,2022,A,2267.0664482616494
Islamic,2022,H_D,15318.237759142841
Islamic,2022,H_A,988.5125215794388
Islamic,2022,P_D,49611.49133056648
Islamic,2022,P_A,2549.6272913247594
Other Western,2022,D,657.5435677713908
Other Western,2022,A,55.924896922584985
Other Western,2022,H_D,761.0116800480605
Other Western,2022,H_A,113.24233704223758
Other Western,2022,P_D,1221.4025621572928
Other Western,2022,P_A,421.26293594967586
Other Civilizations,2022,D,21263.38561287532
Other Civilizations,2022,A,1349.8832660591158
Other Civilizations,2022,H_D,6358.714504662995
Other Civilizations,2022,H_A,576.0109475210813
Other Civilizations,2022,P_D,23037.791090166895
Other Civilizations,2022,P_A,2425.0351491349843
United States,2023,D,21468.329227589755
United States,2023,A,1730.5834253510943
United States,2023,H_D,20858.871865444686
United States,2023,H_A,1527.6201229202634
United States,2023,P_D,41891.97291189978
United States,2023,P_A,6801.992437553788
Anglosphere ex-US,2023,D,10440.48939344543
Anglosphere ex-US,2023,A,890.335951527813
Anglosphere ex-US,2023,H_D,9927.150338982776
Anglosphere ex-US,2023,H_A,972.7887769926609
Anglosphere ex-US,2023,P_D,19751.54959384739
Anglosphere ex-US,2023,P_A,3837.138411409858
Continental Europe,2023,D,36985.89253205467
Continental Europe,2023,A,1516.9278614103312
Continental Europe,2023,H_D,29973.744538345047
Continental Europe,2023,H_A,1362.467252004212
Continental Europe,2023,P_D,62173.38948197302
Continental Europe,2023,P_A,6144.148846441685
Sinic,2023,D,67889.98822600654
Sinic,2023,A,2379.3862288680148
Sinic,2023,H_D,24896.974957004597
Sinic,2023,H_A,1955.3883530453254
Sinic,2023,P_D,113831.44054249623
Sinic,2023,P_A,7799.179178269179
Japanese,2023,D,7199.709624268434
Japanese,2023,A,333.5908542609117
Japanese,2023,H_D,2156.294986193964
Japanese,2023,H_A,123.96814875187833
Japanese,2023,P_D,7097.384998437864
Japanese,2023,P_A,1051.1820947595488
Hindu,2023,D,29075.784010923882
Hindu,2023,A,884.5250649428016
Hindu,2023,H_D,9316.130181264894
Hindu,2023,H_A,496.15079747309454
Hindu,2023,P_D,27423.199294240578
Hindu,2023,P_A,1308.1655453286935
Islamic,2023,D,59453.82018372586
Islamic,2023,A,2595.726369336541
Islamic,2023,H_D,18680.679346792953
Islamic,2023,H_A,1128.2899364020743
Islamic,2023,P_D,58381.44482529578
Islamic,2023,P_A,2655.818185301734
Other Western,2023,D,666.029085066814
Other Western,2023,A,53.987802014208086
Other Western,2023,H_D,808.5017363782449
Other Western,2023,H_A,112.63470618328047
Other Western,2023,P_D,1241.9392978090914
Other Western,2023,P_A,395.68074935473845
Other Civilizations,2023,D,23033.21750727471
Other Civilizations,2023,A,1388.2951519075373
Other Civilizations,2023,H_D,6948.821748150255
Other Civilizations,2023,H_A,582.6602059551487
Other Civilizations,2023,P_D,24542.820924074997
Other Civilizations,2023,P_A,2322.6967984632684
United States,2024,D,21716.32478517726
United States,2024,A,1736.9785001529274
United States,2024,H_D,21777.676492125065
United States,2024,H_A,1477.4844584324467
United States,2024,P_D,42026.621358866985
United States,2024,P_A,6279.887438306356
Anglosphere ex-US,2024,D,10563.736560149016
Anglosphere ex-US,2024,A,914.9614554676209
Anglosphere ex-US,2024,H_D,10413.120518854541
Anglosphere ex-US,2024,H_A,937.8292384459866
Anglosphere ex-US,2024,P_D,19920.916986620137
Anglosphere ex-US,2024,P_A,3518.200422268649
Continental Europe,2024,D,38168.99372594111
Continental Europe,2024,A,1526.2149771782485
Continental Europe,2024,H_D,32106.70318782647
Continental Europe,2024,H_A,1319.058533165486
Continental Europe,2024,P_D,63004.077325347775
Continental Europe,2024,P_A,5633.360268797639
Sinic,2024,D,73054.50015612051
Sinic,2024,A,2411.5042259875854
Sinic,2024,H_D,27491.834998507315
Sinic,2024,H_A,2005.2102605689433
Sinic,2024,P_D,120797.3376835695
Sinic,2024,P_A,7496.852991758396
Japanese,2024,D,7214.195315619743
Japanese,2024,A,328.9022178308337
Japanese,2024,H_D,2191.2233546093576
Japanese,2024,H_A,112.14847219911412
Japanese,2024,P_D,6988.293597689339
Japanese,2024,P_A,968.9324200080902
Hindu,2024,D,33999.618775611496
Hindu,2024,A,1014.0362617546427
Hindu,2024,H_D,11022.289215013163
Hindu,2024,H_A,564.3809366605072
Hindu,2024,P_D,31718.590785012413
Hindu,2024,P_A,1341.6769482079762
Islamic,2024,D,70886.12488226495
Islamic,2024,A,2950.880704919881
Islamic,2024,H_D,22727.35507714886
Islamic,2024,H_A,1300.8212754176147
Islamic,2024,P_D,68678.00519856333
Islamic,2024,P_A,2798.2682846316775
Other Western,2024,D,672.7317783844707
Other Western,2024,A,51.6813180974166
Other Western,2024,H_D,853.6463949418958
Other Western,2024,H_A,111.84836339120288
Other Western,2024,P_D,1259.581813991485
Other Western,2024,P_A,371.9524966456939
Other Civilizations,2024,D,24863.091805528362
Other Civilizations,2024,A,1419.316695242222
Other Civilizations,2024,H_D,7577.55204858487
Other Civilizations,2024,H_A,593.1265545716664
Other Civilizations,2024,P_D,26101.655066321127
Other Civilizations,2024,P_A,2231.004704005003
United States,2025,D,21915.180457560626
United States,2025,A,1739.0064093054325
United States,2025,H_D,22616.122929893478
United States,2025,H_A,1425.4585637194564
United States,2025,P_D,42090.34522674482
United States,2025,P_A,5798.121181030177
Anglosphere ex-US,2025,D,10658.317117526909
Anglosphere ex-US,2025,A,937.01071304039
Anglosphere ex-US,2025,H_D,10865.330265486178
Anglosphere ex-US,2025,H_A,902.8801210569533
Anglosphere ex-US,2025,P_D,20049.575033622943
Anglosphere ex-US,2025,P_A,3225.1517867003336
Continental Europe,2025,D,39269.679399094515
Continental Europe,2025,A,1528.558578017361
Continental Europe,2025,H_D,34179.5768864769
Continental Europe,2025,H_A,1285.3107541697016
Continental Europe,2025,P_D,63774.37313302448
Continental Europe,2025,P_A,5157.612302642273
Sinic,2025,D,78348.16912257655
Sinic,2025,A,2453.614142427216
Sinic,2025,H_D,30341.957981627325
Sinic,2025,H_A,2055.0365823607494
Sinic,2025,P_D,127893.17175259799
Sinic,2025,P_A,7223.166831065516
Japanese,2025,D,7211.111169427136
Japanese,2025,A,322.87315592675975
Japanese,2025,H_D,2223.1695572033746
Japanese,2025,H_A,101.53079217705232
Japanese,2025,P_D,6863.4394536522395
Japanese,2025,P_A,892.7927977442713
Hindu,2025,D,39660.76962270454
Hindu,2025,A,1156.903151498698
Hindu,2025,H_D,13017.386948579453
Hindu,2025,H_A,644.8006951063337
Hindu,2025,P_D,36682.42570557363
Hindu,2025,P_A,1389.327676772363
Islamic,2025,D,84280.41099084876
Islamic,2025,A,3332.550789902416
Islamic,2025,H_D,27594.742569988823
Islamic,2025,H_A,1510.597065068704
Islamic,2025,P_D,80765.60228878616
Islamic,2025,P_A,2981.1718474005274
Other Western,2025,D,677.8156119632242
Other Western,2025,A,49.10031729764434
Other Western,2025,H_D,896.4519124777283
Other Western,2025,H_A,110.86822671875878
Other Western,2025,P_D,1274.5411901697667
Other Western,2025,P_A,349.9366393127666
Other Civilizations,2025,D,26759.065507140218
Other Civilizations,2025,A,1442.4175514939366
Other Civilizations,2025,H_D,8247.417205102083
Other Civilizations,2025,H_A,606.9009230650571
Other Civilizations,2025,P_D,27717.11255269629
Other Civilizations,2025,P_A,2149.571348866715
United States,2026,D,22070.629877746145
United States,2026,A,1736.8900472989255
United States,2026,H_D,23376.4891776794
United States,2026,H_A,1371.7455041367602
United States,2026,P_D,42088.6952749451
United States,2026,P_A,5353.813489009268
Anglosphere ex-US,2026,D,10727.546854646938
Anglosphere ex-US,2026,A,956.6256997465973
Anglosphere ex-US,2026,H_D,11284.297223326519
Anglosphere ex-US,2026,H_A,867.8099802186746
Anglosphere ex-US,2026,P_D,20140.556705269035
Anglosphere ex-US,2026,P_A,2956.140829694766
Continental Europe,2026,D,40296.64056437634
Continental Europe,2026,A,1524.1467484660886
Continental Europe,2026,H_D,36191.06547476458
Continental Europe,2026,H_A,1259.3725680587154
Continental Europe,2026,P_D,64487.68119273844
Continental Europe,2026,P_A,4715.344036488106
Sinic,2026,D,83784.40251980201
Sinic,2026,A,2505.2975150303346
Sinic,2026,H_D,33420.81732856235
Sinic,2026,H_A,2105.3470539924597
Sinic,2026,P_D,135164.08980723235
Sinic,2026,P_A,6976.995734473688
Japanese,2026,D,7192.733081209851
Japanese,2026,A,315.5934676758004
Japanese,2026,H_D,2252.5776705015437
Japanese,2026,H_A,91.87740835772021
Japanese,2026,P_D,6724.148680383814
Japanese,2026,P_A,822.3719808645054
Hindu,2026,D,46175.21526938573
Hindu,2026,A,1314.247457798454
Hindu,2026,H_D,15349.488782893286
Hindu,2026,H_A,737.2867684624503
Hindu,2026,P_D,42418.28389222568
Hindu,2026,P_A,1454.2932569003397
Islamic,2026,D,99987.14102920196
Islamic,2026,A,3740.19350331619
Islamic,2026,H_D,33446.91217553668
Islamic,2026,H_A,1755.816376443746
Islamic,2026,P_D,94953.7693335784
Islamic,2026,P_A,3216.5110381336294
Other Western,2026,D,680.9295512020367
Other Western,2026,A,46.8252588535188
Other Western,2026,H_D,936.9331785367117
Other Western,2026,H_A,109.6881232305748
Other Western,2026,P_D,1287.014041269357
Other Western,2026,P_A,329.50258757856324
Other Civilizations,2026,D,28713.411970127127
Other Civilizations,2026,A,1470.9342169054707
Other Civilizations,2026,H_D,8961.18097936763
Other Civilizations,2026,H_A,623.5861442210004
Other Civilizations,2026,P_D,29392.082266604044
Other Civilizations,2026,P_A,2077.9436375690066
