compartment,rmse,mape,direction_agreement
A,849.4747504518319,2.151231761536118,0.07407407407407407
D,19801.245046339183,2.63269709762289,0.018518518518518517
H_A,394.82603662484144,0.5007892671828038,0.3888888888888889
H_D,8094.102685359115,1.7162482612762704,0.09259259259259259
P_A,1744.5024689411057,0.36427968431096275,0.25925925925925924
P_D,12709.830222075027,0.3766226424976912,0.46296296296296297
