origin_group,year,compartment,count_proj,count_obs,error,ape
Hindu,2022,P_A,1284.6838917579619,890,394.6838917579619,0.44296733081701667
Hindu,2023,P_A,1308.1655453286935,885,423.1655453286935,0.47761348231229517
Hindu,2017,P_D,11417.01240914193,9741,1676.0124091419293,0.17203986954854542
Hindu,2018,P_D,13219.230625392462,9688,3531.2306253924617,0.3644576969132482
Hindu,2019,P_D,15301.83402115232,9435,5866.834021152319,0.6217501082187705
Hindu,2020,P_D,17708.820797846347,9069,8639.820797846347,0.9525712015266093
Hindu,2021,P_D,20490.905594079864,10930,9560.905594079864,0.8746597378172046
Hindu,2022,P_D,23706.557548545043,11489,12217.557548545043,1.0633209354695425
Hindu,2023,P_D,27423.199294240578,12213,15210.199294240578,1.2453086044081036
Islamic,2017,A,1003.4736163326218,790,213.47361633262176,0.2698781495987633
Islamic,2018,A,1207.5105679345234,751,456.51056793452335,0.6070619254448448
Islamic,2019,A,1435.3636640266423,649,786.3636640266423,1.2097902523486803
Islamic,2020,A,1687.498839378967,624,1063.498839378967,1.7015981430063472
Islamic,2021,A,1964.5177109699375,228,1736.5177109699375,7.583046772794487
Islamic,2022,A,2267.0664482616494,218,2049.0664482616494,9.356467800281504
Islamic,2023,A,2595.726369336541,188,2407.726369336541,12.7392929594526
Islamic,2017,D,18130.833839223742,11720,6410.833839223742,0.5469528060083391
Islamic,2018,D,22710.095475535156,9525,13185.095475535156,1.3841166780952294
Islamic,2019,D,28009.707183761955,7611,20398.707183761955,2.6798091413244816
Islamic,2020,D,34163.18098394756,5849,28314.18098394756,4.840030937426934
Islamic,2021,D,41327.126607474966,5188,36139.126607474966,6.96456477307284
Islamic,2022,D,49685.37416342041,4348,45337.37416342041,10.424781366617708
Islamic,2023,D,59453.82018372586,3662,55791.82018372586,15.231182141339302
Islamic,2017,H_A,685.9032825662132,722,-36.09671743378681,0.04992630350454607
Islamic,2018,H_A,698.5721194129619,732,-33.42788058703809,0.04560420271082959
Islamic,2019,H_A,734.4645545837932,736,-1.5354454162068123,0.0020833723422073436
Islamic,2020,H_A,793.8869616693773,768,25.886961669377342,0.033663149114925024
Islamic,2021,H_A,877.9413441164796,443,434.9413441164796,0.9795976218839632
Islamic,2022,H_A,988.5125215794388,438,550.5125215794388,1.2540148555340291
Islamic,2023,H_A,1128.2899364020743,406,722.2899364020743,1.774668148408045
Islamic,2017,H_D,5403.163348601872,3922,1481.1633486018718,0.3775588449150833
Islamic,2018,H_D,6709.124050698353,3418,3291.124050698353,0.9625984354192317
Islamic,2019,H_D,8293.764738196523,2919,5374.7647381965235,1.8406728555467546
Islamic,2020,H_D,10211.18080441591,2312,7899.18080441591,3.4151235643821485
Islamic,2021,H_D,12526.527862247514,2453,10073.527862247514,4.1049420791554665
Islamic,2022,H_D,15318.237759142841,2220,13098.237759142841,5.89745058943847
Islamic,2023,H_D,18680.679346792953,2008,16672.679346792953,8.298994199498733
Islamic,2017,P_A,2433.5010648715265,2708,-274.4989351284735,0.10132851056791195
Islamic,2018,P_A,2413.2321321032446,2954,-540.7678678967554,0.1830009705234367
Islamic,2019,P_A,2411.1348649677307,3080,-668.8651350322693,0.21709351997152526
Islamic,2020,P_A,2430.8408603663916,3485,-1054.1591396336084,0.3023979172787173
Islamic,2021,P_A,2475.840857122854,1307,1168.8408571228538,0.8936092179838332
Islamic,2022,P_A,2549.6272913247594,1375,1174.6272913247594,0.853653554741831
Islamic,2023,P_A,2655.818185301734,1348,1307.818185301734,0.9694723389931312
Islamic,2017,P_D,21814.065197214026,18428,3386.065197214026,0.18373569901861336
Islamic,2018,P_D,25747.17082587665,18134,7613.170825876648,0.4198053943135731
Islamic,2019,P_D,30362.784800133995,17781,12581.784800133995,0.7075573501368797
Islamic,2020,P_D,35780.9512141115,16665,19115.951214111497,1.1470029529648085
Islamic,2021,P_D,42142.28728003755,20084,22058.287280037548,1.098246815037966
Islamic,2022,P_D,49611.49133056648,21104,28507.49133056648,1.3507458578804303
Islamic,2023,P_D,58381.44482529578,22091,36290.44482529578,1.642696216969753
Japanese,2017,A,329.39095204107286,315,14.390952041072865,0.045540987471749575
Japanese,2018,A,334.17857674514636,286,48.17857674514636,0.16786960538378523
Japanese,2019,A,337.3078564036362,252,85.30785640363621,0.3371852031764277
Japanese,2020,A,338.7727166680161,227,111.77271666801607,0.49023121345621085
Japanese,2021,A,338.6025093896386,101,237.6025093896386,2.3294363665650843
Japanese,2022,A,336.8515190840306,88,248.8515190840306,2.7960844840902315
Japanese,2023,A,333.5908542609117,75,258.5908542609117,3.4025112402751545
Japanese,2017,D,6575.420362700418,5314,1261.420362700418,0.2373321472625434
Japanese,2018,D,6761.93143897989,4357,2404.93143897989,0.5518429185360005
Japanese,2019,D,6909.768224734418,3538,3371.7682247344183,0.952746036941062
Japanese,2020,D,7023.572518323876,2791,4232.572518323876,1.515964369027176
Japanese,2021,D,7107.462369748676,2586,4521.462369748676,1.747762802376759
Japanese,2022,D,7165.092897560936,2332,4833.092897560936,2.071621473450894
Japanese,2023,D,7199.709624268434,2090,5109.709624268434,2.443667921697003
Japanese,2017,H_A,245.59592871807342,293,-47.404071281926576,0.1612383376936278
Japanese,2018,H_A,215.74735906042383,279,-63.25264093957617,0.22590228906991489
Japanese,2019,H_A,190.99622834169202,267,-76.00377165830798,0.28359616290413425
Japanese,2020,H_A,170.21760618858863,268,-97.78239381141137,0.3635033227190014
Japanese,2021,H_A,152.54248908440482,133,19.54248908440482,0.14583947077914045
Japanese,2022,H_A,137.29910801280158,114,23.299108012801582,0.2026009392417529
Japanese,2023,H_A,123.96814875187833,90,33.96814875187833,0.3732763599107509
Japanese,2017,H_D,1857.4213400664942,1585,272.42134006649417,0.17176629260182483
Japanese,2018,H_D,1920.3669229222055,1386,534.3669229222055,0.3852681491868821
Japanese,2019,H_D,1977.3709990900238,1179,798.3709990900238,0.6765855924491727
Japanese,2020,H_D,2028.9583940815623,924,1104.9583940815623,1.1945496152233106
Japanese,2021,H_D,2075.6429280517914,990,1085.6429280517914,1.0955024501027157
Japanese,2022,H_D,2117.925914958831,931,1186.925914958831,1.2735256598270719
Japanese,2023,H_D,2156.294986193964,870,1286.2949861939642,1.4768025099815891
Japanese,2017,P_A,1693.1834341828537,1830,-136.81656581714628,0.07472231885152719
Japanese,2018,P_A,1567.1133907570493,1809,-241.88660924295073,0.1336390106314645
Japanese,2019,P_A,1448.9025216182395,1737,-288.09747838176054,0.16576379653726153
Japanese,2020,P_A,1338.463877733284,1847,-508.5361222667159,0.27518188434346097
Japanese,2021,P_A,1235.5769526607094,865,370.57695266070937,0.427917959192505
Japanese,2022,P_A,1139.9355260633874,906,233.93552606338744,0.25792229995963334
Japanese,2023,P_A,1051.1820947595488,859,192.18209475954882,0.223467552045987
Japanese,2017,P_D,7337.372106056669,7070,267.3721060566686,0.03781248848206316
Japanese,2018,P_D,7354.774100756088,6728,626.774100756088,0.09314520742399882
Japanese,2019,P_D,7346.969891234069,6437,909.9698912340691,0.14134356806990822
Japanese,2020,P_D,7315.6848400662275,5789,1526.6848400662275,0.2636761381806956
Japanese,2021,P_D,7262.593528295492,7171,91.59352829549243,0.012770988328986675
Japanese,2022,P_D,7189.310761832124,7475,-285.6892381678763,0.038214183810577354
Japanese,2023,P_D,7097.384998437864,7862,-764.6150015621361,0.0972421469619911
Other Civilizations,2017,A,1069.2077940722625,941,128.20779407226246,0.13610169222108542
Other Civilizations,2018,A,1134.653395684618,850,284.6533956846181,0.3344928268914431
Other Civilizations,2019,A,1196.2926155910136,724,472.2926155910136,0.6514380904703636
Other Civilizations,2020,A,1253.221408408403,695,558.221408408403,0.8020422534603492
Other Civilizations,2021,A,1304.650566926532,249,1055.650566926532,4.222602267706129
Other Civilizations,2022,A,1349.8832660591158,231,1118.8832660591158,4.822772698530672
Other Civilizations,2023,A,1388.2951519075373,198,1190.2951519075373,5.981382672902197
Other Civilizations,2017,D,13102.768023874016,9550,3552.768023874016,0.3719786434796373
Other Civilizations,2018,D,14663.541112363118,7769,6894.541112363118,0.8873283284894619
Other Civilizations,2019,D,16253.764036879991,6267,9986.764036879991,1.593293560446712
Other Civilizations,2020,D,17879.718369273425,4758,13121.718369273425,2.75724277564056
Other Civilizations,2021,D,19547.565279536873,4551,14996.565279536873,3.2945002810933377
Other Civilizations,2022,D,21263.38561287532,4072,17191.38561287532,4.220816502056302
Other Civilizations,2023,D,23033.21750727471,3643,19390.21750727471,5.321135430097341
Other Civilizations,2017,H_A,629.0684252226444,676,-46.93157477735565,0.069322857869063
Other Civilizations,2018,H_A,603.1258229669713,660,-56.87417703302867,0.08604262788657893
Other Civilizations,2019,H_A,586.2529156874316,589,-2.747084312568404,0.0046560751060481425
Other Civilizations,2020,H_A,576.9013353889234,604,-27.09866461107663,0.04479118117533327
Other Civilizations,2021,H_A,573.8224381797921,273,300.82243817979213,1.0978921101452268
Other Civilizations,2022,H_A,576.0109475210813,260,316.01094752108133,1.2107699138738748
Other Civilizations,2023,H_A,582.6602059551487,231,351.66020595514874,1.5157767498066756
Other Civilizations,2017,H_D,3916.5654586418077,3259,657.5654586418077,0.201707195902395
Other Civilizations,2018,H_D,4342.768214131868,2859,1483.7682141318683,0.5188000748712827
Other Civilizations,2019,H_D,4798.658684835756,2419,2379.6586848357556,0.9833300350560974
Other Civilizations,2020,H_D,5285.540778996934,1919,3366.540778996934,1.7534066557275698
Other Civilizations,2021,H_D,5804.9631895684815,2087,3717.9631895684815,1.7806337114791577
Other Civilizations,2022,H_D,6358.714504662995,1964,4394.714504662995,2.236495931126206
Other Civilizations,2023,H_D,6948.821748150255,1835,5113.821748150255,2.7853059630448014
Other Civilizations,2017,P_A,3101.0570905718314,3351,-249.9429094281686,0.07456530710864219
Other Civilizations,2018,P_A,2944.46234950963,3414,-469.5376504903702,0.13749272342324165
Other Civilizations,2019,P_A,2798.1570082827543,3417,-618.8429917172457,0.18105412279615146
Other Civilizations,2020,P_A,2662.691408806178,3663,-1000.3085911938219,0.2730099866795366
Other Civilizations,2021,P_A,2538.3126867169,1308,1230.3126867168999,0.9398874612046599
Other Civilizations,2022,P_A,2425.0351491349843,1375,1050.0351491349843,0.7631069397783317
Other Civilizations,2023,P_A,2322.6967984632684,1354,968.6967984632684,0.7149053863197552
Other Civilizations,2017,P_D,16226.713229664918,14572,1654.713229664918,0.11354650584402098
Other Civilizations,2018,P_D,17502.127788641792,14033,3469.127788641792,0.24719451251544763
Other Civilizations,2019,P_D,18818.515864780995,13322,5496.515864780995,0.4125584226361176
Other Civilizations,2020,P_D,20178.25493075841,12032,8146.254930758409,0.6769928472333091
Other Civilizations,2021,P_D,21583.8226295693,15203,6380.822629569298,0.4196805202294987
Other Civilizations,2022,P_D,23037.791090166895,15769,7268.791090166895,0.4609252435109001
Other Civilizations,2023,P_D,24542.820924074997,16410,8132.820924074997,0.49557131948540595
Other Western,2017,A,58.32289647736047,48,10.322896477360473,0.21067135668082598
Other Western,2018,A,58.98324895942815,43,15.983248959428153,0.36325565816882166
Other Western,2019,A,59.024203525910345,34,25.024203525910345,0.7149772435974384
Other Western,2020,A,58.49411389044144,34,24.49411389044144,0.699831825441184
Other Western,2021,A,57.443863516094645,17,40.443863516094645,2.2468813064497026
Other Western,2022,A,55.924896922584985,16,39.924896922584985,2.348523348387352
Other Western,2023,A,53.987802014208086,14,39.987802014208086,2.6658534676138723
Other Western,2017,D,578.6281178458238,454,124.6281178458238,0.27390795130950285
Other Western,2018,D,600.405039933151,360,240.405039933151,0.6659419388729945
Other Western,2019,D,618.8002829897148,276,342.8002829897148,1.2375461479773098
Other Western,2020,D,634.2236646667964,213,421.22366466679637,1.9683348816205437
Other Western,2021,D,647.0334979111966,196,451.0334979111966,2.289510141681201
Other Western,2022,D,657.5435677713908,184,473.5435677713908,2.559694960926437
Other Western,2023,D,666.029085066814,164,502.029085066814,3.0426005155564484
Other Western,2017,H_A,131.6173869152613,135,-3.3826130847386935,0.024872155034843333
Other Western,2018,H_A,124.68787281118674,124,0.687872811186736,0.005502982489493888
Other Western,2019,H_A,119.71580914274806,124,-4.284190857251943,0.034273526858015546
Other Western,2020,H_A,116.32692321196483,117,-0.6730767880351749,0.005704040576569279
Other Western,2021,H_A,114.23933391056471,51,63.23933391056471,1.216141036741629
Other Western,2022,H_A,113.24233704223758,39,74.24233704223758,1.8560584260559394
Other Western,2023,H_A,112.63470618328047,32,80.63470618328047,2.443475944947893
Other Western,2017,H_D,505.1983715601705,401,104.19837156017047,0.2591999292541554
Other Western,2018,H_D,556.1403355512467,348,208.14033555124672,0.5963906462786439
Other Western,2019,H_D,607.2506343790493,282,325.2506343790493,1.1492955278411636
Other Western,2020,H_D,658.9400226305052,215,443.94002263050515,2.055277882548635
Other Western,2021,H_D,711.1644736399401,245,466.16447363994007,1.8949775351217075
Other Western,2022,H_D,761.0116800480605,223,538.0116800480605,2.401837857357413
Other Western,2023,H_D,808.5017363782449,210,598.5017363782449,2.836501120276042
Other Western,2017,P_A,565.7600648740569,627,-61.239935125943134,0.09751582026424066
Other Western,2018,P_A,535.1061662271433,634,-98.89383377285674,0.1557383209021366
Other Western,2019,P_A,505.2478466528332,634,-128.75215334716682,0.20275929660971154
Other Western,2020,P_A,476.29894952964133,668,-191.70105047035867,0.2865486554115974
Other Western,2021,P_A,448.3050361547471,354,94.30503615474709,0.2656479891683016
Other Western,2022,P_A,421.26293594967586,365,56.262935949675864,0.15372386871496138
Other Western,2023,P_A,395.68074935473845,239,156.68074935473845,0.6528364556447436
Other Western,2017,P_D,1050.8278236548229,905,145.82782365482285,0.1609578627536676
Other Western,2018,P_D,1097.3858242545712,869,228.38582425457116,0.2625124416719209
Other Western,2019,P_D,1137.4513256709508,831,306.45132567095084,0.3683309202775851
Other Western,2020,P_D,1170.8240910264924,734,436.8240910264924,0.5943184911925067
Other Western,2021,P_D,1197.7640943090237,1118,79.76409430902368,0.07128158562021776
Other Western,2022,P_D,1221.4025621572928,1154,67.40256215729278,0.05835719667298076
Other Western,2023,P_D,1241.9392978090914,1322,-80.06070219090861,0.06051451412767091
Sinic,2017,A,1913.5077674511056,1705,208.50776745110556,0.12222026228083561
Sinic,2018,A,2023.6819472490884,1597,426.68194724908835,0.26700997950506156
Sinic,2019,A,2123.868563062341,1439,684.8685630623409,0.4756031687932923
Sinic,2020,A,2211.6647441331443,1342,869.6647441331443,0.647553793099884
Sinic,2021,A,2284.866122745289,365,1919.866122745289,5.2455358544953254
Sinic,2022,A,2341.420399351173,328,2013.4203993511728,6.119818843012683
Sinic,2023,A,2379.3862288680148,275,2104.3862288680148,7.624587785753676
Sinic,2017,D,39377.95322235886,30739,8638.953222358861,0.28103296103965064
Sinic,2018,D,43899.04158136002,26801,17098.04158136002,0.6379390187806887
Sinic,2019,D,48492.5722376312,22872,25620.572237631197,1.1201229500997332
Sinic,2020,D,53173.59806900887,18882,34291.59806900887,1.8160037106926266
Sinic,2021,D,57956.99673475145,17581,40375.99673475145,2.2964393547236632
Sinic,2022,D,62857.54489931854,15476,47381.54489931854,3.061416611702432
Sinic,2023,D,67889.98822600654,13406,54483.988226006535,4.0638463657795585
Sinic,2017,H_A,1933.3683875770898,2187,-253.63161242291017,0.11591938410553482
Sinic,2018,H_A,1875.69016749947,2285,-409.3098325005301,0.17905067038518377
Sinic,2019,H_A,1847.6062507353633,2278,-430.39374926463665,0.1888520181064663
Sinic,2020,H_A,1845.0871172493464,2332,-486.9128827506536,0.2087067650024233
Sinic,2021,H_A,1865.1507574101258,845,1020.1507574101258,1.2058519591136239
Sinic,2022,H_A,1905.6571019730834,790,1115.6571019730834,1.4104388141252635
Sinic,2023,H_A,1955.3883530453254,704,1251.3883530453254,1.7750189404898233
Sinic,2017,H_D,13560.073430783359,11400,2160.073430783359,0.18946350590153135
Sinic,2018,H_D,15025.737242470448,10415,4610.737242470448,0.44265910545991244
Sinic,2019,H_D,16643.435829390794,9353,7290.4358293907935,0.7793923272814618
Sinic,2020,H_D,18424.638436522106,8037,10387.638436522106,1.292316302130145
Sinic,2021,H_D,20382.950506327,8990,11392.950506327,1.2671505401320209
Sinic,2022,H_D,22534.2676008153,8364,14170.2676008153,1.693994931358673
Sinic,2023,H_D,24896.974957004597,7766,17130.974957004597,2.205610268701506
Sinic,2017,P_A,10031.085143715913,10852,-820.9148562840874,0.07563944128665691
Sinic,2018,P_A,9627.93966406087,11173,-1545.0603359391298,0.13827280615170304
Sinic,2019,P_A,9234.885272749974,11365,-2130.1147272500257,0.18741111448618913
Sinic,2020,P_A,8853.917078933304,12077,-3223.082921066696,0.26685568149252326
Sinic,2021,P_A,8486.006917983063,2741,5745.0069179830625,2.0951885185933854
Sinic,2022,P_A,8131.326158388869,2857,5274.326158388869,1.8454605172809198
Sinic,2023,P_A,7799.179178269179,2838,4961.179178269179,1.747509397065579
Sinic,2017,P_D,74936.20221151867,67425,7511.20221151867,0.11139919632661985
Sinic,2018,P_D,81071.31073028911,66005,15066.310730289115,0.22825668469971086
Sinic,2019,P_D,87343.6778566134,64427,22916.6778566134,0.35569438530783826
Sinic,2020,P_D,93755.54770212386,61003,32752.547702123862,0.5368918054901951
Sinic,2021,P_D,100307.94742340698,73151,27156.94742340698,0.37123998555619775
Sinic,2022,P_D,107000.54075724262,75858,31142.54075724262,0.4105319178639663
Sinic,2023,P_D,113831.44054249623,78684,35147.44054249623,0.44668539801100887
United States,2017,A,1592.9912746171128,1434,158.99127461711282,0.11079531332202984
United States,2018,A,1627.788144339563,1298,329.7881443395629,0.2538784790912724
United States,2019,A,1657.9940915772083,1148,509.99409157720834,0.44385908753455905
United States,2020,A,1683.3981577354928,1124,559.3981577354928,0.49724280687599354
United States,2021,A,1703.9294959272163,621,1082.9294959272163,1.7410442056707658
United States,2022,A,1719.6214746896815,538,1181.6214746896815,2.1922476339326185
United States,2023,A,1730.5834253510943,461,1269.5834253510943,2.748016072188516
