origin_group,year,alpha_obs,beta_obs,h_D_obs,h_A_obs,p_D_obs,p_A_obs,d_obs,alpha_proj,beta_proj,h_D_proj,h_A_proj,p_D_proj,p_A_proj,d_proj,alpha_error,alpha_abserr,alpha_ape,beta_error,beta_abserr,beta_ape,h_D_error,h_D_abserr,h_D_ape,h_A_error,h_A_abserr,h_A_ape,p_D_error,p_D_abserr,p_D_ape,p_A_error,p_A_abserr,p_A_ape,d_error,d_abserr,d_ape
Other Western,2018,0.0027247956403269754,0.057285180572851806,0.051771117166212535,0.06,0.05070422535211268,0.09923664122137404,0.0442928225810436,0.006053384636593551,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.015162990724729042,0.041389514551795514,0.0442928225810436,0.0033285889962665753,0.0033285889962665753,0.8936299646158252,-0.02389823986861548,0.02389823986861548,0.4100225757857024,0.007157947958882582,0.007157947958882582,0.13564139520369223,0.021801716548118952,0.021801716548118952,0.35740518931342546,-0.035541234627383636,0.035541234627383636,0.6873951671327262,-0.05784712666957853,0.05784712666957853,0.5771055969625152,0.0,0.0,0.0
Other Western,2019,0.01060070671378092,0.0012594458438287153,0.024734982332155476,0.04878048780487805,0.08650519031141868,0.15267175572519084,0.0442928225810436,0.005178285071081312,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.009880557962356207,0.032147063069313475,0.0442928225810436,-0.005422421642699607,0.005422421642699607,0.46742166460066675,0.03212749486040761,0.03212749486040761,14.219192262633024,0.034194082792939645,0.034194082792939645,1.3287004572843497,0.0330212287432409,0.0330212287432409,0.6633367851410469,-0.07662463234906247,0.07662463234906247,0.8756581418355434,-0.12052469265587737,0.12052469265587737,0.7842995746818308,0.0,0.0,0.0
Other Western,2020,0.022727272727272728,0.5054811205846529,0.022727272727272728,0.04878048780487805,0.0945945945945946,0.12096774193548387,0.0442928225810436,0.004303185505569074,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.004598125199985148,0.022904611586827883,0.0442928225810436,-0.018424087221703654,0.018424087221703654,0.7764940974664375,-0.4720941798804166,0.4720941798804166,0.9321061747286019,0.03620179239782239,0.03620179239782239,1.5257460397549665,0.0330212287432409,0.0330212287432409,0.6633367851410469,-0.08999646939460945,0.08999646939460945,0.9414388938650126,-0.09806313034865599,0.09806313034865599,0.8040087386427759,0.0,0.0,0.0
Other Western,2021,0.0049261083743842365,0.018867924528301886,0.009852216748768473,0.041666666666666664,0.0992063492063492,0.20689655172413793,0.0442928225810436,0.0034280859400568353,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.013662160104345844,0.0442928225810436,-0.0014980224343274012,0.0014980224343274012,0.2527835030494285,0.01451901617593444,0.01451901617593444,0.7307766926158835,0.04907684837632664,0.04907684837632664,4.52228788942093,0.040135049881452285,0.040135049881452285,0.9406652315965379,-0.0992063492063492,0.0992063492063492,0.9900205924283225,-0.19323439161979208,0.19323439161979208,0.9294737696092172,0.0,0.0,0.0
Other Western,2022,0.020942408376963352,0.3459715639810427,0.020942408376963352,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0442928225810436,0.002552986374544597,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.004419708621863805,0.0442928225810436,-0.018389422002418755,0.018389422002418755,0.8380767364500076,-0.31258462327680636,0.31258462327680636,0.9008940666212201,0.037986656748131765,0.037986656748131765,1.7311981481491687,-0.005154805191011483,0.005154805191011483,0.05860628739162833,-0.08695652173913043,0.08695652173913043,0.9886307464162135,-0.08253681311726663,0.08253681311726663,0.9383819583277966,0.0,0.0,0.0
Other Western,2023,0.005847953216374269,0.003484320557491289,0.005847953216374269,0.047619047619047616,0.004608294930875576,0.02564102564102564,0.0442928225810436,0.0016778868090323584,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.0,0.0,0.0442928225810436,-0.00417006640734191,0.00417006640734191,0.6089507734034728,0.029902620146745038,0.029902620146745038,6.668261058365055,0.05308111190872085,0.05308111190872085,7.75138354943746,0.03418266892907133,0.03418266892907133,0.7030715450641508,-0.004608294930875576,0.004608294930875576,0.8216926869350862,-0.02564102564102564,0.02564102564102564,0.9624639076034648,0.0,0.0,0.0
Sinic,2017,0.005073830742210369,0.03723043537230435,0.02764587263383855,0.04322429906542056,0.062417813623213816,0.08249772105742935,0.0336695344484046,0.0029179876974693153,0.03273806322767503,0.025975223591737005,0.03907420709140319,0.04456000149068551,0.051151427829513096,0.0336695344484046,-0.002155843044741054,0.002155843044741054,0.3549395984578435,-0.004492372144629324,0.004492372144629324,0.11750774221848849,-0.0016706490421015442,0.0016706490421015442,0.05832075927503965,-0.004150091974017368,0.004150091974017368,0.09384189374891344,-0.01785781213252831,0.01785781213252831,0.281589842226783,-0.03134629322791625,0.03134629322791625,0.37541495541365033,0.0,0.0,0.0
Sinic,2018,0.006341390629662787,0.05260011954572624,0.027156072814085348,0.046134663341645885,0.07541738629821532,0.10165794066317627,0.0336695344484046,0.002470394470532322,0.033350295215092585,0.025975223591737005,0.03851636193921504,0.039416311592539444,0.04177161334092361,0.0336695344484046,-0.0038709961591304647,0.0038709961591304647,0.5272837742061781,-0.019249824330633658,0.019249824330633658,0.3591377126353541,-0.0011808492223483423,0.0011808492223483423,0.041939414993898264,-0.0076183014024308465,0.0076183014024308465,0.16162842507670333,-0.03600107470567587,0.03600107470567587,0.4711110448764021,-0.05988632732225266,0.05988632732225266,0.5833579646677451,0.0,0.0,0.0
Sinic,2019,0.006031732156125705,6.629541235746487e-05,0.027011670090475982,0.07261410788381743,0.08621794871794872,0.12166301969365427,0.0336695344484046,0.002022801243595218,0.03396252720250992,0.025975223591737005,0.037958516787026886,0.0342726216943916,0.03239179885233767,0.0336695344484046,-0.004008930912530487,0.004008930912530487,0.5701199680989129,0.033896231790152456,0.033896231790152456,31.788781417723182,-0.001036446498738977,0.001036446498738977,0.03700052497374552,-0.03465559109679055,0.03465559109679055,0.47077377004264254,-0.051945327023557114,0.051945327023557114,0.5955807008433713,-0.0892712208413166,0.0892712208413166,0.7277761550650531,0.0,0.0,0.0
Sinic,2020,0.005452909100534703,0.7786453373960516,0.022446926782783632,0.028169014084507043,0.09721531576330183,0.04189824711415135,0.0336695344484046,0.001575208016658225,0.03457475918992747,0.025975223591737005,0.037400671634838734,0.02912893179624554,0.023011984363748184,0.0336695344484046,-0.0038777010838764777,0.0038777010838764777,0.600922936223472,-0.7440705782061241,0.7440705782061241,0.954370586876407,0.0035282968089533732,0.0035282968089533732,0.15048013932231386,0.00923165755033169,0.00923165755033169,0.31648850124266054,-0.0680863839670563,0.0680863839670563,0.6932359117099818,-0.018886262750403164,0.018886262750403164,0.4402572137772252,0.0,0.0,0.0
Sinic,2021,0.0026154196042756424,0.04932962307108525,0.020354787355014784,0.04032258064516129,0.10881404912748693,0.09389671361502347,0.0336695344484046,0.0011276147897211208,0.03518699117734503,0.025975223591737005,0.03684282648265058,0.023985241898099474,0.013632169875158695,0.0336695344484046,-0.0014878048145545216,0.0014878048145545216,0.411516498056,-0.014142631893740223,0.014142631893740223,0.2810001551922067,0.005620436236722221,0.005620436236722221,0.26319326637557755,-0.003479754162510708,0.003479754162510708,0.08420950744561433,-0.08482880722938746,0.08482880722938746,0.7724768178879076,-0.08026454373986477,0.08026454373986477,0.8458095194474446,0.0,0.0,0.0
Sinic,2022,0.0009042175289026675,0.07367362333417149,0.01814893754440354,0.050746268656716415,0.10763349659538884,0.08657465495608532,0.0336695344484046,0.0006800215627841277,0.03579922316476236,0.025975223591737005,0.03628498133046243,0.01884155199995341,0.004252355386572759,0.0336695344484046,-0.00022419596611853972,0.00022419596611853972,0.11773653099797682,-0.03787440016940913,0.03787440016940913,0.5071991752685902,0.007826286047333465,0.007826286047333465,0.4087060198084343,-0.014461287326253985,0.014461287326253985,0.2794653160827854,-0.08879194459543543,0.08879194459543543,0.8173532784841281,-0.08232229956951256,0.08232229956951256,0.9400242525739145,0.0,0.0,0.0
Sinic,2023,7.455453664355477e-05,0.0002618486514794449,7.455453664355477e-05,0.0035460992907801418,0.00012865045670912132,0.0014064697609001407,0.0336695344484046,0.0002324283358470236,0.03641145515217992,0.025975223591737005,0.03572713617827428,0.013697862101805569,0.0,0.0336695344484046,0.00015787379920346884,0.00015787379920346884,0.14692022956470738,0.036149606500700475,0.036149606500700475,28.648131817010814,0.025900669055093452,0.025900669055093452,24.10363380531246,0.03218103688749414,0.03218103688749414,7.07882402673428,0.013569211645096448,0.013569211645096448,12.022510215129907,-0.0014064697609001407,0.0014064697609001407,0.5844535359438925,0.0,0.0,0.0
United States,2017,0.008072791954573442,0.0571484553588923,0.037490593144968186,0.047883414295628035,0.06377971287361732,0.09058927000879508,0.0459350067675392,0.006454214552256643,0.04035220421579955,0.03949702451988513,0.03461626279576535,0.0350349514336763,0.04815933012070772,0.0459350067675392,-0.0016185774023167992,0.0016185774023167992,0.17839904303116988,-0.01679625114309275,0.01679625114309275,0.2888512005938297,0.0020064313749169407,0.0020064313749169407,0.05212783724480583,-0.013267151499862684,0.013267151499862684,0.27140394530603096,-0.02874476143994102,0.02874476143994102,0.443730917672033,-0.042429939888087354,0.042429939888087354,0.4632632172307184,0.0,0.0,0.0
United States,2018,0.009951496905837097,0.06920026437541309,0.030105368790767688,0.0421455938697318,0.07823524158256676,0.11405109489051095,0.0459350067675392,0.006223602990421295,0.041131442810119934,0.03870419098261246,0.03234236807051172,0.02932133352742916,0.03979612676815947,0.0459350067675392,-0.0037278939154158017,0.0037278939154158017,0.34040039891065954,-0.028068821565293153,0.028068821565293153,0.39983925723111613,0.008598822191844775,0.008598822191844775,0.2764417374275585,-0.009803225799220085,0.009803225799220085,0.22721267503742493,-0.048913908055137595,0.048913908055137595,0.6173251583282807,-0.07425496812235148,0.07425496812235148,0.6454086177364644,0.0,0.0,0.0
United States,2019,0.015063370039476418,6.780120686148214e-05,0.027633492624142945,0.047619047619047616,0.08674021198356045,0.1378802747791953,0.0459350067675392,0.005992991428585892,0.04191068140444032,0.03791135744533958,0.030068473345257196,0.023607715621180247,0.03143292341560766,0.0459350067675392,-0.009070378610890526,0.009070378610890526,0.5646622463779196,0.041842880197578834,0.041842880197578834,39.186020701891564,0.010277864821196633,0.010277864821196633,0.3589455521933301,-0.01755057427379042,0.01755057427379042,0.3609814493140047,-0.0631324963623802,0.0631324963623802,0.7195389085019432,-0.10644735136358763,0.10644735136358763,0.7664684674107066,0.0,0.0,0.0
United States,2020,0.01106463365267845,0.4548748140001294,0.023883416542976658,0.032714412024756855,0.09585847504114098,0.07752315943442223,0.0459350067675392,0.005762379866750544,0.042689919998760484,0.037118523908066914,0.027794578620003563,0.01789409771493311,0.023069720063055854,0.0459350067675392,-0.005302253785927906,0.005302253785927906,0.4394873428047076,-0.41218489400136893,0.41218489400136893,0.9041624615858948,0.013235107365090256,0.013235107365090256,0.5318846526654261,-0.004919833404753292,0.004919833404753292,0.14592671529138948,-0.07796437732620787,0.07796437732620787,0.8049308776861521,-0.054453439371366374,0.054453439371366374,0.6934697962177971,0.0,0.0,0.0
United States,2021,0.005151604356785399,0.014372333258477431,0.01972328525169267,0.028662420382165606,0.08514588859416446,0.10975609756097561,0.0459350067675392,0.005531768304915141,0.04346915859308087,0.03632569037079403,0.02552068389474904,0.012180479808685973,0.014706516710504047,0.0459350067675392,0.00038016394812974245,0.00038016394812974245,0.061799154510060544,0.02909682533460344,0.02909682533460344,1.892804745080407,0.016602405119101358,0.016602405119101358,0.8011473527222369,-0.0031417364874165646,0.0031417364874165646,0.10591639006321679,-0.07296540878547848,0.07296540878547848,0.8469981559911749,-0.09504958085047156,0.09504958085047156,0.8581882437501286,0.0,0.0,0.0
United States,2022,0.0029910269192422734,0.02770977075450701,0.015785975407111998,0.03302752293577982,0.0873661670235546,0.1404040404040404,0.0459350067675392,0.0053011567430797935,0.044248397187401256,0.035532856833521365,0.023246789169495408,0.00646686190243706,0.0063433133579522405,0.0459350067675392,0.00231012982383752,0.00231012982383752,0.5788309301296609,0.016538626432894245,0.016538626432894245,0.5760626434224636,0.019746881426409367,0.019746881426409367,1.1763916571713118,-0.00978073376628441,0.00978073376628441,0.2874359613170668,-0.08089930512111754,0.08089930512111754,0.9155008963957131,-0.13406072704608815,0.13406072704608815,0.9480685747241038,0.0,0.0,0.0
United States,2023,0.00018867924528301886,0.0001124859392575928,0.00018867924528301886,0.002136752136752137,0.0001537042729787888,0.0011806375442739079,0.0459350067675392,0.00507054518124439,0.04502763578172142,0.03474002329624848,0.020972894444240886,0.0007532439961899229,0.0,0.0459350067675392,0.004881865935961372,0.004881865935961372,4.106966581046868,0.04491514984246383,0.04491514984246383,40.37367867537952,0.03455134405096546,0.03455134405096546,29.067003725415383,0.01883614230748875,0.01883614230748875,6.004982697482789,0.000599539723211134,0.000599539723211134,0.5196649932336315,-0.0011806375442739079,0.0011806375442739079,0.5414185165132647,0.0,0.0,0.0
