origin_group,year,alpha_obs,beta_obs,h_D_obs,h_A_obs,p_D_obs,p_A_obs,d_obs,alpha_proj,beta_proj,h_D_proj,h_A_proj,p_D_proj,p_A_proj,d_proj,alpha_error,alpha_abserr,alpha_ape,beta_error,beta_abserr,beta_ape,h_D_error,h_D_abserr,h_D_ape,h_A_error,h_A_abserr,h_A_ape,p_D_error,p_D_abserr,p_D_ape,p_A_error,p_A_abserr,p_A_ape,d_error,d_abserr,d_ape
Continental Europe,2020,0.006638445256878968,0.6366442584716696,0.026649990379064844,0.030687830687830688,0.09444996138144103,0.048106448311156604,0.0458472850546197,0.0035859666037596494,0.05480320356897028,0.04631965630884338,0.04355214899390614,0.022573393584156776,0.048081853659756035,0.0458472850546197,-0.003052478653119319,0.003052478653119319,0.3996204136398494,-0.5818410549026993,0.5818410549026993,0.9124853665228296,0.019669665929778538,0.019669665929778538,0.711380570485529,0.01286431830607545,0.01286431830607545,0.4059703055348572,-0.07187656779728425,0.07187656779728425,0.7530287781893193,-2.4594651400568213e-05,2.4594651400568213e-05,0.0005008436212842642,0.0,0.0,0.0
Continental Europe,2021,0.0032399665551839465,0.021869488536155203,0.02153010033444816,0.03940886699507389,0.08561135833863107,0.11311672683513839,0.0458472850546197,0.0033212978941240534,0.05638684448429787,0.04593434413278352,0.041004043876091245,0.016602321505233775,0.0405756880071948,0.0458472850546197,8.133133894010691e-05,8.133133894010691e-05,0.019182070868145898,0.03451735594814267,0.03451735594814267,1.509319104079347,0.024404243798335362,0.024404243798335362,1.0831839821423994,0.001595176881017353,0.001595176881017353,0.039475912086617417,-0.06900903683339729,0.06900903683339729,0.7967665922474899,-0.07254103882794359,0.07254103882794359,0.6356740229041254,0.0,0.0,0.0
Continental Europe,2022,0.0009476427386875149,0.04908296943231441,0.015991471215351813,0.025210084033613446,0.09561075195644778,0.13914174252275682,0.0458472850546197,0.0030566291844884574,0.057970485399625904,0.04554903195672377,0.038455938758275465,0.010631249426308997,0.03306952235463534,0.0458472850546197,0.0021089864458009424,0.0021089864458009424,1.0828405045281324,0.008887515967311493,0.008887515967311493,0.17745585112166118,0.02955756074137196,0.02955756074137196,1.7395527654289682,0.01324585472466202,0.01324585472466202,0.5053724630441745,-0.08497950253013878,0.08497950253013878,0.8796070914389282,-0.10607222016812148,0.10607222016812148,0.756892402353974,0.0,0.0,0.0
Continental Europe,2023,0.00013408420488066506,0.00018115942028985507,0.00013408420488066506,0.003355704697986577,0.00012298610257040955,0.001557632398753894,0.0458472850546197,0.0027919604748527505,0.05955412631495349,0.04516371978066391,0.035907833640460574,0.004660177347385996,0.025563356702074103,0.0458472850546197,0.0026578762699720855,0.0026578762699720855,2.3436322087315933,0.05937296689466364,0.05937296689466364,50.26668362861093,0.045029635575783246,0.045029635575783246,39.70572500877175,0.032552128942473994,0.032552128942473994,7.473447168611133,0.0045371912448155865,0.0045371912448155865,4.040291535603497,0.02400572430332021,0.02400572430332021,9.385916566827998,0.0,0.0,0.0
Hindu,2017,0.009501871580765908,0.054924242424242424,0.029945292254534985,0.09570957095709572,0.08785425101214575,0.0873015873015873,0.0277057844536427,0.006098667795835011,0.03299680283228208,0.03160272633170824,0.06322981824261079,0.07122755459478824,0.06278447768716333,0.0277057844536427,-0.003403203784930897,0.003403203784930897,0.3240568844094263,-0.021927439591960342,0.021927439591960342,0.39209184856932605,0.0016574340771732567,0.0016574340771732567,0.05356013649961125,-0.03247975271448493,0.03247975271448493,0.3358483797730244,-0.016626696417357506,0.016626696417357506,0.18712325215689177,-0.024517109614423965,0.024517109614423965,0.27765196938858705,0.0,0.0,0.0
Hindu,2018,0.010495014867937729,0.05884917175239756,0.025712786426447438,0.05782312925170068,0.08443633044272023,0.08775981524249422,0.0277057844536427,0.0058173639292020685,0.03299680283228208,0.03212366136121858,0.06322981824261079,0.06998441154633905,0.0541892843946421,0.0277057844536427,-0.004677650938735661,0.004677650938735661,0.4069286549409098,-0.025852368920115477,0.025852368920115477,0.43195867483462425,0.006410874934771143,0.006410874934771143,0.23999274476375665,0.005406688990910104,0.005406688990910104,0.09191433811307798,-0.014451918896381172,0.014451918896381172,0.1691542558241109,-0.03357053084785212,0.03357053084785212,0.3782176737990781,0.0,0.0,0.0
Hindu,2019,0.014373282604100613,0.00041118421052631577,0.023673641936165717,0.06462585034013606,0.10864978902953587,0.12663755458515283,0.0277057844536427,0.005536060062569126,0.03299680283228208,0.0326445963907287,0.06322981824261079,0.06874126849788986,0.04559409110211732,0.0277057844536427,-0.008837222541531487,0.008837222541531487,0.5748429121555522,0.03258561862175577,0.03258561862175577,23.09097450119756,0.00897095445456298,0.00897095445456298,0.3635845278849445,-0.001396032097525271,0.001396032097525271,0.02127259441652481,-0.03990852053164601,0.03990852053164601,0.36396349582483944,-0.08104346348303551,0.08104346348303551,0.6349499858912427,0.0,0.0,0.0
Hindu,2020,0.01201281366791244,0.6054471843945528,0.030966364121729845,0.03908794788273615,0.1404310907903331,0.06707317073170732,0.0277057844536427,0.005254756195936072,0.03299680283228208,0.033165531420239036,0.06322981824261079,0.06749812544944067,0.03699889780959609,0.0277057844536427,-0.006758057471976367,0.006758057471976367,0.519338679892165,-0.5724503815622707,0.5724503815622707,0.9439410327772848,0.0021991672985091915,0.0021991672985091915,0.06879629131841924,0.024141870359874633,0.024141870359874633,0.6022226538133999,-0.07293296534089244,0.07293296534089244,0.5156784475982946,-0.030074272922111234,0.030074272922111234,0.44179333206970994,0.0,0.0,0.0
Hindu,2021,0.003964623360780726,0.0373015873015873,0.023787740164684355,0.052980132450331126,0.12797992471769135,0.11666666666666667,0.0277057844536427,0.00497345232930313,0.03299680283228208,0.033686466449749375,0.06322981824261079,0.06625498240099148,0.028403704517071304,0.0277057844536427,0.0010088289685224036,0.0010088289685224036,0.20320352526475588,-0.004304784469305219,0.004304784469305219,0.1123918033842639,0.00989872628506502,0.00989872628506502,0.39933960172650007,0.01024968579227966,0.01024968579227966,0.1898788559237184,-0.061724942316699866,0.061724942316699866,0.4785623999378366,-0.08826296214959536,0.08826296214959536,0.7501101599115754,0.0,0.0,0.0
Hindu,2022,0.0017743080198722497,0.06962509563886764,0.0248403122782115,0.07142857142857142,0.14906832298136646,0.10380622837370242,0.0277057844536427,0.004692148462670187,0.03299680283228208,0.03420740147925949,0.06322981824261079,0.06501183935254229,0.019808511224550074,0.0277057844536427,0.0029178404427979373,0.0029178404427979373,1.0517362967260921,-0.036628292806585555,0.036628292806585555,0.5186299922888548,0.009367089201047993,0.009367089201047993,0.3624990712262523,-0.008198753185960639,0.008198753185960639,0.1131977757430463,-0.08405648362882417,0.08405648362882417,0.5601214297521084,-0.08399771714915234,0.08399771714915234,0.8014573031828396,0.0,0.0,0.0
Hindu,2023,0.00043649061545176777,0.0007974481658692185,0.00043649061545176777,0.00847457627118644,0.0007662835249042146,0.0038022813688212928,0.0277057844536427,0.0044108445960372444,0.03299680283228208,0.03472833650876983,0.06322981824261079,0.0637686963040931,0.01121331793202529,0.0277057844536427,0.0039743539805854764,0.0039743539805854764,2.766710716961813,0.03219935466641286,0.03219935466641286,17.913926686637854,0.03429184589331806,0.03429184589331806,23.871959569003852,0.05475524197142435,0.05475524197142435,5.779175807359636,0.06300241277918889,0.06300241277918889,35.66947881858633,0.007411036563203998,0.007411036563203998,1.5432324751564936,0.0,0.0,0.0
Islamic,2017,0.009976976208749041,0.06324017053529134,0.0235354310565362,0.04140526976160602,0.09035377958768134,0.09053497942386832,0.0300792155414555,0.006463338234809379,0.049225327067285995,0.03302539818276151,0.04596342922340844,0.06929502281903677,0.06581516464632742,0.0300792155414555,-0.0035136379739396616,0.0035136379739396616,0.3200916087564412,-0.014014843468005342,0.014014843468005342,0.21816323573278917,0.009489967126225313,0.009489967126225313,0.38678624004436235,0.004558159461802415,0.004558159461802415,0.10749040125030401,-0.021058756768644576,0.021058756768644576,0.23051872471715726,-0.0247198147775409,0.0247198147775409,0.27005866973620635,0.0,0.0,0.0
Islamic,2018,0.00629458665547629,0.07704437936472179,0.024968527066722618,0.04617414248021108,0.09751824817518248,0.09472259810554803,0.0300792155414555,0.005774148380080613,0.05042796531467353,0.0338676516805152,0.04596342922340844,0.0664402576246248,0.05796169381353167,0.0300792155414555,-0.0005204382753956774,0.0005204382753956774,0.07134582122003678,-0.026616414050048262,0.026616414050048262,0.3410420361684574,0.00889912461379258,0.00889912461379258,0.34268884757797324,-0.0002107132568026429,0.0002107132568026429,0.004466710908227623,-0.031077990550557683,0.031077990550557683,0.31545415317673575,-0.036760904292016366,0.036760904292016366,0.3840357973932356,0.0,0.0,0.0
Islamic,2019,0.013258072985035443,0.00022386389075442132,0.021921764242583356,0.04878048780487805,0.10970608339029392,0.11305518169582772,0.0300792155414555,0.005084958525351846,0.05163060356206106,0.034709905178268885,0.04596342922340844,0.06358549243021194,0.05010822298073769,0.0300792155414555,-0.008173114459683597,0.008173114459683597,0.5732271442474511,0.05140673967130664,0.05140673967130664,42.003641139880514,0.012788140935685529,0.012788140935685529,0.5579038681467681,-0.002817058581469613,0.002817058581469613,0.05658961383647924,-0.046120590960081975,0.046120590960081975,0.4166039439538656,-0.06294695871509003,0.06294695871509003,0.551899157751223,0.0,0.0,0.0
Islamic,2020,0.009050546448087431,0.6466489034638245,0.028005464480874317,0.04120443740095087,0.13799051315222077,0.05806451612903226,0.0300792155414555,0.004395768670623079,0.05283324180944904,0.03555215867602235,0.04596342922340844,0.060730727235799975,0.04225475214794194,0.0300792155414555,-0.004654777777464352,0.004654777777464352,0.4631367857963716,-0.5938156616543755,0.5938156616543755,0.9168789732808433,0.007546694195148033,0.007546694195148033,0.2601818081597758,0.0047589918224575645,0.0047589918224575645,0.11276046111564429,-0.0772597859164208,0.0772597859164208,0.5558637360508684,-0.015809763981090318,0.015809763981090318,0.2676694065613325,0.0,0.0,0.0
Islamic,2021,0.006737247353224254,0.04696969696969697,0.02001924927815207,0.05531914893617021,0.13211382113821138,0.08666666666666667,0.0300792155414555,0.0037065788158945345,0.05403588005683657,0.036394412173776036,0.04596342922340844,0.05787596204138801,0.03440128131514619,0.0300792155414555,-0.003030668537329719,0.003030668537329719,0.3916985458745588,0.007066183087139605,0.007066183087139605,0.14730514332002967,0.016375162895623966,0.016375162895623966,0.7790555542173772,-0.009355719712761772,0.009355719712761772,0.16611969267087393,-0.07423785909682337,0.07423785909682337,0.5577021113363021,-0.05226538535152048,0.05226538535152048,0.5961831028690548,0.0,0.0,0.0
Islamic,2022,0.0009184845005740528,0.05361534677816036,0.016073478760045924,0.013333333333333334,0.1297709923664122,0.060674157303370786,0.0300792155414555,0.003017388961165768,0.055238518304224105,0.03723666567152972,0.04596342922340844,0.05502119684697604,0.02654781048235222,0.0300792155414555,0.002098904460591715,0.002098904460591715,1.0940429594107621,0.0016231715260637478,0.0016231715260637478,0.029720062616407725,0.0211631869114838,0.0211631869114838,1.2395357272478238,0.0326300958900751,0.0326300958900751,2.2765183179122164,-0.07474979551943617,0.07474979551943617,0.5716083832260894,-0.03412634682101857,0.03412634682101857,0.5533330054783481,0.0,0.0,0.0
Islamic,2023,0.0002725538293813028,0.00051440329218107,0.0002725538293813028,0.005128205128205128,0.0004962779156327543,0.002421307506053269,0.0300792155414555,0.002328199106437001,0.05644115655161208,0.03807891916928319,0.04596342922340844,0.05216643165256407,0.01869433964955647,0.0300792155414555,0.0020556452770556983,0.0020556452770556983,1.6153699981831993,0.055926753259431014,0.055926753259431014,36.92989413598298,0.037806365339901886,0.037806365339901886,29.709049996166208,0.04083522409520331,0.04083522409520331,6.663488450681712,0.05167015373693132,0.05167015373693132,34.53245763844664,0.0162730321435032,0.0162730321435032,4.756378114130801,0.0,0.0,0.0
Japanese,2017,0.003758691975192633,0.06352459016393443,0.014095094906972373,0.031055900621118012,0.06721105527638191,0.09,0.0552190245713187,0.004329553214215576,0.0376020857391151,0.017216718599523118,0.02220110373627726,0.03508831543095248,0.08147345230541703,0.0552190245713187,0.0005708612390229427,0.0005708612390229427,0.11996179664472485,-0.025922504424819325,0.025922504424819325,0.4017461305675759,0.0031216236925507446,0.0031216236925507446,0.20679722199751638,-0.00885479688484075,0.00885479688484075,0.2762298582560281,-0.03212273984542943,0.03212273984542943,0.4709315772241386,-0.00852654769458297,0.00852654769458297,0.09369832631409858,0.0,0.0,0.0
Japanese,2018,0.006645279560036663,0.08375420875420875,0.013748854262144821,0.051194539249146756,0.07394113424264179,0.0979020979020979,0.0552190245713187,0.0040419836076965865,0.0376020857391151,0.016498699191817012,0.01983716540209013,0.031253162915145793,0.07695912314908249,0.0552190245713187,-0.002603295952340077,0.002603295952340077,0.34051023666263325,-0.046152123015093645,0.046152123015093645,0.5445407808470846,0.002749844929672191,0.002749844929672191,0.18644464721100992,-0.03135737384705663,0.03135737384705663,0.6007788228070092,-0.042687971327495994,0.042687971327495994,0.5696200325615886,-0.020942974753015417,0.020942974753015417,0.21175460578952163,0.0,0.0,0.0
Japanese,2019,0.004795486600846262,0.0004428697962798937,0.008180535966149507,0.03474903474903475,0.08431703204047218,0.1386861313868613,0.0552190245713187,0.0037544140011774862,0.0376020857391151,0.015780679784110907,0.017473227067902997,0.027418010399339998,0.07244479399274972,0.0552190245713187,-0.001041072599668776,0.001041072599668776,0.179635062829195,0.03715921594283521,0.03715921594283521,25.753686187514393,0.0076001438179614,0.0076001438179614,0.8278540431609512,-0.017275807681131752,0.017275807681131752,0.48325242352447606,-0.05689902164113218,0.05689902164113218,0.6669128107285865,-0.06624133739411159,0.06624133739411159,0.4742155626792751,0.0,0.0,0.0
Japanese,2020,0.005718370264474625,0.5520477815699659,0.01679771265189421,0.021367521367521368,0.09022556390977443,0.09090909090909091,0.0552190245713187,0.003466844394658497,0.0376020857391151,0.015062660376405024,0.015109288733715864,0.023582857883533315,0.06793046483641518,0.0552190245713187,-0.002251525869816128,0.002251525869816128,0.33512976825968327,-0.5144456958308509,0.5144456958308509,0.9302011742465844,-0.0017350522754891878,0.0017350522754891878,0.09748737432866274,-0.006258232633805504,0.006258232633805504,0.279791065401316,-0.06664270602624112,0.06664270602624112,0.7305266547012337,-0.02297862607267573,0.02297862607267573,0.25001472482634324,0.0,0.0,0.0
Japanese,2021,0.0015426147319706903,0.009082652134423252,0.009641342074816815,0.018518518518518517,0.07923771313941826,0.17857142857142858,0.0552190245713187,0.003179274788139508,0.0376020857391151,0.014344640968698918,0.012745350399528732,0.01974770536772663,0.06341613568008242,0.0552190245713187,0.0016366600561688175,0.0016366600561688175,0.6436917223791513,0.02851943360469185,0.02851943360469185,2.8285646697383773,0.004703298893882104,0.004703298893882104,0.4419836201875945,-0.0057731681189897854,0.0057731681189897854,0.29577901178885047,-0.059490007771691625,0.059490007771691625,0.7414220251806511,-0.11515529289134616,0.11515529289134616,0.6412784806996206,0.0,0.0,0.0
Japanese,2022,0.0021376656690893546,0.0891891891891892,0.007268063274903805,0.042105263157894736,0.0906183368869936,0.14049586776859505,0.0552190245713187,0.0028917051816204076,0.0376020857391151,0.013626621560992813,0.0103814120653416,0.015912552851920836,0.05890180652374788,0.0552190245713187,0.0007540395125310529,0.0007540395125310529,0.24031862921517,-0.05158710345007409,0.05158710345007409,0.5719876618677678,0.006358558286089008,0.006358558286089008,0.7690505109448362,-0.031723851092553136,0.031723851092553136,0.7359623574584977,-0.07470578403507276,0.07470578403507276,0.8154020971502508,-0.08159406124484717,0.08159406124484717,0.5766533152635072,0.0,0.0,0.0
Japanese,2023,0.0004768717215069146,0.0009746588693957114,0.0004768717215069146,0.012195121951219513,0.0011402508551881414,0.010309278350515464,0.0552190245713187,0.0026041355751014184,0.0376020857391151,0.012908602153286708,0.008017473731154467,0.012077400336114152,0.05438747736741334,0.0552190245713187,0.0021272638535945036,0.0021272638535945036,1.4403849857887228,0.03662742686971939,0.03662742686971939,18.54873641082532,0.012431730431779793,0.012431730431779793,8.417610176119544,-0.004177648220065045,0.004177648220065045,0.3166055028145413,0.010937149480926011,0.010937149480926011,5.1102184841620195,0.04407819901689788,0.04407819901689788,3.8975253460702777,0.0,0.0,0.0
Other Civilizations,2017,0.00711520351574762,0.06861167002012072,0.023647588155278853,0.03059071729957806,0.0771586037966932,0.0951683748169839,0.0418088008437154,0.004328826523065654,0.052174605250543404,0.025794413969593092,0.025989718016729668,0.05946741468687122,0.0620077392894256,0.0418088008437154,-0.0027863769926819654,0.0027863769926819654,0.34335269439330485,-0.01643706476957732,0.01643706476957732,0.2361251319617287,0.002146825814314239,0.002146825814314239,0.08710084738471445,-0.004600999282848392,0.004600999282848392,0.1456440269847828,-0.01769118910982198,0.01769118910982198,0.22634986105740126,-0.033160635527558296,0.033160635527558296,0.3448185080663538,0.0,0.0,0.0
Other Civilizations,2018,0.007973251028806584,0.08729192042224929,0.016203703703703703,0.025670945157526253,0.08653175157013258,0.11094452773613193,0.0418088008437154,0.003790371918094282,0.05410052763402717,0.025794413969593092,0.02536868863042785,0.05742883075774241,0.05693036189306255,0.0418088008437154,-0.004182879110712303,0.004182879110712303,0.4661497931222608,-0.03319139278822211,0.03319139278822211,0.37592786100343994,0.00959071026588939,0.00959071026588939,0.5574793911281238,-0.00030225652709840387,0.00030225652709840387,0.01133280149290511,-0.029102920812390173,0.029102920812390173,0.3324841590662355,-0.05401416584306938,0.05401416584306938,0.482508318498497,0.0,0.0,0.0
Other Civilizations,2019,0.010041440867070449,0.00021132713440405747,0.017532674529805548,0.038303693570451436,0.09356966199505358,0.10906040268456375,0.0418088008437154,0.0032519173131231316,0.05602645001751139,0.025794413969593092,0.024747659244125808,0.05539024682861449,0.05185298449669773,0.0418088008437154,-0.006789523553947317,0.006789523553947317,0.6149128212239147,0.05581512288310733,0.05581512288310733,46.07766250573341,0.008261739439787544,0.008261739439787544,0.44579315449048834,-0.013556034326325628,0.013556034326325628,0.344904844681495,-0.03817941516643909,0.03817941516643909,0.4037173694079191,-0.057207418187866024,0.057207418187866024,0.5197820178054783,0.0,0.0,0.0
Other Civilizations,2020,0.009024134312696747,0.6627719580983078,0.016998950682056663,0.019943019943019943,0.10747663551401869,0.05564648117839607,0.0418088008437154,0.0027134627081519813,0.057952372400995156,0.025794413969593092,0.02412662985782399,0.05335166289948656,0.04677560710033468,0.0418088008437154,-0.006310671604544765,0.006310671604544765,0.6295477901320172,-0.6048195856973126,0.6048195856973126,0.9111858045797951,0.008795463287536429,0.008795463287536429,0.48866533626900344,0.004183609914804046,0.004183609914804046,0.19976153993963,-0.05412497261453213,0.05412497261453213,0.4989551193034322,-0.008870874078061391,0.008870874078061391,0.15660062008308082,0.0,0.0,0.0
Other Civilizations,2021,0.005265467310223783,0.025655021834061136,0.012505484861781484,0.0390625,0.08357211079274117,0.1,0.0418088008437154,0.002175008103180831,0.05987829478447937,0.025794413969593092,0.023505600471521948,0.05131307897035775,0.04169822970396986,0.0418088008437154,-0.0030904592070429516,0.0030904592070429516,0.4932527861090333,0.03422327295041823,0.03422327295041823,1.283933405249963,0.013288929107811608,0.013288929107811608,0.983965347694943,-0.015556899528478052,0.015556899528478052,0.3883157448606066,-0.03225903182238342,0.03225903182238342,0.38143817766875715,-0.05830177029603015,0.05830177029603015,0.577245250455744,0.0,0.0,0.0
Other Civilizations,2022,0.001961265015935278,0.058886509635974305,0.01201274822260358,0.046218487394957986,0.0928462709284627,0.12359550561797752,0.0418088008437154,0.0016365534982096808,0.06180421716796314,0.025794413969593092,0.02288457108522013,0.04927449504122983,0.03662085230760681,0.0418088008437154,-0.0003247115177255973,0.0003247115177255973,0.10965297465044387,0.0029177075319888335,0.0029177075319888335,0.04872061420383971,0.013781665746989512,0.013781665746989512,1.0590895567356247,-0.023333916309737857,0.023333916309737857,0.49416907650094405,-0.04357177588723288,0.04357177588723288,0.46428883594582937,-0.08697465331037071,0.08697465331037071,0.6980561046643515,0.0,0.0,0.0
Other Civilizations,2023,0.000273972602739726,0.0005602240896358543,0.000273972602739726,0.004878048780487805,0.0005428881650380022,0.004201680672268907,0.0418088008437154,0.0010980988932383084,0.06373013955144735,0.025794413969593092,0.022263541698918088,0.047235911112101014,0.03154347491124199,0.0418088008437154,0.0008241262904985824,0.0008241262904985824,0.6468948301763066,0.0631699154618115,0.0631699154618115,40.48771960478762,0.025520441366853365,0.025520441366853365,20.032174406239736,0.017385492918430282,0.017385492918430282,2.957697965376106,0.04669302294706301,0.04669302294706301,30.263387849574265,0.02734179423897308,0.02734179423897308,5.256338472435859,0.0,0.0,0.0
Other Western,2017,0.013015184381778741,0.06280788177339902,0.04338394793926247,0.07272727272727272,0.04411764705882353,0.13380281690140844,0.0442928225810436,0.006928484202105789,0.033386940704236326,0.05892906512509512,0.08180171654811895,0.020445423487101877,0.050631966034277553,0.0442928225810436,-0.006086700179672952,0.006086700179672952,0.43429326463848184,-0.029420941069162695,0.029420941069162695,0.4610863149108335,0.015545117185832645,0.015545117185832645,0.35024187589408384,0.009074443820846226,0.009074443820846226,0.12308123554785264,-0.023672223571721655,0.023672223571721655,0.52467770628327,-0.08317085086713089,0.08317085086713089,0.6169815496360144,0.0,0.0,0.0
