origin_group,year,compartment,count
Anglosphere ex-US,2009,H_A,681
Anglosphere ex-US,2009,H_D,4240
Anglosphere ex-US,2009,P_A,5003
Anglosphere ex-US,2009,P_D,13788
Anglosphere ex-US,2010,A,540
Anglosphere ex-US,2010,D,7555
Anglosphere ex-US,2010,H_A,762
Anglosphere ex-US,2010,H_D,4527
Anglosphere ex-US,2010,P_A,5428
Anglosphere ex-US,2010,P_D,14388
Anglosphere ex-US,2011,A,568
Anglosphere ex-US,2011,D,7738
Anglosphere ex-US,2011,H_A,841
Anglosphere ex-US,2011,H_D,4756
Anglosphere ex-US,2011,P_A,5747
Anglosphere ex-US,2011,P_D,14925
Anglosphere ex-US,2012,A,618
Anglosphere ex-US,2012,D,7922
Anglosphere ex-US,2012,H_A,910
Anglosphere ex-US,2012,H_D,5051
Anglosphere ex-US,2012,P_A,6045
Anglosphere ex-US,2012,P_D,15278
Anglosphere ex-US,2013,A,613
Anglosphere ex-US,2013,D,8079
Anglosphere ex-US,2013,H_A,1017
Anglosphere ex-US,2013,H_D,5327
Anglosphere ex-US,2013,P_A,6272
Anglosphere ex-US,2013,P_D,15781
Anglosphere ex-US,2014,A,637
Anglosphere ex-US,2014,D,8315
Anglosphere ex-US,2014,H_A,1107
Anglosphere ex-US,2014,H_D,5574
Anglosphere ex-US,2014,P_A,6503
Anglosphere ex-US,2014,P_D,16094
Anglosphere ex-US,2015,A,644
Anglosphere ex-US,2015,D,8481
Anglosphere ex-US,2015,H_A,1199
Anglosphere ex-US,2015,H_D,5857
Anglosphere ex-US,2015,P_A,6746
Anglosphere ex-US,2015,P_D,16358
Anglosphere ex-US,2016,A,640
Anglosphere ex-US,2016,D,8393
Anglosphere ex-US,2016,H_A,1300
Anglosphere ex-US,2016,H_D,6248
Anglosphere ex-US,2016,P_A,6911
Anglosphere ex-US,2016,P_D,16464
Anglosphere ex-US,2017,A,593
Anglosphere ex-US,2017,D,6887
Anglosphere ex-US,2017,H_A,1337
Anglosphere ex-US,2017,H_D,5438
Anglosphere ex-US,2017,P_A,7001
Anglosphere ex-US,2017,P_D,15791
Anglosphere ex-US,2018,A,534
Anglosphere ex-US,2018,D,5630
Anglosphere ex-US,2018,H_A,1338
Anglosphere ex-US,2018,H_D,4661
Anglosphere ex-US,2018,P_A,7062
Anglosphere ex-US,2018,P_D,15022
Anglosphere ex-US,2019,A,492
Anglosphere ex-US,2019,D,4530
Anglosphere ex-US,2019,H_A,1214
Anglosphere ex-US,2019,H_D,3888
Anglosphere ex-US,2019,P_A,7034
Anglosphere ex-US,2019,P_D,14270
Anglosphere ex-US,2020,A,469
Anglosphere ex-US,2020,D,3444
Anglosphere ex-US,2020,H_A,1183
Anglosphere ex-US,2020,H_D,3007
Anglosphere ex-US,2020,P_A,7494
Anglosphere ex-US,2020,P_D,12621
Anglosphere ex-US,2021,A,288
Anglosphere ex-US,2021,D,3097
Anglosphere ex-US,2021,H_A,669
Anglosphere ex-US,2021,H_D,3203
Anglosphere ex-US,2021,P_A,4303
Anglosphere ex-US,2021,P_D,16658
Anglosphere ex-US,2022,A,261
Anglosphere ex-US,2022,D,2731
Anglosphere ex-US,2022,H_A,604
Anglosphere ex-US,2022,H_D,2950
Anglosphere ex-US,2022,P_A,4447
Anglosphere ex-US,2022,P_D,17225
Anglosphere ex-US,2023,A,228
Anglosphere ex-US,2023,D,2402
Anglosphere ex-US,2023,H_A,533
Anglosphere ex-US,2023,H_D,2752
Anglosphere ex-US,2023,P_A,4442
Anglosphere ex-US,2023,P_D,17861
Continental Europe,2000,A,162
Continental Europe,2000,D,4614
Continental Europe,2000,H_A,118
Continental Europe,2000,H_D,2006
Continental Europe,2000,P_A,365
Continental Europe,2000,P_D,5949
Continental Europe,2001,A,230
Continental Europe,2001,D,7110
Continental Europe,2001,H_A,217
Continental Europe,2001,H_D,3105
Continental Europe,2001,P_A,817
Continental Europe,2001,P_D,10172
Continental Europe,2002,A,364
Continental Europe,2002,D,10619
Continental Europe,2002,H_A,337
Continental Europe,2002,H_D,4085
Continental Europe,2002,P_A,1671
Continental Europe,2002,P_D,16096
Continental Europe,2003,A,431
Continental Europe,2003,D,12257
Continental Europe,2003,H_A,451
Continental Europe,2003,H_D,4943
Continental Europe,2003,P_A,2335
Continental Europe,2003,P_D,19376
Continental Europe,2004,A,516
Continental Europe,2004,D,13778
Continental Europe,2004,H_A,546
Continental Europe,2004,H_D,5855
Continental Europe,2004,P_A,2989
Continental Europe,2004,P_D,22413
Continental Europe,2005,A,600
Continental Europe,2005,D,15264
Continental Europe,2005,H_A,668
Continental Europe,2005,H_D,6850
Continental Europe,2005,P_A,3849
Continental Europe,2005,P_D,25788
Continental Europe,2006,A,708
Continental Europe,2006,D,16967
Continental Europe,2006,H_A,846
Continental Europe,2006,H_D,7835
Continental Europe,2006,P_A,4862
Continental Europe,2006,P_D,28782
Continental Europe,2007,A,799
Continental Europe,2007,D,18136
Continental Europe,2007,H_A,961
Continental Europe,2007,H_D,8920
Continental Europe,2007,P_A,5613
Continental Europe,2007,P_D,31628
Continental Europe,2008,A,874
Continental Europe,2008,D,19442
Continental Europe,2008,H_A,1154
Continental Europe,2008,H_D,10262
Continental Europe,2008,P_A,6376
Continental Europe,2008,P_D,34546
Continental Europe,2009,A,941
Continental Europe,2009,D,20779
Continental Europe,2009,H_A,1260
Continental Europe,2009,H_D,11206
Continental Europe,2009,P_A,7056
Continental Europe,2009,P_D,37474
Continental Europe,2010,A,999
Continental Europe,2010,D,21967
Continental Europe,2010,H_A,1383
Continental Europe,2010,H_D,12317
Continental Europe,2010,P_A,7729
Continental Europe,2010,P_D,40352
Continental Europe,2011,A,1078
Continental Europe,2011,D,22992
Continental Europe,2011,H_A,1491
Continental Europe,2011,H_D,13507
Continental Europe,2011,P_A,8251
Continental Europe,2011,P_D,42768
Continental Europe,2012,A,1147
Continental Europe,2012,D,23887
Continental Europe,2012,H_A,1654
Continental Europe,2012,H_D,14469
Continental Europe,2012,P_A,8845
Continental Europe,2012,P_D,44863
Continental Europe,2013,A,1174
Continental Europe,2013,D,24386
Continental Europe,2013,H_A,1761
Continental Europe,2013,H_D,15462
Continental Europe,2013,P_A,9340
Continental Europe,2013,P_D,46908
Continental Europe,2014,A,1226
Continental Europe,2014,D,25106
Continental Europe,2014,H_A,1925
Continental Europe,2014,H_D,15918
Continental Europe,2014,P_A,9851
Continental Europe,2014,P_D,48613
Continental Europe,2015,A,1268
Continental Europe,2015,D,25296
Continental Europe,2015,H_A,2084
Continental Europe,2015,H_D,16672
Continental Europe,2015,P_A,10297
Continental Europe,2015,P_D,49783
Continental Europe,2016,A,1261
Continental Europe,2016,D,25392
Continental Europe,2016,H_A,2256
Continental Europe,2016,H_D,17397
Continental Europe,2016,P_A,10715
Continental Europe,2016,P_D,50582
Continental Europe,2017,A,1166
Continental Europe,2017,D,20639
Continental Europe,2017,H_A,2238
Continental Europe,2017,H_D,15390
Continental Europe,2017,P_A,11032
Continental Europe,2017,P_D,48650
Continental Europe,2018,A,1036
Continental Europe,2018,D,16800
Continental Europe,2018,H_A,2187
Continental Europe,2018,H_D,13294
Continental Europe,2018,P_A,11092
Continental Europe,2018,P_D,46568
Continental Europe,2019,A,947
Continental Europe,2019,D,13396
Continental Europe,2019,H_A,1993
Continental Europe,2019,H_D,11245
Continental Europe,2019,P_A,11016
Continental Europe,2019,P_D,43954
Continental Europe,2020,A,938
Continental Europe,2020,D,10387
Continental Europe,2020,H_A,1947
Continental Europe,2020,H_D,9056
Continental Europe,2020,P_A,11691
Continental Europe,2020,P_D,39985
Continental Europe,2021,A,399
Continental Europe,2021,D,9561
Continental Europe,2021,H_A,824
Continental Europe,2021,H_D,9431
Continental Europe,2021,P_A,4445
Continental Europe,2021,P_D,49344
Continental Europe,2022,A,350
Continental Europe,2022,D,8435
Continental Europe,2022,H_A,762
Continental Europe,2022,H_D,8810
Continental Europe,2022,P_A,4611
Continental Europe,2022,P_D,51036
Continental Europe,2023,A,291
Continental Europe,2023,D,7451
Continental Europe,2023,H_A,635
Continental Europe,2023,H_D,8124
Continental Europe,2023,P_A,4592
Continental Europe,2023,P_D,52911
Hindu,2000,A,6
Hindu,2000,D,210
Hindu,2000,H_A,2
Hindu,2000,H_D,47
Hindu,2000,P_A,15
Hindu,2000,P_D,236
Hindu,2001,A,8
Hindu,2001,D,404
Hindu,2001,H_A,3
Hindu,2001,H_D,78
Hindu,2001,P_A,29
Hindu,2001,P_D,450
Hindu,2002,A,22
Hindu,2002,D,696
Hindu,2002,H_A,9
Hindu,2002,H_D,99
Hindu,2002,P_A,71
Hindu,2002,P_D,774
Hindu,2003,A,31
Hindu,2003,D,866
Hindu,2003,H_A,13
Hindu,2003,H_D,149
Hindu,2003,P_A,117
Hindu,2003,P_D,980
Hindu,2004,A,35
Hindu,2004,D,1050
Hindu,2004,H_A,21
Hindu,2004,H_D,187
Hindu,2004,P_A,155
Hindu,2004,P_D,1216
Hindu,2005,A,47
Hindu,2005,D,1253
Hindu,2005,H_A,35
Hindu,2005,H_D,224
Hindu,2005,P_A,218
Hindu,2005,P_D,1455
Hindu,2006,A,73
Hindu,2006,D,1586
Hindu,2006,H_A,54
Hindu,2006,H_D,282
Hindu,2006,P_A,284
Hindu,2006,P_D,1741
Hindu,2007,A,83
Hindu,2007,D,1845
Hindu,2007,H_A,77
Hindu,2007,H_D,369
Hindu,2007,P_A,344
Hindu,2007,P_D,2055
Hindu,2008,A,94
Hindu,2008,D,2198
Hindu,2008,H_A,95
Hindu,2008,H_D,507
Hindu,2008,P_A,403
Hindu,2008,P_D,2381
Hindu,2009,A,105
Hindu,2009,D,2670
Hindu,2009,H_A,116
Hindu,2009,H_D,631
Hindu,2009,P_A,496
Hindu,2009,P_D,2849
Hindu,2010,A,135
Hindu,2010,D,3299
Hindu,2010,H_A,133
Hindu,2010,H_D,851
Hindu,2010,P_A,604
Hindu,2010,P_D,3453
Hindu,2011,A,146
Hindu,2011,D,4121
Hindu,2011,H_A,154
Hindu,2011,H_D,1029
Hindu,2011,P_A,672
Hindu,2011,P_D,4211
Hindu,2012,A,160
Hindu,2012,D,4951
Hindu,2012,H_A,181
Hindu,2012,H_D,1235
Hindu,2012,P_A,796
Hindu,2012,P_D,5329
Hindu,2013,A,212
Hindu,2013,D,5624
Hindu,2013,H_A,219
Hindu,2013,H_D,1497
Hindu,2013,P_A,915
Hindu,2013,P_D,6231
Hindu,2014,A,221
Hindu,2014,D,6595
Hindu,2014,H_A,240
Hindu,2014,H_D,1747
Hindu,2014,P_A,1044
Hindu,2014,P_D,7426
Hindu,2015,A,260
Hindu,2015,D,7408
Hindu,2015,H_A,279
Hindu,2015,H_D,2147
Hindu,2015,P_A,1167
Hindu,2015,P_D,8614
Hindu,2016,A,278
Hindu,2016,D,8292
Hindu,2016,H_A,344
Hindu,2016,H_D,2663
Hindu,2016,P_A,1305
Hindu,2016,P_D,9857
Hindu,2017,A,296
Hindu,2017,D,6939
Hindu,2017,H_A,371
Hindu,2017,H_D,2463
Hindu,2017,P_A,1443
Hindu,2017,P_D,9741
Hindu,2018,A,287
Hindu,2018,D,5710
Hindu,2018,H_A,426
Hindu,2018,H_D,2184
Hindu,2018,P_A,1579
Hindu,2018,P_D,9688
Hindu,2019,A,287
Hindu,2019,D,4724
Hindu,2019,H_A,451
Hindu,2019,H_D,1889
Hindu,2019,P_A,1692
Hindu,2019,P_D,9435
Hindu,2020,A,300
Hindu,2020,D,3739
Hindu,2020,H_A,485
Hindu,2020,H_D,1524
Hindu,2020,P_A,1930
Hindu,2020,P_D,9069
Hindu,2021,A,144
Hindu,2021,D,3272
Hindu,2021,H_A,293
Hindu,2021,H_D,1587
Hindu,2021,P_A,821
Hindu,2021,P_D,10930
Hindu,2022,A,133
Hindu,2022,D,2811
Hindu,2022,H_A,282
Hindu,2022,H_D,1442
Hindu,2022,P_A,890
Hindu,2022,P_D,11489
Hindu,2023,A,111
Hindu,2023,D,2284
Hindu,2023,H_A,256
Hindu,2023,H_D,1298
Hindu,2023,P_A,885
Hindu,2023,P_D,12213
Islamic,2000,A,16
Islamic,2000,D,286
Islamic,2000,H_A,5
Islamic,2000,H_D,45
Islamic,2000,P_A,16
Islamic,2000,P_D,288
Islamic,2001,A,23
Islamic,2001,D,488
Islamic,2001,H_A,5
Islamic,2001,H_D,86
Islamic,2001,P_A,49
Islamic,2001,P_D,516
Islamic,2002,A,60
Islamic,2002,D,916
Islamic,2002,H_A,16
Islamic,2002,H_D,131
Islamic,2002,P_A,133
Islamic,2002,P_D,968
Islamic,2003,A,98
Islamic,2003,D,1169
Islamic,2003,H_A,31
Islamic,2003,H_D,152
Islamic,2003,P_A,200
Islamic,2003,P_D,1307
Islamic,2004,A,113
Islamic,2004,D,1577
Islamic,2004,H_A,41
Islamic,2004,H_D,214
Islamic,2004,P_A,260
Islamic,2004,P_D,1724
Islamic,2005,A,150
Islamic,2005,D,2007
Islamic,2005,H_A,49
Islamic,2005,H_D,293
Islamic,2005,P_A,338
Islamic,2005,P_D,2222
Islamic,2006,A,206
Islamic,2006,D,2605
Islamic,2006,H_A,54
Islamic,2006,H_D,406
Islamic,2006,P_A,436
Islamic,2006,P_D,2884
Islamic,2007,A,269
Islamic,2007,D,3176
Islamic,2007,H_A,80
Islamic,2007,H_D,563
Islamic,2007,P_A,555
Islamic,2007,P_D,3521
Islamic,2008,A,305
Islamic,2008,D,4019
Islamic,2008,H_A,137
Islamic,2008,H_D,779
Islamic,2008,P_A,685
Islamic,2008,P_D,4369
Islamic,2009,A,381
Islamic,2009,D,4916
Islamic,2009,H_A,184
Islamic,2009,H_D,1076
Islamic,2009,P_A,830
Islamic,2009,P_D,5390
Islamic,2010,A,460
Islamic,2010,D,5959
Islamic,2010,H_A,228
Islamic,2010,H_D,1409
Islamic,2010,P_A,1047
Islamic,2010,P_D,6611
Islamic,2011,A,510
Islamic,2011,D,6972
Islamic,2011,H_A,290
Islamic,2011,H_D,1844
Islamic,2011,P_A,1233
Islamic,2011,P_D,7967
Islamic,2012,A,574
Islamic,2012,D,8289
Islamic,2012,H_A,352
Islamic,2012,H_D,2133
Islamic,2012,P_A,1458
Islamic,2012,P_D,9704
Islamic,2013,A,649
Islamic,2013,D,9664
Islamic,2013,H_A,418
Islamic,2013,H_D,2572
Islamic,2013,P_A,1684
Islamic,2013,P_D,11487
Islamic,2014,A,750
Islamic,2014,D,11188
Islamic,2014,H_A,491
Islamic,2014,H_D,3049
Islamic,2014,P_A,1952
Islamic,2014,P_D,13449
Islamic,2015,A,795
Islamic,2015,D,12823
Islamic,2015,H_A,616
Islamic,2015,H_D,3546
Islamic,2015,P_A,2200
Islamic,2015,P_D,15752
Islamic,2016,A,823
Islamic,2016,D,14158
Islamic,2016,H_A,697
Islamic,2016,H_D,4331
Islamic,2016,P_A,2468
Islamic,2016,P_D,18461
Islamic,2017,A,790
Islamic,2017,D,11720
Islamic,2017,H_A,722
Islamic,2017,H_D,3922
Islamic,2017,P_A,2708
Islamic,2017,P_D,18428
Islamic,2018,A,751
Islamic,2018,D,9525
Islamic,2018,H_A,732
Islamic,2018,H_D,3418
Islamic,2018,P_A,2954
Islamic,2018,P_D,18134
Islamic,2019,A,649
Islamic,2019,D,7611
Islamic,2019,H_A,736
Islamic,2019,H_D,2919
Islamic,2019,P_A,3080
Islamic,2019,P_D,17781
Islamic,2020,A,624
Islamic,2020,D,5849
Islamic,2020,H_A,768
Islamic,2020,H_D,2312
Islamic,2020,P_A,3485
Islamic,2020,P_D,16665
Islamic,2021,A,228
Islamic,2021,D,5188
Islamic,2021,H_A,443
Islamic,2021,H_D,2453
Islamic,2021,P_A,1307
Islamic,2021,P_D,20084
Islamic,2022,A,218
Islamic,2022,D,4348
Islamic,2022,H_A,438
Islamic,2022,H_D,2220
Islamic,2022,P_A,1375
Islamic,2022,P_D,21104
Islamic,2023,A,188
Islamic,2023,D,3662
Islamic,2023,H_A,406
Islamic,2023,H_D,2008
Islamic,2023,P_A,1348
Islamic,2023,P_D,22091
Japanese,2000,A,61
Japanese,2000,D,1373
Japanese,2000,H_A,21
Japanese,2000,H_D,261
Japanese,2000,P_A,72
Japanese,2000,P_D,1111
Japanese,2001,A,95
Japanese,2001,D,2281
Japanese,2001,H_A,49
Japanese,2001,H_D,434
Japanese,2001,P_A,142
Japanese,2001,P_D,1946
Japanese,2002,A,145
Japanese,2002,D,4029
Japanese,2002,H_A,71
Japanese,2002,H_D,710
Japanese,2002,P_A,370
Japanese,2002,P_D,3577
Japanese,2003,A,164
Japanese,2003,D,4627
Japanese,2003,H_A,87
Japanese,2003,H_D,827
Japanese,2003,P_A,501
Japanese,2003,P_D,4207
Japanese,2004,A,178
Japanese,2004,D,4912
Japanese,2004,H_A,115
Japanese,2004,H_D,929
Japanese,2004,P_A,645
Japanese,2004,P_D,4539
Japanese,2005,A,230
Japanese,2005,D,5363
Japanese,2005,H_A,143
Japanese,2005,H_D,1079
Japanese,2005,P_A,791
Japanese,2005,P_D,5142
Japanese,2006,A,250
Japanese,2006,D,5709
Japanese,2006,H_A,164
Japanese,2006,H_D,1193
Japanese,2006,P_A,998
Japanese,2006,P_D,5420
Japanese,2007,A,279
Japanese,2007,D,6084
Japanese,2007,H_A,189
Japanese,2007,H_D,1319
Japanese,2007,P_A,1130
Japanese,2007,P_D,5713
Japanese,2008,A,280
Japanese,2008,D,6410
Japanese,2008,H_A,224
Japanese,2008,H_D,1467
Japanese,2008,P_A,1248
Japanese,2008,P_D,6015
Japanese,2009,A,285
Japanese,2009,D,6542
Japanese,2009,H_A,227
Japanese,2009,H_D,1544
Japanese,2009,P_A,1359
Japanese,2009,P_D,6268
Japanese,2010,A,298
Japanese,2010,D,6631
Japanese,2010,H_A,237
Japanese,2010,H_D,1592
Japanese,2010,P_A,1462
Japanese,2010,P_D,6498
Japanese,2011,A,303
Japanese,2011,D,6682
Japanese,2011,H_A,251
Japanese,2011,H_D,1685
Japanese,2011,P_A,1542
Japanese,2011,P_D,6666
Japanese,2012,A,306
Japanese,2012,D,6737
Japanese,2012,H_A,259
Japanese,2012,H_D,1718
Japanese,2012,P_A,1597
Japanese,2012,P_D,6914
Japanese,2013,A,318
Japanese,2013,D,6678
Japanese,2013,H_A,268
Japanese,2013,H_D,1734
Japanese,2013,P_A,1651
Japanese,2013,P_D,7109
Japanese,2014,A,334
Japanese,2014,D,6671
Japanese,2014,H_A,273
Japanese,2014,H_D,1703
Japanese,2014,P_A,1732
Japanese,2014,P_D,7196
Japanese,2015,A,333
Japanese,2015,D,6565
Japanese,2015,H_A,276
Japanese,2015,H_D,1696
Japanese,2015,P_A,1791
Japanese,2015,P_D,7270
Japanese,2016,A,323
Japanese,2016,D,6345
Japanese,2016,H_A,282
Japanese,2016,H_D,1788
Japanese,2016,P_A,1827
Japanese,2016,P_D,7293
Japanese,2017,A,315
Japanese,2017,D,5314
Japanese,2017,H_A,293
Japanese,2017,H_D,1585
Japanese,2017,P_A,1830
Japanese,2017,P_D,7070
Japanese,2018,A,286
Japanese,2018,D,4357
Japanese,2018,H_A,279
Japanese,2018,H_D,1386
Japanese,2018,P_A,1809
Japanese,2018,P_D,6728
Japanese,2019,A,252
Japanese,2019,D,3538
Japanese,2019,H_A,267
Japanese,2019,H_D,1179
Japanese,2019,P_A,1737
Japanese,2019,P_D,6437
Japanese,2020,A,227
Japanese,2020,D,2791
Japanese,2020,H_A,268
Japanese,2020,H_D,924
Japanese,2020,P_A,1847
Japanese,2020,P_D,5789
Japanese,2021,A,101
Japanese,2021,D,2586
Japanese,2021,H_A,133
Japanese,2021,H_D,990
Japanese,2021,P_A,865
Japanese,2021,P_D,7171
Japanese,2022,A,88
Japanese,2022,D,2332
Japanese,2022,H_A,114
Japanese,2022,H_D,931
Japanese,2022,P_A,906
Japanese,2022,P_D,7475
Japanese,2023,A,75
Japanese,2023,D,2090
Japanese,2023,H_A,90
Japanese,2023,H_D,870
Japanese,2023,P_A,859
Japanese,2023,P_D,7862
Other Civilizations,2000,A,110
Other Civilizations,2000,D,959
Other Civilizations,2000,H_A,25
Other Civilizations,2000,H_D,195
Other Civilizations,2000,P_A,135
Other Civilizations,2000,P_D,922
Other Civilizations,2001,A,170
Other Civilizations,2001,D,1520
Other Civilizations,2001,H_A,57
Other Civilizations,2001,H_D,326
Other Civilizations,2001,P_A,266
Other Civilizations,2001,P_D,1687
Other Civilizations,2002,A,258
Other Civilizations,2002,D,2502
Other Civilizations,2002,H_A,97
Other Civilizations,2002,H_D,468
Other Civilizations,2002,P_A,470
Other Civilizations,2002,P_D,2803
Other Civilizations,2003,A,310
Other Civilizations,2003,D,3038
Other Civilizations,2003,H_A,128
Other Civilizations,2003,H_D,585
Other Civilizations,2003,P_A,681
Other Civilizations,2003,P_D,3457
Other Civilizations,2004,A,372
Other Civilizations,2004,D,3596
Other Civilizations,2004,H_A,150
Other Civilizations,2004,H_D,707
Other Civilizations,2004,P_A,887
Other Civilizations,2004,P_D,4186
Other Civilizations,2005,A,403
Other Civilizations,2005,D,4199
Other Civilizations,2005,H_A,177
Other Civilizations,2005,H_D,850
Other Civilizations,2005,P_A,1132
Other Civilizations,2005,P_D,4856
Other Civilizations,2006,A,474
Other Civilizations,2006,D,4936
Other Civilizations,2006,H_A,209
Other Civilizations,2006,H_D,1044
Other Civilizations,2006,P_A,1391
Other Civilizations,2006,P_D,5746
Other Civilizations,2007,A,543
Other Civilizations,2007,D,5606
Other Civilizations,2007,H_A,266
Other Civilizations,2007,H_D,1214
Other Civilizations,2007,P_A,1597
Other Civilizations,2007,P_D,6582
Other Civilizations,2008,A,604
Other Civilizations,2008,D,6231
Other Civilizations,2008,H_A,320
Other Civilizations,2008,H_D,1387
Other Civilizations,2008,P_A,1854
Other Civilizations,2008,P_D,7300
Other Civilizations,2009,A,673
Other Civilizations,2009,D,6819
Other Civilizations,2009,H_A,367
Other Civilizations,2009,H_D,1556
Other Civilizations,2009,P_A,2080
Other Civilizations,2009,P_D,8223
Other Civilizations,2010,A,741
Other Civilizations,2010,D,7422
Other Civilizations,2010,H_A,401
Other Civilizations,2010,H_D,1768
Other Civilizations,2010,P_A,2270
Other Civilizations,2010,P_D,9068
Other Civilizations,2011,A,806
Other Civilizations,2011,D,8004
Other Civilizations,2011,H_A,444
Other Civilizations,2011,H_D,1953
Other Civilizations,2011,P_A,2438
Other Civilizations,2011,P_D,9920
Other Civilizations,2012,A,858
Other Civilizations,2012,D,8789
Other Civilizations,2012,H_A,469
Other Civilizations,2012,H_D,2178
Other Civilizations,2012,P_A,2602
Other Civilizations,2012,P_D,10738
Other Civilizations,2013,A,869
Other Civilizations,2013,D,9581
Other Civilizations,2013,H_A,512
Other Civilizations,2013,H_D,2421
Other Civilizations,2013,P_A,2792
Other Civilizations,2013,P_D,11677
Other Civilizations,2014,A,943
Other Civilizations,2014,D,10343
Other Civilizations,2014,H_A,566
Other Civilizations,2014,H_D,2657
Other Civilizations,2014,P_A,2978
Other Civilizations,2014,P_D,12872
Other Civilizations,2015,A,965
Other Civilizations,2015,D,11011
Other Civilizations,2015,H_A,621
Other Civilizations,2015,H_D,3050
Other Civilizations,2015,P_A,3143
Other Civilizations,2015,P_D,13913
Other Civilizations,2016,A,1001
Other Civilizations,2016,D,11565
Other Civilizations,2016,H_A,666
Other Civilizations,2016,H_D,3519
Other Civilizations,2016,P_A,3267
Other Civilizations,2016,P_D,14990
Other Civilizations,2017,A,941
Other Civilizations,2017,D,9550
Other Civilizations,2017,H_A,676
Other Civilizations,2017,H_D,3259
Other Civilizations,2017,P_A,3351
Other Civilizations,2017,P_D,14572
Other Civilizations,2018,A,850
Other Civilizations,2018,D,7769
Other Civilizations,2018,H_A,660
Other Civilizations,2018,H_D,2859
Other Civilizations,2018,P_A,3414
Other Civilizations,2018,P_D,14033
Other Civilizations,2019,A,724
Other Civilizations,2019,D,6267
Other Civilizations,2019,H_A,589
Other Civilizations,2019,H_D,2419
Other Civilizations,2019,P_A,3417
Other Civilizations,2019,P_D,13322
Other Civilizations,2020,A,695
Other Civilizations,2020,D,4758
Other Civilizations,2020,H_A,604
Other Civilizations,2020,H_D,1919
Other Civilizations,2020,P_A,3663
Other Civilizations,2020,P_D,12032
Other Civilizations,2021,A,249
Other Civilizations,2021,D,4551
Other Civilizations,2021,H_A,273
Other Civilizations,2021,H_D,2087
Other Civilizations,2021,P_A,1308
Other Civilizations,2021,P_D,15203
Other Civilizations,2022,A,231
Other Civilizations,2022,D,4072
Other Civilizations,2022,H_A,260
Other Civilizations,2022,H_D,1964
Other Civilizations,2022,P_A,1375
Other Civilizations,2022,P_D,15769
Other Civilizations,2023,A,198
Other Civilizations,2023,D,3643
Other Civilizations,2023,H_A,231
Other Civilizations,2023,H_D,1835
Other Civilizations,2023,P_A,1354
Other Civilizations,2023,P_D,16410
Other Western,2000,A,17
Other Western,2000,D,120
Other Western,2000,H_A,15
Other Western,2000,H_D,71
Other Western,2000,P_A,29
Other Western,2000,P_D,198
Other Western,2001,A,27
Other Western,2001,D,183
Other Western,2001,H_A,25
Other Western,2001,H_D,88
Other Western,2001,P_A,66
Other Western,2001,P_D,313
Other Western,2002,A,34
Other Western,2002,D,253
Other Western,2002,H_A,31
Other Western,2002,H_D,152
Other Western,2002,P_A,137
Other Western,2002,P_D,433
Other Western,2003,A,36
Other Western,2003,D,290
Other Western,2003,H_A,35
Other Western,2003,H_D,179
Other Western,2003,P_A,191
Other Western,2003,P_D,480
Other Western,2004,A,35
Other Western,2004,D,329
Other Western,2004,H_A,46
